index	RPKM	genome
A2_TE1799742	0.197743	A
A2_TE1799743	0.197743	A
A2_TE1799744	0.197743	A
A2_TE1799745	0.197743	A
A2_TE1799746	0.197743	A
A2_TE1799747	0.197743	A
A2_TE1799748	0.197743	A
A2_TE1799749	0.197743	A
A2_TE1799750	0.197743	A
A2_TE1799751	0.197743	A
A2_TE1799752	0.197743	A
A2_TE1799753	0.197743	A
A2_TE1799754	0.197743	A
A2_TE1799755	14.2375	A
A2_TE1799756	0.296615	A
A2_TE1799757	0.197743	A
A2_TE1799758	0.197743	A
A2_TE1799759	0.197743	A
A2_TE1799760	0.197743	A
A2_TE1799761	0.197743	A
A2_TE1799762	0.197743	A
A2_TE1799776	5.43794	A
A2_TE1799777	0.296615	A
A2_TE1799778	0.197743	A
A2_TE1799779	0.197743	A
A2_TE1799780	0.197743	A
A2_TE1799781	0.197743	A
A2_TE1799782	0.197743	A
A2_TE1799783	0.197743	A
A2_TE1799784	0.197743	A
A2_TE1799785	0.197743	A
A2_TE1799786	0.197743	A
A2_TE1799787	0.197743	A
A2_TE1799788	0.197743	A
A2_TE1799789	0.197743	A
A2_TE1799790	0.197743	A
A2_TE1799791	0.197743	A
A2_TE1799792	0.197743	A
A2_TE1799793	0.197743	A
A2_TE1799794	0.197743	A
A2_TE1799795	0.197743	A
A2_TE1799796	0.197743	A
A2_TE1799797	0.197743	A
A2_TE1799798	0.197743	A
A2_TE1799799	0.197743	A
A2_TE1799800	0.197743	A
A2_TE1799801	0.197743	A
A2_TE1799802	0.197743	A
A2_TE1799803	0.197743	A
A2_TE1799804	7.11876	A
A2_TE1800742	0.494358	A
A2_TE1800743	0.494358	A
A2_TE1800744	0.494358	A
A2_TE1800745	0.494358	A
A2_TE1800746	0.494358	A
A2_TE1800747	0.494358	A
A2_TE1800748	0.494358	A
A2_TE1800749	0.494358	A
A2_TE1800750	0.494358	A
A2_TE1800751	0.494358	A
A2_TE1800752	0.494358	A
A2_TE1800753	0.494358	A
A2_TE1800754	0.988716	A
A2_TE1800755	0.494358	A
A2_TE1800756	0.59323	A
A2_TE1800757	0.59323	A
A2_TE1800758	0.59323	A
A2_TE1800759	0.59323	A
A2_TE1800760	0.59323	A
A2_TE1800761	0.59323	A
A2_TE1800762	0.59323	A
A2_TE1800763	0.59323	A
A2_TE1800764	0.59323	A
A2_TE1800765	0.59323	A
A2_TE1800766	0.59323	A
A2_TE1800767	0.692101	A
A2_TE1800768	0.692101	A
A2_TE1800769	0.692101	A
A2_TE1800770	0.692101	A
A2_TE1800771	0.692101	A
A2_TE1800772	0.692101	A
A2_TE1800773	0.692101	A
A2_TE1800774	0.692101	A
A2_TE1800775	0.692101	A
A2_TE1800776	0.692101	A
A2_TE1800777	0.692101	A
A2_TE1800778	0.692101	A
A2_TE1800779	0.692101	A
A2_TE1800780	0.692101	A
A2_TE1800781	0.692101	A
A2_TE1800782	0.692101	A
A2_TE1800783	0.692101	A
A2_TE1800784	0.988716	A
A2_TE1800785	0.988716	A
A2_TE1800786	0.988716	A
A2_TE1800787	0.988716	A
A2_TE1800788	0.988716	A
A2_TE1800789	191.119	A
A2_TE1800790	123.688	A
A2_TE1800791	123.688	A
A2_TE1800792	249.453	A
A2_TE1800794	0.988716	A
A2_TE1800795	0.889845	A
A2_TE1800796	0.889845	A
A2_TE1800797	0.889845	A
A2_TE1800798	0.889845	A
A2_TE1800799	0.889845	A
A2_TE1800800	0.889845	A
A2_TE1800801	0.889845	A
A2_TE1800802	0.889845	A
A2_TE1800803	0.889845	A
A2_TE1800804	0.889845	A
A2_TE1800805	0.889845	A
A2_TE1800806	0.889845	A
A2_TE1800807	0.889845	A
A2_TE1800808	35.9893	A
A2_TE1800809	35.9893	A
A2_TE1800810	35.9893	A
A2_TE1800811	0.692101	A
A2_TE1800812	0.692101	A
A2_TE1800813	0.692101	A
A2_TE1800814	0.692101	A
A2_TE1800815	0.692101	A
A2_TE1800816	0.692101	A
A2_TE1800817	46.7663	A
A2_TE1800818	46.5685	A
A2_TE1800819	0.494358	A
A2_TE1800820	0.494358	A
A2_TE1800821	0.494358	A
A2_TE1800822	0.494358	A
A2_TE1800823	0.494358	A
A2_TE1800824	0.494358	A
A2_TE1800825	0.494358	A
A2_TE1800826	2.37292	A
A2_TE1800827	16.2149	A
A2_TE1800828	13.1499	A
A2_TE1800829	0.494358	A
A2_TE1800830	0.197743	A
A2_TE1800831	0.197743	A
A2_TE1800832	0.197743	A
A2_TE1800833	0.197743	A
A2_TE1800834	0.197743	A
A2_TE1800835	0.197743	A
A2_TE1800836	0.197743	A
A2_TE1800837	0.197743	A
A2_TE1800838	0.197743	A
A2_TE1800839	0.197743	A
A2_TE1800840	0.197743	A
A2_TE1800841	0.197743	A
A2_TE1800842	0.197743	A
A2_TE1800843	0.197743	A
A2_TE1800844	0.197743	A
A2_TE1800845	0.197743	A
A2_TE1800846	0.197743	A
A2_TE1800847	0.197743	A
A2_TE1800848	0.197743	A
A2_TE1800849	0.197743	A
A2_TE1800850	0.197743	A
A2_TE1800851	0.197743	A
A2_TE1800852	0.197743	A
A2_TE1800853	0.296615	A
A2_TE1800854	0.197743	A
A2_TE1800855	0.197743	A
A2_TE1800856	0.197743	A
A2_TE1800857	0.197743	A
A2_TE1800858	0.197743	A
A2_TE1800859	0.197743	A
A2_TE1800860	0.197743	A
A2_TE1800861	0.197743	A
A2_TE1800862	0.197743	A
A2_TE1800863	0.197743	A
A2_TE1800864	0.395487	A
A2_TE1800865	0.197743	A
A2_TE1800866	0.197743	A
A2_TE1800867	0.197743	A
A2_TE1800868	0.197743	A
A2_TE1800869	0.197743	A
A2_TE1800870	0.197743	A
A2_TE1800871	0.197743	A
A2_TE1800872	0.197743	A
A2_TE1800873	0.197743	A
A2_TE1800874	0.197743	A
A2_TE1800875	0.197743	A
A2_TE1800876	0.197743	A
A2_TE1800877	0.197743	A
A2_TE1800878	0.197743	A
A2_TE1800879	0.197743	A
A2_TE1800880	0.197743	A
A2_TE1800881	0.197743	A
A2_TE1800882	0.197743	A
A2_TE1800883	0.197743	A
A2_TE1800884	0.197743	A
A2_TE1800885	0.197743	A
A2_TE1800886	0.197743	A
A2_TE1800887	0.197743	A
A2_TE1800888	0.197743	A
A2_TE1800889	0.197743	A
A2_TE1800890	0.197743	A
A2_TE1800891	0.197743	A
A2_TE1800892	0.197743	A
A2_TE1800893	0.197743	A
A2_TE1800894	0.197743	A
A2_TE1800895	0.197743	A
A2_TE1800896	0.197743	A
A2_TE1800897	0.197743	A
A2_TE1800898	0.197743	A
A2_TE1800899	0.197743	A
A2_TE1800900	0.197743	A
A2_TE1800901	0.197743	A
A2_TE1800902	0.296615	A
A2_TE1800903	0.296615	A
A2_TE1800904	0.296615	A
A2_TE1800905	0.296615	A
A2_TE1800906	0.296615	A
A2_TE1800907	0.296615	A
A2_TE1801486	2.86728	A
A2_TE1801489	4.5481	A
A2_TE1801490	7.51424	A
A2_TE1801517	0.59323	A
A2_TE1801518	0.197743	A
A2_TE1801559	1.3842	A
A2_TE1801587	12.7544	A
A2_TE1801601	16.3138	A
A2_TE1802010	24.5202	A
A2_TE1802011	24.5202	A
A2_TE1802012	24.5202	A
A2_TE1802013	24.8168	A
A2_TE1802050	11.3702	A
A2_TE1802051	0.197743	A
A2_TE1802052	4.15261	A
A2_TE1802055	0.296615	A
A2_TE1802092	0.494358	A
A2_TE1802103	0.197743	A
A2_TE1802114	8.60183	A
A2_TE1802115	8.79958	A
A2_TE1802116	9.19506	A
A2_TE1802117	9.19506	A
A2_TE1802118	9.19506	A
A2_TE1802119	6.72327	A
A2_TE1802120	2.57066	A
A2_TE1802121	2.57066	A
A2_TE1802122	2.57066	A
A2_TE1802123	0.296615	A
A2_TE1802124	0.296615	A
A2_TE1802125	0.296615	A
A2_TE1802126	0.296615	A
A2_TE1802127	0.296615	A
A2_TE1802128	0.296615	A
A2_TE1802129	0.197743	A
A2_TE1802130	0.197743	A
A2_TE1805025	25.41	A
A2_TE1805026	24.3224	A
A2_TE1805033	57.9388	A
A2_TE1805036	9.98604	A
A2_TE1805037	5.73455	A
A2_TE1805044	0.692101	A
A2_TE1805045	0.889845	A
A2_TE1805046	1.3842	A
A2_TE1805062	29.3649	A
A2_TE1805063	29.4637	A
A2_TE1805064	29.3649	A
A2_TE1805065	29.3649	A
A2_TE1805066	32.9243	A
A2_TE1805067	32.9243	A
A2_TE1805068	32.9243	A
A2_TE1805099	5.73455	A
A2_TE1805100	7.01989	A
A2_TE1805101	7.01989	A
A2_TE1805102	5.43794	A
A2_TE1805104	20.5653	A
A2_TE1757541	0.296615	A
A2_TE1757542	0.296615	A
A2_TE0886347	0.296615	A
A2_TE1383509	0.790973	A
A2_TE1383510	0.988716	A
A2_TE0717306	3.95487	A
A2_TE0878200	0.197743	A
A2_TE0884415	22.5427	A
A2_TE0891655	0.197743	A
A2_TE0900994	0.692101	A
A2_TE1747769	180.836	A
A2_TE1747779	5.53681	A
A2_TE1751622	47.9527	A
A2_TE1752206	1.48307	A
A2_TE1755272	0.296615	A
A2_TE1755274	0.296615	A
A2_TE1755275	0.296615	A
A2_TE1755303	3.16389	A
A2_TE1757470	0.692101	A
A2_TE1757569	0.296615	A
A2_TE1758522	0.988716	A
A2_TE1758650	6.72327	A
A2_TE1760200	0.296615	A
A2_TE1380750	0.197743	A
A2_TE1380751	0.197743	A
A2_TE1380781	0.296615	A
A2_TE1387993	0.197743	A
A2_TE1387994	0.197743	A
A2_TE1388028	0.197743	A
A2_TE1389426	0.296615	A
A2_TE1389427	0.296615	A
A2_TE1389450	2.57066	A
A2_TE1389518	0.197743	A
A2_TE0719226	0.296615	A
A2_TE0722793	0.59323	A
A2_TE0722794	1.08759	A
A2_TE0725190	0.296615	A
A2_TE0725228	6.92101	A
A2_TE0725229	7.11876	A
A2_TE0556382	6.92101	A
A2_TE0557483	0.494358	A
A2_TE1369027	0.395487	A
A2_TE0736740	0.197743	A
A2_TE0736741	0.197743	A
A2_TE0736742	0.296615	A
A2_TE1394082	0.197743	A
A2_TE1391776	4.64697	A
A2_TE1390632	1.48307	A
A2_TE1390589	0.197743	A
A2_TE0569818	4.44922	A
A2_TE0568563	0.197743	A
A2_TE0568006	7.3165	A
A2_TE0567985	0.494358	A
A2_TE0565686	9.09619	A
A2_TE0565229	19.6755	A
A2_TE0564147	0.197743	A
A2_TE0563604	31.0457	A
A2_TE0563605	4.64697	A
A2_TE0480770	0.197743	A
A2_TE0885544	0.197743	A
A2_TE0885589	0.197743	A
A2_TE0888896	0.494358	A
A2_TE0888907	0.197743	A
A2_TE0889555	0.197743	A
A2_TE0889582	0.197743	A
A2_TE0889583	0.197743	A
A2_TE0890170	293.253	A
A2_TE0892596	0.692101	A
A2_TE0893626	1.28533	A
A2_TE0893652	36.978	A
A2_TE0899039	0.395487	A
A2_TE0900963	0.692101	A
A2_TE0901017	1.08759	A
A2_TE0901049	1.77969	A
A2_TE0902004	8.79958	A
A2_TE0903805	0.197743	A
A2_TE0904468	0.692101	A
A2_TE0905478	0.197743	A
A2_TE0907384	0.395487	A
A2_TE0907405	0.395487	A
A2_TE0907443	0.395487	A
A2_TE0911312	1.58195	A
A2_TE0911335	1.58195	A
A2_TE0911357	1.58195	A
A2_TE0911358	1.58195	A
A2_TE0911374	0.790973	A
A2_TE0911401	0.790973	A
A2_TE0911405	1.48307	A
A2_TE0912007	0.395487	A
A2_TE0912513	16.0172	A
A2_TE1747742	1.77969	A
A2_TE1747743	1.77969	A
A2_TE1747744	4.25148	A
A2_TE1747745	3.65825	A
A2_TE1747746	3.16389	A
A2_TE1747747	3.55938	A
A2_TE1747748	3.16389	A
A2_TE1747749	19.4777	A
A2_TE1747750	12.1612	A
A2_TE1747751	13.2488	A
A2_TE1747752	16.3138	A
A2_TE1747753	9.19506	A
A2_TE1747754	15.7206	A
A2_TE1747755	16.3138	A
A2_TE1747756	8.7007	A
A2_TE1747757	6.32778	A
A2_TE1747758	6.03117	A
A2_TE1747759	6.42666	A
A2_TE1747760	6.52553	A
A2_TE1747761	5.63568	A
A2_TE1747762	5.83343	A
A2_TE1747763	5.73455	A
A2_TE1747764	7.11876	A
A2_TE1747765	20.4664	A
A2_TE1747766	13.4465	A
A2_TE1747767	7.41537	A
A2_TE1747768	76.7244	A
A2_TE1747770	37.8678	A
A2_TE1747771	36.978	A
A2_TE1747772	36.7802	A
A2_TE1747773	32.0344	A
A2_TE1747774	41.5261	A
A2_TE1747775	37.5712	A
A2_TE1747776	41.9216	A
A2_TE1747777	101.739	A
A2_TE1747778	19.5766	A
A2_TE1747780	19.4777	A
A2_TE1749439	0.692101	A
A2_TE1749440	0.692101	A
A2_TE1749441	0.692101	A
A2_TE1749442	0.692101	A
A2_TE1749443	0.692101	A
A2_TE1749444	0.692101	A
A2_TE1749445	41.7238	A
A2_TE1749446	41.7238	A
A2_TE1749447	41.8227	A
A2_TE1749448	42.1193	A
A2_TE1749449	42.6137	A
A2_TE1749463	0.395487	A
A2_TE1749468	21.554	A
A2_TE1749469	21.4551	A
A2_TE1749470	21.4551	A
A2_TE1749471	21.4551	A
A2_TE1749472	21.4551	A
A2_TE1749473	21.8506	A
A2_TE1749474	2.86728	A
A2_TE1749475	2.76841	A
A2_TE1749476	2.76841	A
A2_TE1749477	2.76841	A
A2_TE1749528	10.4804	A
A2_TE1749529	8.0086	A
A2_TE1749530	8.20635	A
A2_TE1749537	20.9608	A
A2_TE1749538	20.9608	A
A2_TE1749539	21.4551	A
A2_TE1749540	21.4551	A
A2_TE1749541	20.763	A
A2_TE1749542	20.8619	A
A2_TE1749565	3.26276	A
A2_TE1749613	1.58195	A
A2_TE1750106	3.26276	A
A2_TE1750194	8.20635	A
A2_TE1750195	8.20635	A
A2_TE1750196	8.0086	A
A2_TE1750197	8.0086	A
A2_TE1750198	12.4578	A
A2_TE1750199	10.5793	A
A2_TE1750200	6.72327	A
A2_TE1750201	6.92101	A
A2_TE1750202	5.63568	A
A2_TE1750203	4.94358	A
A2_TE1750204	3.65825	A
A2_TE1750266	6.13004	A
A2_TE1750282	25.41	A
A2_TE1750308	13.9409	A
A2_TE1750309	12.359	A
A2_TE1750310	22.7405	A
A2_TE1750311	3.95487	A
A2_TE1751539	118.349	A
A2_TE1751540	118.448	A
A2_TE1751541	118.547	A
A2_TE1751542	117.855	A
A2_TE1751543	118.25	A
A2_TE1751544	6.42666	A
A2_TE1751562	2.86728	A
A2_TE1751563	7.90973	A
A2_TE1751564	6.03117	A
A2_TE1751598	6.22891	A
A2_TE1751599	5.9323	A
A2_TE1751600	7.71199	A
A2_TE1751601	9.19506	A
A2_TE1751602	9.19506	A
A2_TE1751603	9.19506	A
A2_TE1751617	60.0151	A
A2_TE1751621	47.6561	A
A2_TE1751623	48.0516	A
A2_TE1751624	47.6561	A
A2_TE1751625	54.5771	A
A2_TE1751626	41.0317	A
A2_TE1751635	0.197743	A
A2_TE1751636	0.197743	A
A2_TE1751664	15.3251	A
A2_TE1751665	15.424	A
A2_TE1751694	0.395487	A
A2_TE1751695	0.395487	A
A2_TE1751696	0.395487	A
A2_TE1751697	0.395487	A
A2_TE1752133	11.6669	A
A2_TE1752174	0.197743	A
A2_TE1752175	0.197743	A
A2_TE1752179	0.197743	A
A2_TE1752201	1.08759	A
A2_TE1752202	1.08759	A
A2_TE1752205	0.395487	A
A2_TE1752207	0.889845	A
A2_TE1752208	0.889845	A
A2_TE1752209	2.57066	A
A2_TE1752210	0.889845	A
A2_TE1752211	0.889845	A
A2_TE1752212	2.57066	A
A2_TE1752213	2.57066	A
A2_TE1752234	2.27405	A
A2_TE1752235	2.27405	A
A2_TE1752236	2.17518	A
A2_TE1752240	7.51424	A
A2_TE1752255	0.692101	A
A2_TE1752474	3.85599	A
A2_TE1752475	55.7636	A
A2_TE1752480	19.9721	A
A2_TE1752599	30.057	A
A2_TE1752618	5.53681	A
A2_TE1752664	52.3031	A
A2_TE1753485	9.88716	A
A2_TE1753486	9.88716	A
A2_TE1753487	9.88716	A
A2_TE1753488	9.88716	A
A2_TE1753489	10.0849	A
A2_TE1753550	7.41537	A
A2_TE1753565	3.55938	A
A2_TE1755157	0.692101	A
A2_TE1755260	49.9302	A
A2_TE1755261	49.9302	A
A2_TE1755262	77.5154	A
A2_TE1755263	0.395487	A
A2_TE1755264	0.395487	A
A2_TE1755265	0.395487	A
A2_TE1755266	0.197743	A
A2_TE1755267	0.197743	A
A2_TE1755268	0.692101	A
A2_TE1755269	0.59323	A
A2_TE1755270	0.296615	A
A2_TE1755271	0.296615	A
A2_TE1755273	0.296615	A
A2_TE1755279	0.59323	A
A2_TE1755280	8.50296	A
A2_TE1755281	8.50296	A
A2_TE1755282	8.79958	A
A2_TE1755283	8.40409	A
A2_TE1756665	17.0059	A
A2_TE1756666	17.3025	A
A2_TE1756667	6.6244	A
A2_TE1756668	22.5427	A
A2_TE1756669	25.6078	A
A2_TE1756670	24.7179	A
A2_TE1756671	15.5228	A
A2_TE1756672	12.7544	A
A2_TE1756759	13.4465	A
A2_TE1756760	14.3364	A
A2_TE1756761	18.0935	A
A2_TE1756762	0.197743	A
A2_TE1756763	0.197743	A
A2_TE1756798	35.6927	A
A2_TE1756799	1.48307	A
A2_TE1756800	1.48307	A
A2_TE1756801	1.48307	A
A2_TE1756802	1.48307	A
A2_TE1756803	1.48307	A
A2_TE1756804	1.48307	A
A2_TE1756805	9.39281	A
A2_TE1757446	0.692101	A
A2_TE1757447	0.692101	A
A2_TE1757448	0.692101	A
A2_TE1757449	0.692101	A
A2_TE1757450	0.692101	A
A2_TE1757451	0.692101	A
A2_TE1757452	0.692101	A
A2_TE1757453	0.692101	A
A2_TE1757454	0.692101	A
A2_TE1757455	0.692101	A
A2_TE1757456	0.692101	A
A2_TE1757457	0.692101	A
A2_TE1757458	0.692101	A
A2_TE1757459	0.692101	A
A2_TE1757460	0.692101	A
A2_TE1757461	0.692101	A
A2_TE1757462	0.692101	A
A2_TE1757463	0.692101	A
A2_TE1757464	0.692101	A
A2_TE1757465	0.692101	A
A2_TE1757466	0.692101	A
A2_TE1757467	0.692101	A
A2_TE1757468	0.692101	A
A2_TE1757469	0.692101	A
A2_TE1757471	0.692101	A
A2_TE1757472	0.692101	A
A2_TE1757473	0.692101	A
A2_TE1757474	0.692101	A
A2_TE1757475	0.692101	A
A2_TE1757476	0.692101	A
A2_TE1757477	0.692101	A
A2_TE1757478	0.692101	A
A2_TE1757479	0.692101	A
A2_TE1757480	0.692101	A
A2_TE1757481	0.692101	A
A2_TE1757482	0.692101	A
A2_TE1757483	0.692101	A
A2_TE1757484	0.692101	A
A2_TE1757485	0.692101	A
A2_TE1757486	0.692101	A
A2_TE1757487	0.692101	A
A2_TE1757488	0.692101	A
A2_TE1757489	0.692101	A
A2_TE1757490	0.692101	A
A2_TE1757491	0.692101	A
A2_TE1757492	0.692101	A
A2_TE1757493	0.692101	A
A2_TE1757494	0.692101	A
A2_TE1757495	0.692101	A
A2_TE1757496	0.692101	A
A2_TE1757497	0.692101	A
A2_TE1757498	0.692101	A
A2_TE1757499	0.692101	A
A2_TE1757500	0.692101	A
A2_TE1757501	0.692101	A
A2_TE1757502	0.692101	A
A2_TE1757503	0.692101	A
A2_TE1757504	0.692101	A
A2_TE1757505	0.692101	A
A2_TE1757506	0.692101	A
A2_TE1757507	0.692101	A
A2_TE1757508	0.692101	A
A2_TE1757509	0.692101	A
A2_TE1757510	0.692101	A
A2_TE1757511	0.692101	A
A2_TE1757512	0.692101	A
A2_TE1757513	0.692101	A
A2_TE1757514	0.692101	A
A2_TE1757515	0.692101	A
A2_TE1757516	0.692101	A
A2_TE1757517	0.692101	A
A2_TE1757518	0.692101	A
A2_TE1757519	0.296615	A
A2_TE1757520	0.296615	A
A2_TE1757521	0.296615	A
A2_TE1757522	0.296615	A
A2_TE1757523	0.296615	A
A2_TE1757524	0.296615	A
A2_TE1757525	0.296615	A
A2_TE1757526	0.296615	A
A2_TE1757527	0.296615	A
A2_TE1757528	0.296615	A
A2_TE1757529	0.296615	A
A2_TE1757530	0.296615	A
A2_TE1757531	0.296615	A
A2_TE1757532	0.296615	A
A2_TE1757533	0.296615	A
A2_TE1757534	0.296615	A
A2_TE1757535	0.296615	A
A2_TE1757536	0.296615	A
A2_TE1757537	0.296615	A
A2_TE1757538	0.296615	A
A2_TE1757539	0.296615	A
A2_TE1757540	0.296615	A
A2_TE1757543	0.296615	A
A2_TE1757544	0.296615	A
A2_TE1757545	0.296615	A
A2_TE1757546	0.296615	A
A2_TE1757547	0.296615	A
A2_TE1757548	0.296615	A
A2_TE1757549	0.296615	A
A2_TE1757550	0.296615	A
A2_TE1757551	0.296615	A
A2_TE1757552	0.296615	A
A2_TE1757553	0.296615	A
A2_TE1757554	0.296615	A
A2_TE1757555	0.296615	A
A2_TE1757556	0.296615	A
A2_TE1757557	0.296615	A
A2_TE1757558	0.296615	A
A2_TE1757559	0.296615	A
A2_TE1757560	0.296615	A
A2_TE1757561	0.296615	A
A2_TE1757562	0.296615	A
A2_TE1757563	0.296615	A
A2_TE1757564	0.296615	A
A2_TE1757565	0.296615	A
A2_TE1757566	0.296615	A
A2_TE1757567	0.296615	A
A2_TE1757568	0.296615	A
A2_TE1757570	0.197743	A
A2_TE1757571	0.197743	A
A2_TE1757572	0.197743	A
A2_TE1757573	0.197743	A
A2_TE1757574	0.197743	A
A2_TE1757575	0.197743	A
A2_TE1757576	0.197743	A
A2_TE1757577	0.197743	A
A2_TE1757578	0.197743	A
A2_TE1757579	0.197743	A
A2_TE1757580	0.197743	A
A2_TE1757581	0.197743	A
A2_TE1757582	0.197743	A
A2_TE1757583	0.197743	A
A2_TE1757584	0.197743	A
A2_TE1757585	0.197743	A
A2_TE1757586	0.197743	A
A2_TE1757587	0.197743	A
A2_TE1757588	0.197743	A
A2_TE1757589	0.197743	A
A2_TE1757590	0.197743	A
A2_TE1757591	0.197743	A
A2_TE1757592	0.197743	A
A2_TE1757593	0.197743	A
A2_TE1757594	0.197743	A
A2_TE1757595	0.197743	A
A2_TE1757596	0.197743	A
A2_TE1757597	0.197743	A
A2_TE1757598	0.197743	A
A2_TE1757599	0.197743	A
A2_TE1757600	0.197743	A
A2_TE1757601	0.197743	A
A2_TE1757602	0.197743	A
A2_TE1757603	0.197743	A
A2_TE1757604	0.197743	A
A2_TE1757605	0.197743	A
A2_TE1757606	0.197743	A
A2_TE1757607	0.197743	A
A2_TE1757608	0.197743	A
A2_TE1757609	0.197743	A
A2_TE1757610	0.197743	A
A2_TE1757611	0.197743	A
A2_TE1757612	0.197743	A
A2_TE1757613	0.197743	A
A2_TE1757614	0.197743	A
A2_TE1757615	0.197743	A
A2_TE1757616	0.197743	A
A2_TE1757617	0.197743	A
A2_TE1757618	10.8759	A
A2_TE1757619	13.9409	A
A2_TE1757620	11.2714	A
A2_TE1757621	25.5089	A
A2_TE1757622	24.7179	A
A2_TE1757623	24.9157	A
A2_TE1757624	25.2123	A
A2_TE1757625	25.41	A
A2_TE1757626	25.2123	A
A2_TE1758523	1.08759	A
A2_TE1758524	1.58195	A
A2_TE1758525	1.18646	A
A2_TE1758526	5.2402	A
A2_TE1758527	3.65825	A
A2_TE1758528	1.48307	A
A2_TE1758529	2.57066	A
A2_TE1758530	2.57066	A
A2_TE1758531	1.97743	A
A2_TE1758532	2.27405	A
A2_TE1758533	2.86728	A
A2_TE1758534	2.37292	A
A2_TE1758535	2.86728	A
A2_TE1758536	2.27405	A
A2_TE1758588	0.692101	A
A2_TE1758589	7.71199	A
A2_TE1758590	4.94358	A
A2_TE1758591	4.64697	A
A2_TE1758592	3.85599	A
A2_TE1758593	3.16389	A
A2_TE1758594	3.75712	A
A2_TE1758595	3.75712	A
A2_TE1758596	3.85599	A
A2_TE1758597	2.17518	A
A2_TE1758629	0.197743	A
A2_TE1758631	0.197743	A
A2_TE1758645	1.28533	A
A2_TE1758646	1.48307	A
A2_TE1758647	1.87856	A
A2_TE1758648	2.0763	A
A2_TE1758649	10.777	A
A2_TE1758651	6.82214	A
A2_TE1758652	5.43794	A
A2_TE1758653	5.14133	A
A2_TE1758654	5.43794	A
A2_TE1758655	5.63568	A
A2_TE1758656	5.04245	A
A2_TE1760039	0.197743	A
A2_TE1760040	0.197743	A
A2_TE1760041	0.197743	A
A2_TE1760042	0.197743	A
A2_TE1760043	0.197743	A
A2_TE1760044	0.197743	A
A2_TE1760045	0.197743	A
A2_TE1760046	0.197743	A
A2_TE1760047	0.197743	A
A2_TE1760048	0.197743	A
A2_TE1760049	0.197743	A
A2_TE1760050	0.197743	A
A2_TE1760051	0.197743	A
A2_TE1760052	0.197743	A
A2_TE1760102	0.494358	A
A2_TE1760103	0.296615	A
A2_TE1760104	0.395487	A
A2_TE1760151	1.87856	A
A2_TE1760177	0.296615	A
A2_TE1760178	0.296615	A
A2_TE1760179	0.296615	A
A2_TE1760180	0.296615	A
A2_TE1760181	0.296615	A
A2_TE1760182	0.296615	A
A2_TE1760183	0.296615	A
A2_TE1760184	0.296615	A
A2_TE1760185	0.296615	A
A2_TE1760186	0.296615	A
A2_TE1760187	0.296615	A
A2_TE1760188	0.296615	A
A2_TE1760189	0.296615	A
A2_TE1760190	0.296615	A
A2_TE1760191	0.296615	A
A2_TE1760192	0.296615	A
A2_TE1760193	0.296615	A
A2_TE1760194	0.296615	A
A2_TE1760195	0.296615	A
A2_TE1760196	0.296615	A
A2_TE1760197	0.296615	A
A2_TE1760198	0.296615	A
A2_TE1760199	0.296615	A
A2_TE1760201	0.296615	A
A2_TE1760202	0.296615	A
A2_TE1380747	0.197743	A
A2_TE1380748	0.197743	A
A2_TE1380749	0.197743	A
A2_TE1380752	0.197743	A
A2_TE1380753	0.197743	A
A2_TE1380754	0.197743	A
A2_TE1380755	0.197743	A
A2_TE1380756	0.197743	A
A2_TE1380757	0.197743	A
A2_TE1380758	0.197743	A
A2_TE1380759	0.197743	A
A2_TE1380760	0.197743	A
A2_TE1380761	0.197743	A
A2_TE1380762	0.197743	A
A2_TE1380763	0.197743	A
A2_TE1380764	0.197743	A
A2_TE1380765	0.197743	A
A2_TE1380766	0.197743	A
A2_TE1380767	0.197743	A
A2_TE1380768	0.197743	A
A2_TE1380769	0.197743	A
A2_TE1380770	0.197743	A
A2_TE1380771	0.296615	A
A2_TE1380772	8.7007	A
A2_TE1380773	0.494358	A
A2_TE1380774	0.494358	A
A2_TE1380775	0.296615	A
A2_TE1380776	0.296615	A
A2_TE1380777	0.296615	A
A2_TE1380778	0.296615	A
A2_TE1380779	0.296615	A
A2_TE1380780	0.296615	A
A2_TE1380782	0.296615	A
A2_TE1380783	0.296615	A
A2_TE1380784	0.296615	A
A2_TE1380785	0.296615	A
A2_TE1380786	0.296615	A
A2_TE1380787	0.296615	A
A2_TE1380788	0.296615	A
A2_TE1380789	0.296615	A
A2_TE1380790	0.296615	A
A2_TE1380791	0.296615	A
A2_TE1380792	0.296615	A
A2_TE1380793	0.296615	A
A2_TE1380794	0.296615	A
A2_TE1380795	0.296615	A
A2_TE1380796	28.9694	A
A2_TE1380797	48.9415	A
A2_TE1380798	17.0059	A
A2_TE1380799	0.296615	A
A2_TE1380800	0.296615	A
A2_TE1380801	0.296615	A
A2_TE1380802	0.296615	A
A2_TE1380803	0.296615	A
A2_TE1380804	0.296615	A
A2_TE1380805	0.296615	A
A2_TE1380806	0.296615	A
A2_TE1380807	0.296615	A
A2_TE1380808	0.296615	A
A2_TE1380809	0.296615	A
A2_TE1380810	0.296615	A
A2_TE1380811	0.296615	A
A2_TE1380812	0.296615	A
A2_TE1380813	0.296615	A
A2_TE1380814	1.28533	A
A2_TE1380815	0.296615	A
A2_TE1380816	0.296615	A
A2_TE1380817	0.296615	A
A2_TE1380818	0.296615	A
