index	RPKM	genome
K2_TE0767596	13.6995	K
K2_TE0768136	0.168092	K
K2_TE0768156	4.53847	K
K2_TE0768157	11.8505	K
K2_TE0768167	4.87466	K
K2_TE0768189	121.698	K
K2_TE0768190	2.85756	K
K2_TE0768191	0.924504	K
K2_TE0769130	4.87466	K
K2_TE0769131	2.18519	K
K2_TE0769137	3.61397	K
K2_TE0769138	4.53847	K
K2_TE0769139	0.336183	K
K2_TE0770456	0.252137	K
K2_TE0770457	0.252137	K
K2_TE0770458	0.252137	K
K2_TE0770459	0.252137	K
K2_TE0770460	0.252137	K
K2_TE0074728	130.775	K
K2_TE0074731	0.252137	K
K2_TE0074733	0.336183	K
K2_TE0074788	3.52992	K
K2_TE0382087	12.775	K
K2_TE0382492	3.69802	K
K2_TE0382493	3.52992	K
K2_TE0382828	0.336183	K
K2_TE0382829	0.336183	K
K2_TE0382830	0.336183	K
K2_TE0382831	0.336183	K
K2_TE0382832	0.336183	K
K2_TE0382833	0.336183	K
K2_TE0382834	0.336183	K
K2_TE0382835	0.336183	K
K2_TE0382838	0.336183	K
K2_TE0382839	0.336183	K
K2_TE0382840	0.336183	K
K2_TE0382841	0.336183	K
K2_TE0382842	0.336183	K
K2_TE0382843	0.336183	K
K2_TE0382844	0.336183	K
K2_TE0382845	0.336183	K
K2_TE0382846	0.336183	K
K2_TE0382847	0.336183	K
K2_TE0382848	0.336183	K
K2_TE0382849	0.336183	K
K2_TE0382851	0.336183	K
K2_TE0382852	0.336183	K
K2_TE0382853	0.336183	K
K2_TE0382854	0.336183	K
K2_TE0382855	0.336183	K
K2_TE0382856	0.336183	K
K2_TE0382857	0.336183	K
K2_TE0382858	0.336183	K
K2_TE0382859	0.336183	K
K2_TE0382860	0.336183	K
K2_TE0382861	0.336183	K
K2_TE0382862	0.336183	K
K2_TE0382863	0.336183	K
K2_TE0382864	0.336183	K
K2_TE0382865	0.336183	K
K2_TE0382866	0.336183	K
K2_TE0382867	0.336183	K
K2_TE0382868	0.336183	K
K2_TE0382869	0.336183	K
K2_TE0382870	0.336183	K
K2_TE0382871	0.336183	K
K2_TE0382873	0.336183	K
K2_TE0382874	0.336183	K
K2_TE0382875	0.336183	K
K2_TE0382876	0.336183	K
K2_TE0382877	0.336183	K
K2_TE0382878	0.336183	K
K2_TE0382879	0.336183	K
K2_TE0382880	0.336183	K
K2_TE0382881	0.336183	K
K2_TE0382882	0.336183	K
K2_TE0382883	0.336183	K
K2_TE0382885	0.336183	K
K2_TE0382886	0.336183	K
K2_TE0382887	0.336183	K
K2_TE0382888	0.336183	K
K2_TE0382889	0.336183	K
K2_TE0382890	0.336183	K
K2_TE0382891	0.336183	K
K2_TE0382892	0.336183	K
K2_TE0382893	0.336183	K
K2_TE0382894	0.336183	K
K2_TE0382895	0.336183	K
K2_TE0382896	0.336183	K
K2_TE0382897	0.336183	K
K2_TE0382898	0.336183	K
K2_TE0382899	0.336183	K
K2_TE0382900	0.420229	K
K2_TE0382901	0.420229	K
K2_TE0383260	0.168092	K
K2_TE0383285	1.17664	K
K2_TE0383286	1.17664	K
K2_TE0383287	1.17664	K
K2_TE0383288	1.17664	K
K2_TE0383289	1.17664	K
K2_TE0383290	1.17664	K
K2_TE0383308	0.252137	K
K2_TE0383309	0.168092	K
K2_TE0383310	0.168092	K
K2_TE0383311	0.168092	K
K2_TE0384142	3.61397	K
K2_TE0384143	3.69802	K
K2_TE0384144	4.11825	K
K2_TE0384145	4.11825	K
K2_TE0384146	4.11825	K
K2_TE0384147	12.9431	K
K2_TE0384148	3.61397	K
K2_TE0384151	5.04275	K
K2_TE0384152	4.20229	K
K2_TE0384153	5.88321	K
K2_TE0385338	12.775	K
K2_TE0385339	12.3547	K
K2_TE0385815	0.840458	K
K2_TE0385816	1.42878	K
K2_TE0385817	2.68947	K
K2_TE0385818	0.504275	K
K2_TE0385819	1.93305	K
K2_TE0385820	0.336183	K
K2_TE0385821	0.924504	K
K2_TE0385842	11.8505	K
K2_TE0385843	10.2536	K
K2_TE0385844	10.1695	K
K2_TE0385845	10.1695	K
K2_TE0385852	0.168092	K
K2_TE0385857	0.168092	K
K2_TE0385861	0.252137	K
K2_TE0385864	0.672367	K
K2_TE0385865	0.252137	K
K2_TE0385866	0.252137	K
K2_TE0385867	0.252137	K
K2_TE0385868	0.252137	K
K2_TE0385869	0.252137	K
K2_TE0385870	0.252137	K
K2_TE0385874	0.252137	K
K2_TE0385875	0.252137	K
K2_TE0385876	0.252137	K
K2_TE0385877	0.252137	K
K2_TE0385878	0.252137	K
K2_TE0385879	0.252137	K
K2_TE0385880	0.252137	K
K2_TE0385881	0.252137	K
K2_TE0385882	2.60542	K
K2_TE0386597	0.168092	K
K2_TE0386615	0.252137	K
K2_TE0386618	1.51282	K
K2_TE0297327	0.756412	K
K2_TE0297326	0.588321	K
K2_TE0297322	0.504275	K
K2_TE0297321	0.168092	K
K2_TE0297320	0.336183	K
K2_TE0047625	0.168092	K
K2_TE0047685	7.39603	K
K2_TE0047686	7.22794	K
K2_TE0047687	3.52992	K
K2_TE0047688	3.52992	K
K2_TE0047689	3.86611	K
K2_TE0047690	3.61397	K
K2_TE0047691	3.61397	K
K2_TE1506613	0.168092	K
K2_TE1506612	0.168092	K
K2_TE1506611	0.168092	K
K2_TE1506610	0.168092	K
K2_TE1506609	0.168092	K
K2_TE1506608	0.168092	K
K2_TE1506607	0.168092	K
K2_TE1506606	1.93305	K
K2_TE1506605	0.420229	K
K2_TE1504406	0.168092	K
K2_TE1504405	0.672367	K
K2_TE1504404	0.672367	K
K2_TE1504403	0.672367	K
K2_TE1504402	2.77351	K
K2_TE1504401	9.83336	K
K2_TE1504375	21.936	K
K2_TE1504374	1.0926	K
K2_TE1504373	0.420229	K
K2_TE1504312	8.23649	K
K2_TE1503723	3.69802	K
K2_TE1503722	3.86611	K
K2_TE1503721	4.37038	K
K2_TE1503720	4.0342	K
K2_TE1503719	4.87466	K
K2_TE1503718	4.11825	K
K2_TE1503717	3.61397	K
K2_TE1503716	3.95015	K
K2_TE1503715	3.69802	K
K2_TE1503714	2.26924	K
K2_TE1503713	2.26924	K
K2_TE1503712	0.168092	K
K2_TE1503710	0.168092	K
K2_TE1503682	0.420229	K
K2_TE1503681	0.336183	K
K2_TE1500624	6.38748	K
K2_TE1499346	5.79916	K
K2_TE1499345	10.0015	K
K2_TE1499344	12.775	K
K2_TE1496518	5.21084	K
K2_TE1496517	5.29489	K
K2_TE1496516	0.168092	K
K2_TE1496515	0.336183	K
K2_TE1496507	0.672367	K
K2_TE1496506	1.00855	K
K2_TE1495723	8.48863	K
K2_TE1495722	6.55557	K
K2_TE1495721	5.96725	K
K2_TE1495720	3.1097	K
K2_TE1088608	0.168092	K
K2_TE1550322	0.168092	K
K2_TE0844010	1.34473	K
K2_TE0844012	0.504275	K
K2_TE0844014	0.168092	K
K2_TE1737396	0.672367	K
K2_TE1737397	0.420229	K
K2_TE1737398	0.420229	K
K2_TE1737399	0.420229	K
K2_TE1738084	1.0926	K
K2_TE1738085	1.76496	K
K2_TE1738086	6.47153	K
K2_TE1738087	5.71512	K
K2_TE1738088	5.63107	K
K2_TE1738089	5.63107	K
K2_TE1738090	5.63107	K
K2_TE1738091	9.74931	K
K2_TE1738092	3.36183	K
K2_TE1738093	3.36183	K
K2_TE1738094	5.63107	K
K2_TE1738095	5.63107	K
K2_TE1053053	6.89176	K
K2_TE1054976	1.59687	K
K2_TE1054977	0.924504	K
K2_TE1054978	3.02565	K
K2_TE1054979	4.70657	K
K2_TE1054980	1.76496	K
K2_TE1054981	2.85756	K
K2_TE1054982	1.59687	K
K2_TE1054983	1.17664	K
K2_TE0990558	0.168092	K
K2_TE0990559	0.168092	K
K2_TE0990560	0.168092	K
K2_TE0990561	0.168092	K
K2_TE0990562	0.168092	K
K2_TE0990563	0.168092	K
K2_TE0990564	0.336183	K
K2_TE0990565	2.85756	K
K2_TE0990566	4.62252	K
K2_TE0990567	8.57267	K
K2_TE0990568	9.83336	K
K2_TE0990569	11.01	K
K2_TE0991704	0.672367	K
K2_TE0991705	1.17664	K
K2_TE0115642	0.168092	K
K2_TE2077502	6.21939	K
K2_TE2078126	0.168092	K
K2_TE2078127	0.168092	K
K2_TE2078128	0.168092	K
K2_TE2078129	0.168092	K
K2_TE2078509	4.20229	K
K2_TE1353719	1.51282	K
K2_TE1353720	0.252137	K
K2_TE1353723	0.168092	K
K2_TE1353724	0.168092	K
K2_TE1353725	0.168092	K
K2_TE1353752	0.168092	K
K2_TE1353774	23.7009	K
K2_TE1353781	0.756412	K
K2_TE1354243	0.168092	K
K2_TE1354294	0.420229	K
K2_TE1354295	0.588321	K
K2_TE1354296	0.336183	K
K2_TE1354324	0.336183	K
K2_TE1354325	0.336183	K
K2_TE1354352	33.1981	K
K2_TE1354922	0.672367	K
K2_TE1354923	0.672367	K
K2_TE1354924	0.672367	K
K2_TE1354925	0.672367	K
K2_TE1354926	0.672367	K
K2_TE1354927	0.756412	K
K2_TE1354928	17.5656	K
K2_TE1354929	2.18519	K
K2_TE1354950	67.4888	K
K2_TE1354951	160.696	K
K2_TE1354952	122.035	K
K2_TE1354953	24.7095	K
K2_TE1354966	0.252137	K
K2_TE1354967	16.3889	K
K2_TE1354968	6.38748	K
K2_TE1354969	7.22794	K
K2_TE1354970	3.61397	K
K2_TE1355512	0.168092	K
K2_TE1355513	0.168092	K
K2_TE1355514	0.168092	K
K2_TE1355515	0.168092	K
K2_TE1355516	0.168092	K
K2_TE1355517	0.168092	K
K2_TE1355518	0.168092	K
K2_TE1355519	0.168092	K
K2_TE1355520	0.168092	K
K2_TE1355521	0.168092	K
K2_TE1355522	0.168092	K
K2_TE1355523	0.168092	K
K2_TE1355524	0.168092	K
K2_TE1355525	0.168092	K
K2_TE1355526	0.168092	K
K2_TE1355527	0.168092	K
K2_TE1355528	0.168092	K
K2_TE1355529	0.168092	K
K2_TE1355530	0.168092	K
K2_TE1355531	0.168092	K
K2_TE1355532	0.168092	K
K2_TE1355533	0.168092	K
K2_TE1355534	0.168092	K
K2_TE1355535	0.168092	K
K2_TE1355536	0.168092	K
K2_TE1355537	0.168092	K
K2_TE1355538	0.168092	K
K2_TE1356105	0.168092	K
K2_TE1356114	4.53847	K
K2_TE1356115	8.23649	K
K2_TE1356116	8.15244	K
K2_TE1356787	0.252137	K
K2_TE1356831	10.5057	K
K2_TE1722957	0.336183	K
K2_TE1722956	8.9929	K
K2_TE1722567	0.420229	K
K2_TE1722566	11.094	K
K2_TE1722565	10.1695	K
K2_TE1722564	11.3462	K
K2_TE1722563	10.0015	K
K2_TE1722561	14.7921	K
K2_TE1722560	10.7579	K
K2_TE1721588	2.77351	K
K2_TE1721587	2.85756	K
K2_TE1721586	7.31199	K
K2_TE1720517	0.420229	K
K2_TE1720516	0.252137	K
K2_TE1720501	0.420229	K
K2_TE1717776	3.69802	K
K2_TE1717170	0.252137	K
K2_TE1717169	0.252137	K
K2_TE1717162	1.34473	K
K2_TE1717161	1.76496	K
K2_TE1716828	3.69802	K
K2_TE1716063	1.76496	K
K2_TE1716062	1.76496	K
K2_TE1716061	1.76496	K
K2_TE1716060	1.76496	K
K2_TE1716059	1.76496	K
K2_TE1716058	2.18519	K
K2_TE1716057	2.10115	K
K2_TE1716056	2.10115	K
K2_TE1716055	2.10115	K
K2_TE1716054	2.10115	K
K2_TE1716053	2.10115	K
K2_TE1716052	2.10115	K
K2_TE1716051	2.10115	K
K2_TE1716050	5.71512	K
K2_TE1716048	5.71512	K
K2_TE1716049	5.71512	K
K2_TE1715427	0.336183	K
K2_TE1715426	8.57267	K
K2_TE1715425	6.55557	K
K2_TE1715076	7.56412	K
K2_TE1714271	20.5912	K
K2_TE1714270	21.0115	K
K2_TE1714269	20.171	K
K2_TE1713606	3.61397	K
K2_TE1713197	7.39603	K
K2_TE1713196	7.39603	K
K2_TE1713195	6.21939	K
K2_TE1713194	6.21939	K
K2_TE1713193	6.21939	K
K2_TE1713192	6.21939	K
K2_TE1713191	6.47153	K
K2_TE1713190	5.96725	K
K2_TE1712030	0.504275	K
K2_TE1712029	0.168092	K
K2_TE1712028	0.168092	K
K2_TE1712026	0.168092	K
K2_TE1712025	0.168092	K
K2_TE1712024	0.168092	K
K2_TE1712023	0.252137	K
K2_TE1712022	0.168092	K
K2_TE1712021	0.168092	K
K2_TE1712020	0.168092	K
K2_TE1712018	0.168092	K
K2_TE1712019	0.168092	K
K2_TE1712017	0.168092	K
K2_TE1712016	0.168092	K
K2_TE1712015	0.168092	K
K2_TE1712014	0.168092	K
K2_TE1712013	0.168092	K
K2_TE1712011	0.168092	K
K2_TE1712012	0.168092	K
K2_TE1712010	0.168092	K
K2_TE1712009	0.168092	K
K2_TE1712008	0.168092	K
K2_TE1712007	0.168092	K
K2_TE1712005	0.168092	K
K2_TE1712004	0.168092	K
K2_TE1712003	0.168092	K
K2_TE1712002	0.168092	K
K2_TE1712001	0.168092	K
K2_TE1712000	0.168092	K
K2_TE1711999	0.168092	K
K2_TE1711998	0.168092	K
K2_TE1711997	0.168092	K
K2_TE1711996	0.168092	K
K2_TE1711995	0.168092	K
K2_TE1711994	0.168092	K
K2_TE1711993	0.168092	K
K2_TE1711992	0.168092	K
K2_TE1711991	0.168092	K
K2_TE1711990	0.168092	K
K2_TE1711989	0.168092	K
K2_TE1711988	0.168092	K
K2_TE1711342	7.98435	K
K2_TE1711341	5.46298	K
K2_TE1711337	0.672367	K
K2_TE1710703	1.34473	K
K2_TE1710698	10.2536	K
K2_TE1710697	7.14389	K
K2_TE1710696	7.98435	K
K2_TE1710695	13.6995	K
K2_TE1710694	19.8348	K
K2_TE1710693	16.1368	K
K2_TE1710692	15.9687	K
K2_TE1710647	26.3063	K
K2_TE1710348	42.275	K
K2_TE1710343	8.15244	K
K2_TE1710342	0.504275	K
K2_TE1710341	1.84901	K
K2_TE1710340	0.756412	K
K2_TE1710339	1.17664	K
K2_TE1710338	0.924504	K
K2_TE1710337	0.420229	K
K2_TE1710336	0.168092	K
K2_TE1710335	0.168092	K
K2_TE1710334	0.252137	K
K2_TE1710333	0.168092	K
K2_TE1710332	0.168092	K
K2_TE1710331	0.336183	K
K2_TE1710330	0.588321	K
K2_TE1710329	0.924504	K
K2_TE1710328	0.756412	K
K2_TE1710327	0.672367	K
K2_TE1710326	0.420229	K
K2_TE1710325	0.504275	K
K2_TE1710324	0.252137	K
K2_TE1710321	0.840458	K
K2_TE1710320	0.336183	K
K2_TE1710248	4.79061	K
K2_TE1710247	4.53847	K
K2_TE1710246	35.3833	K
K2_TE1710245	8.23649	K
K2_TE1710244	7.64817	K
K2_TE1710243	9.07695	K
K2_TE1710242	5.79916	K
K2_TE1709737	0.504275	K
K2_TE1709719	0.252137	K
K2_TE1709278	10.0015	K
K2_TE1709277	10.0015	K
K2_TE1709276	10.0015	K
K2_TE1709275	10.0015	K
K2_TE1709274	10.0015	K
K2_TE1709273	10.926	K
K2_TE1707563	0.168092	K
K2_TE1707532	1.0926	K
K2_TE1707531	1.0926	K
K2_TE1707530	1.0926	K
K2_TE1707529	1.0926	K
K2_TE1707528	1.0926	K
K2_TE1707527	1.34473	K
K2_TE1707525	0.336183	K
K2_TE1707524	0.420229	K
K2_TE1706827	0.420229	K
K2_TE1706826	0.420229	K
K2_TE1706825	0.420229	K
K2_TE1706824	0.420229	K
K2_TE1706823	0.420229	K
K2_TE1706822	0.420229	K
K2_TE1706821	0.420229	K
K2_TE1706820	0.420229	K
K2_TE1706819	0.420229	K
K2_TE1706818	0.420229	K
K2_TE1706817	0.420229	K
K2_TE1706816	0.420229	K
K2_TE1706815	0.420229	K
K2_TE1706814	0.420229	K
K2_TE1706813	0.420229	K
K2_TE1706812	0.420229	K
K2_TE1706811	0.420229	K
K2_TE1706809	0.420229	K
K2_TE1706810	0.420229	K
K2_TE1706808	0.420229	K
K2_TE1706807	0.420229	K
K2_TE1706806	0.420229	K
K2_TE1706804	0.420229	K
K2_TE1706805	0.420229	K
K2_TE1706803	0.420229	K
K2_TE1706801	0.420229	K
K2_TE1706800	0.420229	K
K2_TE1706799	0.420229	K
K2_TE1706797	0.420229	K
K2_TE1706798	0.420229	K
K2_TE1706796	0.420229	K
K2_TE1706795	0.420229	K
K2_TE1706794	0.420229	K
K2_TE1706792	0.420229	K
K2_TE1706793	0.420229	K
K2_TE1706790	0.420229	K
K2_TE1706791	0.420229	K
K2_TE1706788	0.420229	K
K2_TE1706789	0.420229	K
K2_TE1706786	0.420229	K
K2_TE1706785	0.420229	K
K2_TE1706784	0.420229	K
K2_TE1706783	0.420229	K
K2_TE1706782	0.420229	K
K2_TE1706781	0.420229	K
K2_TE1706780	0.420229	K
K2_TE1706779	0.420229	K
K2_TE1706778	0.420229	K
K2_TE1706777	0.420229	K
K2_TE1706776	0.420229	K
K2_TE1706775	0.420229	K
K2_TE1706774	0.420229	K
K2_TE1706773	0.420229	K
K2_TE1706771	0.420229	K
K2_TE1706772	0.420229	K
K2_TE1706770	0.420229	K
K2_TE1706769	0.420229	K
K2_TE1706768	0.420229	K
K2_TE1706766	0.420229	K
K2_TE1706767	0.420229	K
K2_TE1706765	0.420229	K
K2_TE1706763	0.420229	K
K2_TE1706764	0.420229	K
K2_TE1706762	0.420229	K
K2_TE1706761	0.420229	K
K2_TE1706760	0.420229	K
K2_TE1706759	0.420229	K
K2_TE1706758	0.420229	K
K2_TE1706757	0.420229	K
K2_TE1706756	0.420229	K
K2_TE1706755	0.420229	K
K2_TE1706754	0.420229	K
K2_TE1706753	0.420229	K
K2_TE1706752	0.420229	K
K2_TE1706751	0.420229	K
K2_TE1706750	0.420229	K
K2_TE1706749	0.420229	K
K2_TE1706748	0.420229	K
K2_TE1706747	0.420229	K
K2_TE1706746	0.420229	K
K2_TE1706745	0.420229	K
K2_TE1706744	0.420229	K
K2_TE1706743	0.420229	K
K2_TE1706742	0.420229	K
K2_TE1706741	0.420229	K
K2_TE1706739	0.420229	K
K2_TE1706740	0.420229	K
K2_TE1706738	0.420229	K
K2_TE1706737	0.420229	K
K2_TE1706736	0.420229	K
K2_TE1706735	0.420229	K
K2_TE1706734	0.420229	K
K2_TE1706733	8.65672	K
K2_TE1705280	0.168092	K
K2_TE1705279	0.168092	K
K2_TE0690636	19.1624	K
K2_TE0690635	22.7764	K
K2_TE0690634	23.0286	K
K2_TE0690633	22.6083	K
K2_TE0690632	22.9445	K
K2_TE0690631	0.252137	K
K2_TE0690630	0.252137	K
K2_TE0690629	0.252137	K
K2_TE0690628	0.252137	K
K2_TE0690627	0.252137	K
K2_TE0690626	0.252137	K
K2_TE0690625	0.252137	K
K2_TE0690624	0.252137	K
K2_TE0690623	0.252137	K
K2_TE0690621	0.252137	K
K2_TE0690620	0.252137	K
K2_TE0690619	0.252137	K
K2_TE0690618	0.252137	K
K2_TE0690617	0.252137	K
K2_TE0687639	0.168092	K
K2_TE0687600	2.0171	K
K2_TE0687599	2.35328	K
K2_TE0687598	4.62252	K
K2_TE0687597	11.3462	K
K2_TE0687596	8.40458	K
K2_TE0687570	6.38748	K
K2_TE0687569	0.336183	K
K2_TE0687568	3.52992	K
K2_TE0687567	3.78206	K
K2_TE0687566	1.17664	K
K2_TE0687565	0.672367	K
K2_TE0686428	12.9431	K
K2_TE0686427	7.22794	K
K2_TE0686385	1.34473	K
K2_TE0686384	1.34473	K
K2_TE0686380	0.168092	K
K2_TE0686379	0.168092	K
K2_TE0686349	17.0613	K
K2_TE0686348	11.9345	K
K2_TE0686347	13.3633	K
K2_TE0685576	2.43733	K
K2_TE0685575	2.43733	K
K2_TE0685539	8.0684	K
K2_TE0685538	7.81626	K
K2_TE0685537	5.04275	K
K2_TE0685536	6.63962	K
K2_TE0685504	34.1226	K
K2_TE0685503	6.63962	K
K2_TE0685502	9.74931	K
K2_TE0685496	72.7837	K
K2_TE0685495	30.8448	K
K2_TE0685494	30.4246	K
K2_TE0685493	83.2894	K
K2_TE0685492	5.21084	K
K2_TE0944013	9.74931	K
K2_TE0943999	0.336183	K
K2_TE0943919	7.31199	K
K2_TE0943918	5.71512	K
K2_TE0943916	16.3889	K
K2_TE0943914	0.924504	K
K2_TE0943913	7.39603	K
K2_TE0943911	2.9416	K
K2_TE0943910	3.27779	K
K2_TE0943909	3.19374	K
K2_TE0943041	4.45443	K
K2_TE0943040	8.32054	K
K2_TE0943039	5.12679	K
K2_TE0943035	3.1097	K
K2_TE0943033	3.44588	K
K2_TE0943034	3.19374	K
K2_TE0943032	3.69802	K
K2_TE0943031	5.29489	K
K2_TE0943028	6.72367	K
K2_TE0943030	5.79916	K
K2_TE0943029	5.54702	K
K2_TE0943027	12.3547	K
K2_TE0943026	0.168092	K
K2_TE0943025	0.168092	K
K2_TE0943024	0.168092	K
K2_TE0943023	0.168092	K
K2_TE0943021	0.168092	K
K2_TE0943022	0.168092	K
K2_TE0943020	0.168092	K
K2_TE0943019	0.168092	K
K2_TE0943003	2.10115	K
K2_TE0943004	2.10115	K
K2_TE0943002	2.10115	K
K2_TE0943000	2.10115	K
K2_TE0943001	2.10115	K
K2_TE0942999	2.68947	K
K2_TE0942998	2.52137	K
K2_TE0942997	2.52137	K
K2_TE0942996	2.52137	K
K2_TE0942995	3.02565	K
K2_TE0942994	3.02565	K
K2_TE0942993	8.23649	K
K2_TE0942991	0.924504	K
K2_TE0940741	29.7522	K
K2_TE0940740	39.6696	K
K2_TE0940739	28.9118	K
K2_TE0940730	0.504275	K
K2_TE0940720	16.9773	K
K2_TE0940719	0.420229	K
K2_TE0940691	1.93305	K
K2_TE0940690	0.756412	K
K2_TE0940686	0.756412	K
K2_TE0940688	0.756412	K
K2_TE0940685	0.756412	K
K2_TE0940684	0.756412	K
K2_TE0010795	5.46298	K
K2_TE0010796	0.168092	K
K2_TE0010797	0.168092	K
K2_TE0010798	0.168092	K
K2_TE0011194	0.168092	K
K2_TE0011195	0.336183	K
K2_TE0011215	10.926	K
K2_TE0011216	6.89176	K
K2_TE0011217	7.90031	K
K2_TE0011218	15.2963	K
K2_TE0011234	0.588321	K
K2_TE0011235	0.588321	K
K2_TE0011259	0.840458	K
K2_TE0026945	0.168092	K
K2_TE0026944	0.420229	K
K2_TE0026931	2.35328	K
K2_TE0026929	4.70657	K
K2_TE0026928	7.31199	K
K2_TE0026927	50.4275	K
K2_TE0026930	2.52137	K
K2_TE0026926	41.7708	K
K2_TE0026925	33.4502	K
K2_TE0026906	21.0955	K
K2_TE0026905	29.5001	K
K2_TE0026904	7.22794	K
K2_TE0026857	19.4146	K
K2_TE0026856	19.7508	K
K2_TE0026855	18.9103	K
K2_TE0026854	18.6582	K
K2_TE0026803	11.9345	K
K2_TE0298460	0.168092	K
K2_TE0298459	0.168092	K
K2_TE0298458	0.168092	K
K2_TE0298457	0.168092	K
K2_TE0298455	0.168092	K
K2_TE0298456	0.168092	K
K2_TE0298454	0.168092	K
K2_TE0298453	0.168092	K
K2_TE0298452	0.168092	K
K2_TE0298450	0.168092	K
K2_TE0298451	0.168092	K
K2_TE0298448	0.168092	K
K2_TE0298447	0.168092	K
K2_TE0298449	0.168092	K
K2_TE0298446	0.168092	K
K2_TE0298445	0.168092	K
K2_TE0298444	0.168092	K
K2_TE0298442	0.168092	K
K2_TE0298443	0.168092	K
K2_TE0298441	0.168092	K
K2_TE0298440	0.168092	K
K2_TE0298438	0.168092	K
K2_TE0298435	0.168092	K
K2_TE0298437	0.168092	K
K2_TE0298436	0.168092	K
K2_TE0298432	0.168092	K
K2_TE0298434	0.168092	K
K2_TE0298433	0.168092	K
K2_TE0298431	0.168092	K
K2_TE0298430	0.168092	K
K2_TE0298428	0.168092	K
K2_TE0298429	0.168092	K
K2_TE0298427	0.168092	K
K2_TE0298426	0.168092	K
K2_TE0298425	0.168092	K
K2_TE0298424	0.168092	K
K2_TE0298423	0.168092	K
K2_TE0298422	0.168092	K
K2_TE0298421	0.168092	K
K2_TE0298420	0.168092	K
K2_TE0298419	0.168092	K
K2_TE0298418	0.168092	K
K2_TE0298417	0.168092	K
K2_TE0298416	0.168092	K
K2_TE0298415	0.168092	K
K2_TE0298414	0.168092	K
K2_TE0298413	0.168092	K
K2_TE0298412	0.168092	K
K2_TE0298411	0.168092	K
K2_TE0298410	0.168092	K
K2_TE0298409	0.168092	K
K2_TE0298408	0.168092	K
K2_TE0298407	0.168092	K
K2_TE0298406	0.168092	K
K2_TE0298405	0.168092	K
K2_TE0298404	0.168092	K
K2_TE0298403	0.168092	K
K2_TE0298402	0.168092	K
K2_TE0077401	0.252137	K
K2_TE0077400	0.252137	K
K2_TE0077399	0.252137	K
K2_TE0077398	0.168092	K
K2_TE0077397	0.168092	K
K2_TE0077396	0.168092	K
K2_TE0077394	0.168092	K
K2_TE0077393	0.168092	K
K2_TE0077395	0.168092	K
K2_TE0077392	0.168092	K
K2_TE0077391	0.168092	K
K2_TE0077390	0.168092	K
K2_TE0077389	0.168092	K
K2_TE0077388	0.168092	K
K2_TE0077387	0.168092	K
K2_TE0077386	0.168092	K
K2_TE0077385	0.168092	K
K2_TE0077384	0.168092	K
K2_TE0077383	0.168092	K
K2_TE0077382	0.168092	K
K2_TE0077381	0.168092	K
K2_TE0077380	0.168092	K
K2_TE0077379	0.168092	K
K2_TE0077378	0.168092	K
K2_TE0077377	0.168092	K
K2_TE0077376	0.168092	K
K2_TE0077375	0.168092	K
K2_TE0077374	0.168092	K
K2_TE0077373	0.168092	K
K2_TE0077372	0.168092	K
K2_TE0077371	0.168092	K
K2_TE0077370	0.168092	K
K2_TE0077369	0.168092	K
K2_TE0077368	0.168092	K
K2_TE0077367	0.168092	K
K2_TE0077366	0.168092	K
K2_TE0077365	0.168092	K
K2_TE0077364	0.168092	K
K2_TE0077363	0.168092	K
K2_TE0077362	0.168092	K
K2_TE0077361	0.168092	K
K2_TE0077360	0.168092	K
K2_TE0077359	0.840458	K
K2_TE0077358	0.252137	K
K2_TE0077357	0.168092	K
K2_TE0077356	0.168092	K
K2_TE0077355	0.168092	K
K2_TE0077352	0.168092	K
K2_TE0077351	0.168092	K
K2_TE0077350	0.168092	K
K2_TE0077349	0.168092	K
K2_TE0077348	0.168092	K
K2_TE0077347	0.168092	K
K2_TE0077346	0.168092	K
K2_TE0077345	0.168092	K
K2_TE0077344	0.168092	K
K2_TE0077341	0.168092	K
K2_TE0077343	0.168092	K
K2_TE0077342	0.168092	K
K2_TE0077340	0.168092	K
K2_TE0077338	0.168092	K
K2_TE0077339	0.168092	K
K2_TE0077337	0.168092	K
K2_TE0077336	0.168092	K
K2_TE0077335	0.168092	K
K2_TE0077334	0.168092	K
K2_TE0077333	0.168092	K
K2_TE0077332	0.168092	K
K2_TE0077331	0.168092	K
K2_TE0077328	0.168092	K
K2_TE0077330	0.168092	K
K2_TE0077327	0.168092	K
K2_TE0077326	0.168092	K
K2_TE0077325	0.168092	K
K2_TE0077324	0.168092	K
K2_TE0077323	0.168092	K
K2_TE0077322	0.168092	K
K2_TE0077321	0.168092	K
K2_TE0077320	0.168092	K
K2_TE0077319	0.168092	K
K2_TE0077318	0.168092	K
K2_TE0077317	0.168092	K
K2_TE0077316	0.168092	K
K2_TE0077315	0.168092	K
K2_TE0077314	0.168092	K
K2_TE0077313	0.168092	K
K2_TE0077312	0.168092	K
K2_TE0077311	0.168092	K
K2_TE0077310	0.168092	K
K2_TE0077307	0.840458	K
K2_TE0077285	7.90031	K
K2_TE0077284	1.84901	K
K2_TE0077283	1.76496	K
K2_TE0077282	1.76496	K
K2_TE0077281	1.42878	K
K2_TE0034319	7.64817	K
K2_TE0034318	6.13534	K
K2_TE0034317	6.13534	K
K2_TE0034316	5.96725	K
K2_TE0034315	5.88321	K
K2_TE0034314	5.88321	K
K2_TE0034313	5.88321	K
K2_TE0034312	12.1866	K
