index	RPKM	type	genome
K2_TE1607630	0.252137	conserved	K
K2_TE1607633	0.252137	conserved	K
K2_TE1607634	0.252137	conserved	K
K2_TE1607635	0.252137	conserved	K
K2_TE1607636	0.840458	conserved	K
K2_TE0041434	2.0171	conserved	K
K2_TE0041435	0.168092	conserved	K
K2_TE0041436	1.76496	conserved	K
K2_TE0041437	1.93305	conserved	K
K2_TE0041438	0.336183	conserved	K
K2_TE0041439	2.52137	conserved	K
K2_TE0041440	3.78206	conserved	K
K2_TE0041441	0.336183	conserved	K
K2_TE0041442	1.34473	conserved	K
K2_TE0041443	1.51282	conserved	K
K2_TE0041444	1.26069	conserved	K
K2_TE1346072	5.37893	conserved	K
K2_TE2164122	0.840458	conserved	K
K2_TE2164121	1.51282	conserved	K
K2_TE2164120	1.68092	conserved	K
K2_TE1964991	0.420229	conserved	K
K2_TE1964998	0.504275	conserved	K
K2_TE1967952	0.336183	conserved	K
K2_TE1967953	0.336183	conserved	K
K2_TE1967954	0.336183	conserved	K
K2_TE1967956	0.336183	conserved	K
K2_TE1967957	0.336183	conserved	K
K2_TE1967958	0.336183	conserved	K
K2_TE1967959	0.336183	conserved	K
K2_TE1967960	0.336183	conserved	K
K2_TE1967961	0.336183	conserved	K
K2_TE1967962	0.336183	conserved	K
K2_TE1967963	0.336183	conserved	K
K2_TE1967965	0.252137	conserved	K
K2_TE1967966	0.252137	conserved	K
K2_TE1967967	0.420229	conserved	K
K2_TE1967968	0.252137	conserved	K
K2_TE1967969	0.252137	conserved	K
K2_TE1967970	0.252137	conserved	K
K2_TE1967971	0.252137	conserved	K
K2_TE1967972	0.252137	conserved	K
K2_TE1967974	0.252137	conserved	K
K2_TE1967975	0.252137	conserved	K
K2_TE1967976	0.252137	conserved	K
K2_TE1967977	0.252137	conserved	K
K2_TE1967978	0.252137	conserved	K
K2_TE1967979	0.252137	conserved	K
K2_TE1967980	0.252137	conserved	K
K2_TE1967981	0.252137	conserved	K
K2_TE1967982	0.252137	conserved	K
K2_TE1967983	0.168092	conserved	K
K2_TE1967984	19.1624	conserved	K
K2_TE1967985	7.39603	conserved	K
K2_TE1967986	0.252137	conserved	K
K2_TE1967987	10.6738	conserved	K
K2_TE1976884	7.64817	conserved	K
K2_TE1976885	7.64817	conserved	K
K2_TE1976886	7.64817	conserved	K
K2_TE1976887	9.32909	conserved	K
K2_TE1976888	9.32909	conserved	K
K2_TE1976889	9.24504	conserved	K
K2_TE1976890	10.5898	conserved	K
K2_TE1976891	10.5898	conserved	K
K2_TE1976892	6.30344	conserved	K
K2_TE1976893	4.79061	conserved	K
K2_TE1976894	4.45443	conserved	K
K2_TE1976895	5.63107	conserved	K
K2_TE1976896	5.63107	conserved	K
K2_TE1976897	4.70657	conserved	K
K2_TE1976898	4.70657	conserved	K
K2_TE1976899	5.54702	conserved	K
K2_TE1976901	4.70657	conserved	K
K2_TE1976902	4.70657	conserved	K
K2_TE1976903	4.70657	conserved	K
K2_TE1976924	1.68092	conserved	K
K2_TE1976925	6.9758	conserved	K
K2_TE1976926	7.31199	conserved	K
K2_TE0376687	0.252137	conserved	K
K2_TE0376723	0.672367	conserved	K
K2_TE0376725	0.336183	conserved	K
K2_TE0376726	0.756412	conserved	K
K2_TE0376749	20.9274	conserved	K
K2_TE0377406	0.168092	conserved	K
K2_TE0377407	1.00855	conserved	K
K2_TE0377409	1.26069	conserved	K
K2_TE0377410	1.17664	conserved	K
K2_TE0377411	1.00855	conserved	K
K2_TE0377412	1.76496	conserved	K
K2_TE0377420	0.252137	conserved	K
K2_TE0377435	0.168092	conserved	K
K2_TE0377439	12.775	conserved	K
K2_TE0377440	4.11825	conserved	K
K2_TE0377441	11.1781	conserved	K
K2_TE0377442	1.51282	conserved	K
K2_TE0377443	1.26069	conserved	K
K2_TE0377444	1.26069	conserved	K
K2_TE0377445	1.26069	conserved	K
K2_TE0377446	8.82481	conserved	K
K2_TE0377447	0.672367	conserved	K
K2_TE0377448	0.672367	conserved	K
K2_TE0377449	0.672367	conserved	K
K2_TE0377450	0.672367	conserved	K
K2_TE0377451	0.672367	conserved	K
K2_TE0377452	0.672367	conserved	K
K2_TE0377453	0.672367	conserved	K
K2_TE0377454	0.672367	conserved	K
K2_TE0377455	0.672367	conserved	K
K2_TE0377456	1.17664	conserved	K
K2_TE0377457	1.17664	conserved	K
K2_TE0377458	0.420229	conserved	K
K2_TE0377459	0.168092	conserved	K
K2_TE0377460	0.168092	conserved	K
K2_TE0377461	0.168092	conserved	K
K2_TE0377462	0.168092	conserved	K
K2_TE0377463	0.168092	conserved	K
K2_TE0164765	9.07695	conserved	K
K2_TE0164764	7.90031	conserved	K
K2_TE0164732	0.252137	conserved	K
K2_TE0164731	6.72367	conserved	K
K2_TE0164730	5.54702	conserved	K
K2_TE0164729	6.55557	conserved	K
K2_TE0164728	24.3733	conserved	K
K2_TE0164727	6.47153	conserved	K
K2_TE0164726	9.49718	conserved	K
K2_TE0164725	9.24504	conserved	K
K2_TE0164724	6.30344	conserved	K
K2_TE0164722	6.89176	conserved	K
K2_TE0164721	7.22794	conserved	K
K2_TE2059367	6.55557	conserved	K
K2_TE2059368	18.7422	conserved	K
K2_TE2059369	18.7422	conserved	K
K2_TE2059370	13.5314	conserved	K
K2_TE2059390	0.588321	conserved	K
K2_TE2059391	0.588321	conserved	K
K2_TE2059392	0.588321	conserved	K
K2_TE2059393	0.588321	conserved	K
K2_TE2059394	0.588321	conserved	K
K2_TE1822246	6.30344	conserved	K
K2_TE1822247	6.30344	conserved	K
K2_TE1822276	1.34473	conserved	K
K2_TE1822277	1.51282	conserved	K
K2_TE1822278	1.51282	conserved	K
K2_TE1822279	1.42878	conserved	K
K2_TE1822363	1.0926	conserved	K
K2_TE1822364	0.840458	conserved	K
K2_TE1822365	6.21939	conserved	K
K2_TE1822366	6.63962	conserved	K
K2_TE1822372	62.5301	conserved	K
K2_TE1822373	20.8434	conserved	K
K2_TE1822374	20.8434	conserved	K
K2_TE1822375	20.8434	conserved	K
K2_TE1822393	2.18519	conserved	K
K2_TE1822394	2.18519	conserved	K
K2_TE1379597	19.7508	conserved	K
K2_TE1379599	9.16099	conserved	K
K2_TE1379600	2.85756	conserved	K
K2_TE1379629	1.26069	conserved	K
K2_TE1379630	5.37893	conserved	K
K2_TE1379631	1.34473	conserved	K
K2_TE1379672	7.73222	conserved	K
K2_TE1379673	11.2621	conserved	K
K2_TE1379674	10.0855	conserved	K
K2_TE1381191	4.79061	conserved	K
K2_TE1381199	0.504275	conserved	K
K2_TE1381200	0.168092	conserved	K
K2_TE1381201	0.168092	conserved	K
K2_TE1381202	0.168092	conserved	K
K2_TE1381203	0.168092	conserved	K
K2_TE1381204	0.168092	conserved	K
K2_TE1381205	0.168092	conserved	K
K2_TE1381206	0.168092	conserved	K
K2_TE1381207	0.168092	conserved	K
K2_TE1381208	0.168092	conserved	K
K2_TE1381209	0.168092	conserved	K
K2_TE1381210	0.168092	conserved	K
K2_TE1381211	0.168092	conserved	K
K2_TE1381212	0.168092	conserved	K
K2_TE1381213	0.252137	conserved	K
K2_TE1381214	0.504275	conserved	K
K2_TE1381215	0.672367	conserved	K
K2_TE1381216	0.588321	conserved	K
K2_TE1381217	0.168092	conserved	K
K2_TE1381218	0.168092	conserved	K
K2_TE1381219	0.168092	conserved	K
K2_TE1381220	0.168092	conserved	K
K2_TE1381221	0.168092	conserved	K
K2_TE1381222	9.74931	conserved	K
K2_TE1381223	9.74931	conserved	K
K2_TE1381224	9.83336	conserved	K
K2_TE1381225	0.168092	conserved	K
K2_TE1381226	0.168092	conserved	K
K2_TE1381227	0.168092	conserved	K
K2_TE1381228	0.168092	conserved	K
K2_TE1381229	0.168092	conserved	K
K2_TE1381230	0.168092	conserved	K
K2_TE1381231	0.168092	conserved	K
K2_TE1381232	0.168092	conserved	K
K2_TE1381233	0.168092	conserved	K
K2_TE1381234	0.168092	conserved	K
K2_TE1381235	0.168092	conserved	K
K2_TE1381236	0.168092	conserved	K
K2_TE1381237	0.168092	conserved	K
K2_TE1381238	0.168092	conserved	K
K2_TE1381239	0.168092	conserved	K
K2_TE1381240	0.168092	conserved	K
K2_TE1381241	0.168092	conserved	K
K2_TE1381242	0.168092	conserved	K
K2_TE1381243	0.168092	conserved	K
K2_TE1381244	0.168092	conserved	K
K2_TE1381245	0.168092	conserved	K
K2_TE1381246	0.168092	conserved	K
K2_TE1381247	0.168092	conserved	K
K2_TE1381248	0.168092	conserved	K
K2_TE1381268	0.168092	conserved	K
K2_TE1381315	0.168092	conserved	K
K2_TE1381316	0.168092	conserved	K
K2_TE0201378	0.168092	conserved	K
K2_TE0201379	0.168092	conserved	K
K2_TE0201380	0.168092	conserved	K
K2_TE0201381	0.168092	conserved	K
K2_TE0201382	0.168092	conserved	K
K2_TE0201383	0.168092	conserved	K
K2_TE0201384	0.168092	conserved	K
K2_TE0201385	0.168092	conserved	K
K2_TE0201386	0.168092	conserved	K
K2_TE0201387	0.168092	conserved	K
K2_TE0201388	0.168092	conserved	K
K2_TE0201389	0.168092	conserved	K
K2_TE0201390	0.168092	conserved	K
K2_TE0201391	0.168092	conserved	K
K2_TE0201392	0.168092	conserved	K
K2_TE0201393	0.168092	conserved	K
K2_TE0201394	0.168092	conserved	K
K2_TE0201395	0.168092	conserved	K
K2_TE0201396	0.168092	conserved	K
K2_TE0201397	2.10115	conserved	K
K2_TE0201398	0.336183	conserved	K
K2_TE0201399	0.420229	conserved	K
K2_TE0201400	0.588321	conserved	K
K2_TE0201401	0.168092	conserved	K
K2_TE0201402	0.168092	conserved	K
K2_TE0201403	0.168092	conserved	K
K2_TE1303524	54.0415	conserved	K
K2_TE1303525	22.1041	conserved	K
K2_TE1303526	22.02	conserved	K
K2_TE1303527	31.9374	conserved	K
K2_TE1303528	31.9374	conserved	K
K2_TE1303529	31.9374	conserved	K
K2_TE1303530	31.9374	conserved	K
K2_TE1303531	31.181	conserved	K
K2_TE1303532	31.181	conserved	K
K2_TE1303533	37.2323	conserved	K
K2_TE1303534	27.8192	conserved	K
K2_TE1303535	0.168092	conserved	K
K2_TE1303546	7.31199	conserved	K
K2_TE1303547	2.68947	conserved	K
K2_TE1303548	1.84901	conserved	K
K2_TE1303549	1.93305	conserved	K
K2_TE1303550	3.52992	conserved	K
K2_TE1303555	0.168092	conserved	K
K2_TE1303556	0.168092	conserved	K
K2_TE1303557	0.588321	conserved	K
K2_TE1303577	47.8221	conserved	K
K2_TE1303578	47.8221	conserved	K
K2_TE1303579	35.3833	conserved	K
K2_TE1303580	35.3833	conserved	K
K2_TE1303581	35.3833	conserved	K
K2_TE1303582	35.3833	conserved	K
K2_TE0869446	9.41313	conserved	K
K2_TE1591467	0.168092	conserved	K
K2_TE0585124	0.840458	conserved	K
K2_TE0585123	0.840458	conserved	K
K2_TE0881327	0.252137	conserved	K
K2_TE0881326	0.504275	conserved	K
K2_TE0881286	0.252137	conserved	K
K2_TE0881287	0.252137	conserved	K
K2_TE0881267	0.252137	conserved	K
K2_TE0881266	0.252137	conserved	K
K2_TE1093276	1.0926	conserved	K
K2_TE1093275	1.0926	conserved	K
K2_TE1819109	0.168092	conserved	K
K2_TE1818378	0.168092	conserved	K
K2_TE1818291	1.76496	conserved	K
K2_TE1818290	0.168092	conserved	K
K2_TE0868105	2.26924	conserved	K
K2_TE0869486	19.7508	conserved	K
K2_TE2197186	1.68092	conserved	K
K2_TE2197185	1.17664	conserved	K
K2_TE0917485	6.21939	conserved	K
K2_TE0723452	4.11825	conserved	K
K2_TE0585128	0.840458	conserved	K
K2_TE0585129	0.840458	conserved	K
K2_TE0585127	0.840458	conserved	K
K2_TE0585126	0.840458	conserved	K
K2_TE0585125	0.840458	conserved	K
K2_TE0585122	0.840458	conserved	K
K2_TE0585121	0.840458	conserved	K
K2_TE0585120	0.840458	conserved	K
K2_TE0585119	0.840458	conserved	K
K2_TE0585118	0.840458	conserved	K
K2_TE0585117	0.840458	conserved	K
K2_TE0585116	0.840458	conserved	K
K2_TE0585115	0.840458	conserved	K
K2_TE0585114	0.840458	conserved	K
K2_TE0585113	0.840458	conserved	K
K2_TE0585112	0.840458	conserved	K
K2_TE0585111	0.840458	conserved	K
K2_TE0585110	0.840458	conserved	K
K2_TE0585109	0.840458	conserved	K
K2_TE0585108	0.840458	conserved	K
K2_TE0585107	0.840458	conserved	K
K2_TE0585106	0.840458	conserved	K
K2_TE0585105	0.840458	conserved	K
K2_TE0585104	0.840458	conserved	K
K2_TE0585103	0.840458	conserved	K
K2_TE0585101	0.840458	conserved	K
K2_TE0585102	0.840458	conserved	K
K2_TE0585100	0.840458	conserved	K
K2_TE0585099	0.840458	conserved	K
K2_TE0585098	0.840458	conserved	K
K2_TE0585097	0.840458	conserved	K
K2_TE0585095	0.840458	conserved	K
K2_TE0585096	0.840458	conserved	K
K2_TE0585094	0.840458	conserved	K
K2_TE0585093	0.840458	conserved	K
K2_TE0585092	0.840458	conserved	K
K2_TE0585089	13.6995	conserved	K
K2_TE0585091	3.52992	conserved	K
K2_TE0585090	5.04275	conserved	K
K2_TE0585088	9.07695	conserved	K
K2_TE0585087	1.84901	conserved	K
K2_TE0585086	0.924504	conserved	K
K2_TE0585085	0.840458	conserved	K
K2_TE0585084	0.840458	conserved	K
K2_TE0585083	0.840458	conserved	K
K2_TE0585082	0.840458	conserved	K
K2_TE0585081	0.840458	conserved	K
K2_TE0585080	0.840458	conserved	K
K2_TE0585079	0.840458	conserved	K
K2_TE0585078	0.840458	conserved	K
K2_TE0585077	0.840458	conserved	K
K2_TE0585076	0.840458	conserved	K
K2_TE0585075	0.840458	conserved	K
K2_TE0585074	0.840458	conserved	K
K2_TE0585073	0.840458	conserved	K
K2_TE0585072	0.840458	conserved	K
K2_TE0585071	0.840458	conserved	K
K2_TE0585070	0.840458	conserved	K
K2_TE0585069	0.840458	conserved	K
K2_TE0585068	0.840458	conserved	K
K2_TE0585067	0.840458	conserved	K
K2_TE0585066	0.840458	conserved	K
K2_TE0585065	0.840458	conserved	K
K2_TE0585064	0.840458	conserved	K
K2_TE0585063	0.840458	conserved	K
K2_TE0585062	20.7593	conserved	K
K2_TE0585061	0.840458	conserved	K
K2_TE0585060	0.840458	conserved	K
K2_TE0585059	0.840458	conserved	K
K2_TE0585058	0.840458	conserved	K
K2_TE0585057	0.840458	conserved	K
K2_TE0585056	0.840458	conserved	K
K2_TE0585055	0.840458	conserved	K
K2_TE0585054	0.840458	conserved	K
K2_TE0585053	0.840458	conserved	K
K2_TE0585052	0.840458	conserved	K
K2_TE0585051	0.840458	conserved	K
K2_TE0585049	0.840458	conserved	K
K2_TE0585050	0.840458	conserved	K
K2_TE0585048	0.840458	conserved	K
K2_TE0585046	0.840458	conserved	K
K2_TE0585047	0.840458	conserved	K
K2_TE0585045	0.840458	conserved	K
K2_TE0585044	0.840458	conserved	K
K2_TE0881354	0.168092	conserved	K
K2_TE0881353	0.168092	conserved	K
K2_TE0881352	0.168092	conserved	K
K2_TE0881345	10.8419	conserved	K
K2_TE0881344	11.01	conserved	K
K2_TE0881342	11.4302	conserved	K
K2_TE0881343	10.6738	conserved	K
K2_TE0881340	10.5898	conserved	K
K2_TE0881341	10.5898	conserved	K
K2_TE0881338	10.4217	conserved	K
K2_TE0881339	10.2536	conserved	K
K2_TE0881337	10.7579	conserved	K
K2_TE0881336	10.7579	conserved	K
K2_TE0881334	10.926	conserved	K
K2_TE0881335	10.6738	conserved	K
K2_TE0881333	10.7579	conserved	K
K2_TE0881332	0.252137	conserved	K
K2_TE0881331	0.420229	conserved	K
K2_TE0881330	0.420229	conserved	K
K2_TE0881329	0.420229	conserved	K
K2_TE0881328	0.252137	conserved	K
K2_TE0881325	0.252137	conserved	K
K2_TE0881324	0.252137	conserved	K
K2_TE0881323	0.252137	conserved	K
K2_TE0881322	0.252137	conserved	K
K2_TE0881321	0.252137	conserved	K
K2_TE0881320	0.252137	conserved	K
K2_TE0881319	1.93305	conserved	K
K2_TE0881318	3.19374	conserved	K
K2_TE0881317	3.19374	conserved	K
K2_TE0881315	7.90031	conserved	K
K2_TE0881316	2.18519	conserved	K
K2_TE0881313	2.77351	conserved	K
K2_TE0881314	1.26069	conserved	K
K2_TE0881312	2.77351	conserved	K
K2_TE0881311	3.02565	conserved	K
K2_TE0881309	1.84901	conserved	K
K2_TE0881310	1.17664	conserved	K
K2_TE0881308	0.252137	conserved	K
K2_TE0881307	0.252137	conserved	K
K2_TE0881305	0.252137	conserved	K
K2_TE0881306	0.252137	conserved	K
K2_TE0881304	0.252137	conserved	K
K2_TE0881303	0.252137	conserved	K
K2_TE0881302	0.252137	conserved	K
K2_TE0881301	0.252137	conserved	K
K2_TE0881300	0.252137	conserved	K
K2_TE0881299	0.252137	conserved	K
K2_TE0881298	0.252137	conserved	K
K2_TE0881297	0.252137	conserved	K
K2_TE0881295	0.252137	conserved	K
K2_TE0881296	0.252137	conserved	K
K2_TE0881294	0.252137	conserved	K
K2_TE0881293	0.252137	conserved	K
K2_TE0881292	0.252137	conserved	K
K2_TE0881291	0.252137	conserved	K
K2_TE0881290	0.252137	conserved	K
K2_TE0881289	0.252137	conserved	K
K2_TE0881288	0.252137	conserved	K
K2_TE0881285	0.252137	conserved	K
K2_TE0881284	0.252137	conserved	K
K2_TE0881283	0.252137	conserved	K
K2_TE0881281	0.252137	conserved	K
K2_TE0881282	0.252137	conserved	K
K2_TE0881278	0.252137	conserved	K
K2_TE0881280	0.252137	conserved	K
K2_TE0881279	0.252137	conserved	K
K2_TE0881277	0.252137	conserved	K
K2_TE0881276	0.252137	conserved	K
K2_TE0881275	0.252137	conserved	K
K2_TE0881274	0.252137	conserved	K
K2_TE0881273	0.252137	conserved	K
K2_TE0881272	0.252137	conserved	K
K2_TE0881271	0.252137	conserved	K
K2_TE0881270	0.252137	conserved	K
K2_TE0881269	0.252137	conserved	K
K2_TE0881268	0.252137	conserved	K
K2_TE0881265	0.252137	conserved	K
K2_TE0881264	0.252137	conserved	K
K2_TE0881263	0.252137	conserved	K
K2_TE0881262	0.252137	conserved	K
K2_TE0881261	0.252137	conserved	K
K2_TE0881260	0.252137	conserved	K
K2_TE0881258	0.252137	conserved	K
K2_TE0881259	0.252137	conserved	K
K2_TE0881257	0.252137	conserved	K
K2_TE0881256	0.252137	conserved	K
K2_TE0881255	38.577	conserved	K
K2_TE0881254	38.577	conserved	K
K2_TE0881253	38.577	conserved	K
K2_TE0881252	38.577	conserved	K
K2_TE0881251	38.577	conserved	K
K2_TE0881250	38.577	conserved	K
K2_TE0881249	38.577	conserved	K
K2_TE0881248	34.1226	conserved	K
K2_TE0881247	33.7024	conserved	K
K2_TE0881246	0.252137	conserved	K
K2_TE0881232	0.756412	conserved	K
K2_TE0881231	0.336183	conserved	K
K2_TE0881230	11.4302	conserved	K
K2_TE0881229	10.926	conserved	K
K2_TE0881228	11.4302	conserved	K
K2_TE1093284	1.0926	conserved	K
K2_TE1093283	1.0926	conserved	K
K2_TE1093282	1.0926	conserved	K
K2_TE1093281	1.0926	conserved	K
K2_TE1093280	1.0926	conserved	K
K2_TE1093279	1.0926	conserved	K
K2_TE1093278	1.0926	conserved	K
K2_TE1093277	1.0926	conserved	K
K2_TE1093274	1.0926	conserved	K
K2_TE1093234	0.168092	conserved	K
K2_TE1093226	3.86611	conserved	K
K2_TE1093225	3.78206	conserved	K
K2_TE1093224	3.78206	conserved	K
K2_TE1093223	3.78206	conserved	K
K2_TE1093151	1.17664	conserved	K
K2_TE1093150	1.76496	conserved	K
K2_TE1093149	2.9416	conserved	K
K2_TE0891930	22.6924	conserved	K
K2_TE1819839	18.0699	conserved	K
K2_TE1819831	1.00855	conserved	K
K2_TE1819830	2.68947	conserved	K
K2_TE1819140	19.8348	conserved	K
K2_TE1819139	0.672367	conserved	K
K2_TE1819138	0.672367	conserved	K
K2_TE1819137	0.672367	conserved	K
K2_TE1819136	0.672367	conserved	K
K2_TE1819135	0.672367	conserved	K
K2_TE1819134	0.672367	conserved	K
K2_TE1819132	0.672367	conserved	K
K2_TE1819133	0.672367	conserved	K
K2_TE1819131	0.672367	conserved	K
K2_TE1819130	0.672367	conserved	K
K2_TE1819129	0.672367	conserved	K
K2_TE1819128	0.672367	conserved	K
K2_TE1819122	0.168092	conserved	K
K2_TE1819121	0.168092	conserved	K
K2_TE1819120	0.168092	conserved	K
K2_TE1819119	0.168092	conserved	K
K2_TE1819118	0.168092	conserved	K
K2_TE1819117	0.168092	conserved	K
K2_TE1819116	0.168092	conserved	K
K2_TE1819115	0.168092	conserved	K
K2_TE1819114	0.168092	conserved	K
K2_TE1819113	0.168092	conserved	K
K2_TE1819112	0.168092	conserved	K
K2_TE1819110	0.168092	conserved	K
K2_TE1819111	0.168092	conserved	K
K2_TE1819108	0.168092	conserved	K
K2_TE1819107	0.168092	conserved	K
K2_TE1819106	0.168092	conserved	K
K2_TE1819096	10.6738	conserved	K
K2_TE1819094	10.8419	conserved	K
K2_TE1819095	10.6738	conserved	K
K2_TE1819092	47.4018	conserved	K
K2_TE1819090	49.3349	conserved	K
K2_TE1818393	0.168092	conserved	K
K2_TE1818392	0.168092	conserved	K
K2_TE1818391	0.168092	conserved	K
K2_TE1818390	0.168092	conserved	K
K2_TE1818389	0.168092	conserved	K
K2_TE1818388	0.168092	conserved	K
K2_TE1818387	0.168092	conserved	K
K2_TE1818386	0.168092	conserved	K
K2_TE1818385	0.168092	conserved	K
K2_TE1818384	0.168092	conserved	K
K2_TE1818383	0.168092	conserved	K
K2_TE1818382	0.168092	conserved	K
K2_TE1818381	0.168092	conserved	K
K2_TE1818380	0.168092	conserved	K
K2_TE1818379	0.168092	conserved	K
K2_TE1818377	0.168092	conserved	K
K2_TE1818376	0.168092	conserved	K
K2_TE1818375	0.168092	conserved	K
K2_TE1818374	0.168092	conserved	K
K2_TE1818373	0.168092	conserved	K
K2_TE1818372	0.168092	conserved	K
K2_TE1818371	0.168092	conserved	K
K2_TE1818370	0.168092	conserved	K
K2_TE1818369	0.168092	conserved	K
K2_TE1818327	0.252137	conserved	K
K2_TE1818326	0.252137	conserved	K
K2_TE1818325	9.24504	conserved	K
K2_TE1818324	40.2579	conserved	K
K2_TE1818296	0.168092	conserved	K
K2_TE1818295	0.168092	conserved	K
K2_TE1818294	0.168092	conserved	K
K2_TE1818293	1.68092	conserved	K
K2_TE1818292	1.59687	conserved	K
K2_TE1818289	0.168092	conserved	K
K2_TE1818288	0.168092	conserved	K
K2_TE1818287	0.168092	conserved	K
K2_TE1818286	9.91741	conserved	K
K2_TE1818285	5.12679	conserved	K
K2_TE1818284	0.168092	conserved	K
K2_TE1818283	0.168092	conserved	K
K2_TE1818282	0.168092	conserved	K
K2_TE1818281	6.0513	conserved	K
K2_TE1818280	0.168092	conserved	K
K2_TE0867995	4.87466	conserved	K
K2_TE0867996	5.63107	conserved	K
K2_TE0867997	5.79916	conserved	K
K2_TE0867998	5.29489	conserved	K
K2_TE0867999	5.96725	conserved	K
K2_TE0868000	5.63107	conserved	K
K2_TE0868001	7.14389	conserved	K
K2_TE0868022	3.27779	conserved	K
K2_TE0868023	2.35328	conserved	K
K2_TE0868024	4.20229	conserved	K
K2_TE0868025	2.52137	conserved	K
K2_TE0868026	2.52137	conserved	K
K2_TE0868027	2.52137	conserved	K
K2_TE0868028	2.0171	conserved	K
K2_TE0868060	0.420229	conserved	K
K2_TE0868066	6.13534	conserved	K
K2_TE0868067	4.28634	conserved	K
K2_TE0868068	3.61397	conserved	K
K2_TE0868098	2.52137	conserved	K
K2_TE0868099	2.43733	conserved	K
K2_TE0868100	2.52137	conserved	K
K2_TE0868101	2.68947	conserved	K
K2_TE0868102	3.95015	conserved	K
K2_TE0868103	3.27779	conserved	K
K2_TE0868104	1.84901	conserved	K
K2_TE0869431	4.0342	conserved	K
K2_TE0869432	4.79061	conserved	K
K2_TE0869433	0.924504	conserved	K
K2_TE0869441	0.420229	conserved	K
K2_TE0869442	7.73222	conserved	K
K2_TE0869443	7.31199	conserved	K
K2_TE0869444	6.9758	conserved	K
K2_TE0869445	10.8419	conserved	K
K2_TE0869447	11.01	conserved	K
K2_TE0869448	7.81626	conserved	K
K2_TE0869449	0.168092	conserved	K
K2_TE0869487	20.255	conserved	K
K2_TE0869488	20.4231	conserved	K
K2_TE0869489	20.3391	conserved	K
K2_TE1573558	1.84901	conserved	K
K2_TE1573559	1.84901	conserved	K
K2_TE1573560	1.84901	conserved	K
K2_TE1573561	1.84901	conserved	K
K2_TE1573562	2.0171	conserved	K
K2_TE1573563	2.26924	conserved	K
K2_TE1573564	4.20229	conserved	K
K2_TE1573565	1.51282	conserved	K
K2_TE1573566	1.17664	conserved	K
K2_TE1573569	0.168092	conserved	K
K2_TE1573570	0.840458	conserved	K
K2_TE1573571	0.336183	conserved	K
K2_TE1573588	0.168092	conserved	K
K2_TE1573589	0.168092	conserved	K
K2_TE1573596	0.168092	conserved	K
K2_TE1573598	1.17664	conserved	K
K2_TE1573599	11.01	conserved	K
K2_TE1573600	4.28634	conserved	K
K2_TE1573601	9.83336	conserved	K
K2_TE1573602	6.30344	conserved	K
K2_TE1573603	12.6069	conserved	K
K2_TE1573604	11.9345	conserved	K
K2_TE1573605	7.64817	conserved	K
K2_TE1573606	6.13534	conserved	K
K2_TE1573607	5.88321	conserved	K
K2_TE1573608	3.27779	conserved	K
K2_TE1574662	0.168092	conserved	K
K2_TE1574663	13.2792	conserved	K
K2_TE1574664	12.5228	conserved	K
K2_TE1574665	12.1866	conserved	K
K2_TE1574666	2.18519	conserved	K
K2_TE1574667	2.18519	conserved	K
K2_TE1574668	2.18519	conserved	K
K2_TE1574758	11.3462	conserved	K
K2_TE1574759	11.1781	conserved	K
K2_TE1574760	11.2621	conserved	K
K2_TE1574761	11.1781	conserved	K
K2_TE1574764	0.252137	conserved	K
K2_TE1574765	131.7	conserved	K
K2_TE1574766	68.6654	conserved	K
K2_TE1574767	112.201	conserved	K
K2_TE1574768	72.9518	conserved	K
K2_TE1574769	0.840458	conserved	K
K2_TE1574770	0.252137	conserved	K
K2_TE1574771	3.27779	conserved	K
K2_TE1574772	3.36183	conserved	K
K2_TE1574773	3.44588	conserved	K
K2_TE1097019	4.37038	conserved	K
K2_TE1097017	5.79916	conserved	K
K2_TE1097018	3.95015	conserved	K
K2_TE1097016	3.69802	conserved	K
K2_TE1097014	3.95015	conserved	K
K2_TE1097015	3.95015	conserved	K
K2_TE1097013	4.11825	conserved	K
K2_TE1097012	3.86611	conserved	K
K2_TE1097011	3.69802	conserved	K
K2_TE1097010	3.69802	conserved	K
K2_TE1097009	4.11825	conserved	K
K2_TE1097008	4.0342	conserved	K
K2_TE1096985	9.24504	conserved	K
K2_TE0993394	27.6511	conserved	K
K2_TE0993395	19.3305	conserved	K
K2_TE0993396	0.504275	conserved	K
K2_TE1591462	0.252137	conserved	K
K2_TE1591463	0.168092	conserved	K
K2_TE1591464	0.168092	conserved	K
K2_TE1591465	18.4901	conserved	K
K2_TE1591466	0.672367	conserved	K
K2_TE1591471	6.30344	conserved	K
K2_TE1591472	1.17664	conserved	K
K2_TE1591473	4.70657	conserved	K
K2_TE2203086	12.0186	conserved	K
K2_TE2203085	12.1026	conserved	K
K2_TE2203084	12.1026	conserved	K
K2_TE2203068	2.52137	conserved	K
K2_TE2197210	0.252137	conserved	K
K2_TE2197209	10.4217	conserved	K
K2_TE2197208	10.8419	conserved	K
K2_TE2197188	1.68092	conserved	K
K2_TE2197187	1.0926	conserved	K
K2_TE2194283	5.79916	conserved	K
K2_TE2194282	2.0171	conserved	K
K2_TE0917483	6.21939	conserved	K
K2_TE0917484	6.63962	conserved	K
K2_TE0917486	6.30344	conserved	K
K2_TE0917487	6.21939	conserved	K
K2_TE0917488	6.21939	conserved	K
