index	RPKM	type	genome
K2_TE1624416	0.420229	specific	K
K2_TE1624415	0.420229	specific	K
K2_TE1624414	0.420229	specific	K
K2_TE1624413	0.420229	specific	K
K2_TE1624412	0.420229	specific	K
K2_TE1624411	0.420229	specific	K
K2_TE1624410	0.420229	specific	K
K2_TE1624409	0.588321	specific	K
K2_TE1624408	2.18519	specific	K
K2_TE1624407	14.5399	specific	K
K2_TE1624406	7.39603	specific	K
K2_TE1624405	6.89176	specific	K
K2_TE1624403	7.22794	specific	K
K2_TE1624402	7.05985	specific	K
K2_TE1624401	7.05985	specific	K
K2_TE1624400	7.90031	specific	K
K2_TE1624399	7.56412	specific	K
K2_TE1624398	11.6824	specific	K
K2_TE1624397	428.886	specific	K
K2_TE1624396	0.168092	specific	K
K2_TE1624395	0.168092	specific	K
K2_TE1624394	0.168092	specific	K
K2_TE1624393	0.168092	specific	K
K2_TE1624392	0.168092	specific	K
K2_TE1624391	0.168092	specific	K
K2_TE1624390	0.168092	specific	K
K2_TE1624389	0.168092	specific	K
K2_TE1624388	0.168092	specific	K
K2_TE1624386	0.168092	specific	K
K2_TE1624387	0.168092	specific	K
K2_TE1624385	0.168092	specific	K
K2_TE1624384	0.168092	specific	K
K2_TE1624383	4.62252	specific	K
K2_TE1624382	4.62252	specific	K
K2_TE1624381	8.23649	specific	K
K2_TE1624380	13.3633	specific	K
K2_TE1624379	42.7793	specific	K
K2_TE1624373	2.10115	specific	K
K2_TE1624372	5.71512	specific	K
K2_TE1624371	2.18519	specific	K
K2_TE1624370	1.76496	specific	K
K2_TE1624369	1.59687	specific	K
K2_TE1624368	1.17664	specific	K
K2_TE1624367	43.956	specific	K
K2_TE1623975	0.168092	specific	K
K2_TE1623974	26.3904	specific	K
K2_TE1623965	0.252137	specific	K
K2_TE1623964	0.252137	specific	K
K2_TE1623956	52.0244	specific	K
K2_TE1623955	51.0999	specific	K
K2_TE1623924	20.5912	specific	K
K2_TE1623892	12.2707	specific	K
K2_TE1623891	45.889	specific	K
K2_TE1623448	0.168092	specific	K
K2_TE1623447	0.168092	specific	K
K2_TE1623446	0.168092	specific	K
K2_TE1623445	0.168092	specific	K
K2_TE1623444	0.168092	specific	K
K2_TE1623443	0.168092	specific	K
K2_TE1623442	0.168092	specific	K
K2_TE1623441	0.168092	specific	K
K2_TE1623440	0.168092	specific	K
K2_TE1623439	0.168092	specific	K
K2_TE1623438	0.168092	specific	K
K2_TE1623437	0.168092	specific	K
K2_TE1623435	0.168092	specific	K
K2_TE1623436	0.168092	specific	K
K2_TE1623434	0.168092	specific	K
K2_TE1623433	0.168092	specific	K
K2_TE1623432	0.168092	specific	K
K2_TE1623422	3.86611	specific	K
K2_TE1623421	16.3889	specific	K
K2_TE1623419	0.252137	specific	K
K2_TE1623397	0.336183	specific	K
K2_TE1623395	5.12679	specific	K
K2_TE1623394	2.43733	specific	K
K2_TE1623393	2.43733	specific	K
K2_TE1623392	2.43733	specific	K
K2_TE1623391	7.05985	specific	K
K2_TE1622467	0.168092	specific	K
K2_TE1622444	11.01	specific	K
K2_TE1622443	9.91741	specific	K
K2_TE1622442	9.91741	specific	K
K2_TE1622439	1.26069	specific	K
K2_TE1622438	0.756412	specific	K
K2_TE1622437	0.672367	specific	K
K2_TE1622436	0.672367	specific	K
K2_TE1622411	0.420229	specific	K
K2_TE1621612	0.756412	specific	K
K2_TE1621611	0.504275	specific	K
K2_TE1621610	0.252137	specific	K
K2_TE1621609	0.252137	specific	K
K2_TE1621608	0.168092	specific	K
K2_TE1621607	0.168092	specific	K
K2_TE1621606	0.168092	specific	K
K2_TE1621605	0.168092	specific	K
K2_TE1621604	0.168092	specific	K
K2_TE1621603	0.168092	specific	K
K2_TE1621602	0.168092	specific	K
K2_TE1621601	0.168092	specific	K
K2_TE1621600	0.168092	specific	K
K2_TE1621599	0.168092	specific	K
K2_TE1621598	0.168092	specific	K
K2_TE1621597	4.28634	specific	K
K2_TE1621596	6.63962	specific	K
K2_TE1621595	7.48008	specific	K
K2_TE1621594	0.252137	specific	K
K2_TE1621593	0.252137	specific	K
K2_TE1621592	0.252137	specific	K
K2_TE1621591	0.420229	specific	K
K2_TE1621589	0.252137	specific	K
K2_TE1621588	0.252137	specific	K
K2_TE1621590	0.252137	specific	K
K2_TE1621587	0.252137	specific	K
K2_TE1621586	0.252137	specific	K
K2_TE1621585	0.252137	specific	K
K2_TE1621584	0.252137	specific	K
K2_TE1621583	0.252137	specific	K
K2_TE1621582	0.252137	specific	K
K2_TE1621581	0.252137	specific	K
K2_TE1621580	0.252137	specific	K
K2_TE1621578	0.252137	specific	K
K2_TE1621579	0.252137	specific	K
K2_TE1621577	0.252137	specific	K
K2_TE1621576	0.252137	specific	K
K2_TE1621575	0.252137	specific	K
K2_TE1621574	0.252137	specific	K
K2_TE1621573	0.252137	specific	K
K2_TE1621570	0.252137	specific	K
K2_TE1621572	0.252137	specific	K
K2_TE1621571	0.252137	specific	K
K2_TE1621569	0.252137	specific	K
K2_TE1621568	0.252137	specific	K
K2_TE1621567	0.252137	specific	K
K2_TE1621566	0.252137	specific	K
K2_TE1621565	0.252137	specific	K
K2_TE1621564	1.59687	specific	K
K2_TE1621563	0.252137	specific	K
K2_TE1621562	0.252137	specific	K
K2_TE1621561	0.252137	specific	K
K2_TE1621560	0.252137	specific	K
K2_TE1621559	0.252137	specific	K
K2_TE1621558	0.252137	specific	K
K2_TE1621557	0.252137	specific	K
K2_TE1621556	0.252137	specific	K
K2_TE1621555	0.252137	specific	K
K2_TE1621554	0.252137	specific	K
K2_TE1621553	0.252137	specific	K
K2_TE1621552	0.252137	specific	K
K2_TE1621551	1.42878	specific	K
K2_TE1621550	0.252137	specific	K
K2_TE1621549	0.336183	specific	K
K2_TE1621548	0.252137	specific	K
K2_TE1621546	0.252137	specific	K
K2_TE1621545	0.252137	specific	K
K2_TE1621547	0.252137	specific	K
K2_TE1621544	0.252137	specific	K
K2_TE1621543	0.252137	specific	K
K2_TE1621540	0.420229	specific	K
K2_TE1621539	0.420229	specific	K
K2_TE1621542	0.420229	specific	K
K2_TE1621538	0.420229	specific	K
K2_TE1621541	0.420229	specific	K
K2_TE1621537	0.420229	specific	K
K2_TE1621536	0.420229	specific	K
K2_TE1621535	0.420229	specific	K
K2_TE1621534	0.420229	specific	K
K2_TE1621533	0.420229	specific	K
K2_TE1621532	5.96725	specific	K
K2_TE1621531	1.0926	specific	K
K2_TE1620403	20.5912	specific	K
K2_TE1620402	20.5912	specific	K
K2_TE1620401	20.5912	specific	K
K2_TE1620380	5.79916	specific	K
K2_TE1620379	38.3249	specific	K
K2_TE1620378	21.3476	specific	K
K2_TE1620363	0.168092	specific	K
K2_TE1620357	0.672367	specific	K
K2_TE1620356	0.840458	specific	K
K2_TE1620355	0.756412	specific	K
K2_TE1620354	0.756412	specific	K
K2_TE1620353	0.588321	specific	K
K2_TE1620352	0.588321	specific	K
K2_TE1620351	0.588321	specific	K
K2_TE1620350	1.76496	specific	K
K2_TE1617158	3.44588	specific	K
K2_TE1617157	2.26924	specific	K
K2_TE1617156	2.26924	specific	K
K2_TE1617155	4.53847	specific	K
K2_TE1617154	1.42878	specific	K
K2_TE1617153	0.924504	specific	K
K2_TE1617152	0.336183	specific	K
K2_TE1617151	0.336183	specific	K
K2_TE1617150	0.336183	specific	K
K2_TE1617149	0.336183	specific	K
K2_TE1617146	0.336183	specific	K
K2_TE1617145	0.336183	specific	K
K2_TE1617144	0.336183	specific	K
K2_TE1617143	0.336183	specific	K
K2_TE1617142	0.336183	specific	K
K2_TE1617141	0.420229	specific	K
K2_TE1617140	0.420229	specific	K
K2_TE1617139	0.420229	specific	K
K2_TE1617138	0.420229	specific	K
K2_TE1617137	0.672367	specific	K
K2_TE1617136	1.00855	specific	K
K2_TE1617135	17.9018	specific	K
K2_TE1617134	21.3476	specific	K
K2_TE1617133	13.3633	specific	K
K2_TE1617132	37.2323	specific	K
K2_TE1617125	1.59687	specific	K
K2_TE1617124	0.336183	specific	K
K2_TE1617122	39.9218	specific	K
K2_TE1617110	0.168092	specific	K
K2_TE1617109	0.336183	specific	K
K2_TE1617087	3.27779	specific	K
K2_TE1617086	3.27779	specific	K
K2_TE1617085	3.27779	specific	K
K2_TE1617084	3.27779	specific	K
K2_TE1617081	1.68092	specific	K
K2_TE1617071	0.168092	specific	K
K2_TE1617070	0.168092	specific	K
K2_TE1616793	0.168092	specific	K
K2_TE1616659	0.252137	specific	K
K2_TE1616656	0.336183	specific	K
K2_TE1616655	0.336183	specific	K
K2_TE1616654	0.336183	specific	K
K2_TE1616653	0.420229	specific	K
A2_TE0148030	93.7303	specific	A
A2_TE0757758	1.97743	specific	A
A2_TE0710138	7.21763	specific	A
A2_TE0129534	0.197743	specific	A
A2_TE0148007	1.58195	specific	A
A2_TE0147999	23.8281	specific	A
A2_TE0142481	0.197743	specific	A
A2_TE0775483	0.197743	specific	A
A2_TE0774084	27.4863	specific	A
A2_TE0774082	41.7238	specific	A
A2_TE0774083	25.6078	specific	A
A2_TE0774079	15.2262	specific	A
A2_TE0774078	11.1725	specific	A
A2_TE0774068	5.83343	specific	A
A2_TE0774067	9.09619	specific	A
A2_TE0774066	0.988716	specific	A
A2_TE0774064	2.57066	specific	A
A2_TE0759838	0.494358	specific	A
A2_TE0759833	0.692101	specific	A
A2_TE0759390	5.83343	specific	A
A2_TE0759362	2.37292	specific	A
A2_TE0759328	0.197743	specific	A
A2_TE0759329	0.197743	specific	A
A2_TE0759327	0.197743	specific	A
A2_TE0759326	0.197743	specific	A
A2_TE0759325	0.197743	specific	A
A2_TE0759324	0.197743	specific	A
A2_TE0759323	0.197743	specific	A
A2_TE0759322	0.197743	specific	A
A2_TE0759321	0.197743	specific	A
A2_TE0759320	0.197743	specific	A
A2_TE0759319	0.197743	specific	A
A2_TE0759316	0.197743	specific	A
A2_TE0759318	0.197743	specific	A
A2_TE0759317	0.197743	specific	A
A2_TE0759314	0.197743	specific	A
A2_TE0759315	0.197743	specific	A
A2_TE0759313	0.197743	specific	A
A2_TE0759312	0.197743	specific	A
A2_TE0759311	0.197743	specific	A
A2_TE0759310	0.197743	specific	A
A2_TE0759309	0.197743	specific	A
A2_TE0759308	0.197743	specific	A
A2_TE0759307	7.11876	specific	A
A2_TE0759305	7.21763	specific	A
A2_TE0759306	7.11876	specific	A
A2_TE0757761	0.197743	specific	A
A2_TE0757760	0.197743	specific	A
A2_TE0757723	4.84471	specific	A
A2_TE0757722	4.74584	specific	A
A2_TE0757677	3.26276	specific	A
A2_TE0757678	3.16389	specific	A
A2_TE0757675	3.46051	specific	A
A2_TE0757676	3.06502	specific	A
A2_TE0757673	3.06502	specific	A
A2_TE0757674	3.06502	specific	A
A2_TE0757672	0.197743	specific	A
A2_TE0757671	0.197743	specific	A
A2_TE0757670	0.197743	specific	A
A2_TE0757669	0.197743	specific	A
A2_TE0757667	111.725	specific	A
A2_TE0757664	139.014	specific	A
A2_TE0757666	66.1451	specific	A
A2_TE1321752	7.3165	specific	A
A2_TE1321753	5.83343	specific	A
A2_TE1321754	7.61312	specific	A
A2_TE1321755	2.86728	specific	A
A2_TE0941171	1.48307	specific	A
A2_TE0941173	0.692101	specific	A
A2_TE0941174	0.197743	specific	A
A2_TE0941175	0.197743	specific	A
A2_TE0941176	0.296615	specific	A
A2_TE0941177	0.296615	specific	A
A2_TE0710129	7.21763	specific	A
A2_TE0710130	7.21763	specific	A
A2_TE0710131	7.21763	specific	A
A2_TE0710132	7.21763	specific	A
A2_TE0710133	7.21763	specific	A
A2_TE0710134	7.21763	specific	A
A2_TE0710135	7.41537	specific	A
A2_TE0710136	7.21763	specific	A
A2_TE0710137	7.21763	specific	A
A2_TE0710139	7.21763	specific	A
A2_TE0710140	7.21763	specific	A
A2_TE0710141	7.21763	specific	A
A2_TE0710142	4.5481	specific	A
A2_TE0710143	4.64697	specific	A
A2_TE0710144	4.74584	specific	A
A2_TE0710145	4.44922	specific	A
A2_TE0710146	4.25148	specific	A
A2_TE0710147	3.65825	specific	A
A2_TE0710148	3.95487	specific	A
A2_TE0710149	3.65825	specific	A
A2_TE0710150	3.65825	specific	A
A2_TE0710151	3.65825	specific	A
A2_TE1522757	4.15261	specific	A
A2_TE0549483	10.6781	specific	A
A2_TE0549563	6.82214	specific	A
A2_TE0549564	6.82214	specific	A
A2_TE0181388	4.74584	specific	A
A2_TE0181398	9.29393	specific	A
A2_TE0181399	9.19506	specific	A
A2_TE0181400	9.19506	specific	A
A2_TE0181401	9.19506	specific	A
A2_TE0181402	9.19506	specific	A
A2_TE0181403	9.19506	specific	A
A2_TE0181404	10.8759	specific	A
A2_TE0181440	0.197743	specific	A
A2_TE0181441	0.197743	specific	A
A2_TE0182562	79.2951	specific	A
A2_TE0195325	1.68082	specific	A
A2_TE0196462	0.197743	specific	A
A2_TE0196463	0.395487	specific	A
A2_TE0196464	0.395487	specific	A
A2_TE0196465	0.395487	specific	A
A2_TE0196515	5.53681	specific	A
A2_TE0196516	7.90973	specific	A
A2_TE0196517	5.53681	specific	A
A2_TE0197551	128.434	specific	A
A2_TE0197552	83.7443	specific	A
A2_TE0197553	58.7298	specific	A
A2_TE0197554	1.18646	specific	A
A2_TE0129533	0.197743	specific	A
A2_TE0534476	1.97743	specific	A
A2_TE0148045	7.11876	specific	A
A2_TE0148044	8.60183	specific	A
A2_TE0148043	10.4804	specific	A
A2_TE0148042	0.395487	specific	A
A2_TE0148041	0.790973	specific	A
A2_TE0148040	0.988716	specific	A
A2_TE0148036	2.66953	specific	A
A2_TE0148035	2.66953	specific	A
A2_TE0148034	2.66953	specific	A
A2_TE0148033	2.66953	specific	A
A2_TE0148032	2.66953	specific	A
A2_TE0148031	2.66953	specific	A
A2_TE0148029	4.15261	specific	A
A2_TE0148028	4.15261	specific	A
A2_TE0148027	4.15261	specific	A
A2_TE0148026	4.15261	specific	A
A2_TE0148024	4.15261	specific	A
A2_TE0148025	4.15261	specific	A
A2_TE0148023	4.44922	specific	A
A2_TE0148022	4.35035	specific	A
A2_TE0148021	4.15261	specific	A
A2_TE0148020	4.15261	specific	A
A2_TE0148019	4.15261	specific	A
A2_TE0148018	4.15261	specific	A
A2_TE0148017	4.15261	specific	A
A2_TE0148016	4.15261	specific	A
A2_TE0148015	4.15261	specific	A
A2_TE0148014	4.15261	specific	A
A2_TE0148013	4.15261	specific	A
A2_TE0148012	24.5202	specific	A
A2_TE0148011	1.77969	specific	A
A2_TE0148010	1.58195	specific	A
A2_TE0148009	1.58195	specific	A
A2_TE0148008	1.77969	specific	A
A2_TE0148006	1.58195	specific	A
A2_TE0148005	1.58195	specific	A
A2_TE0148004	1.58195	specific	A
A2_TE0148003	1.58195	specific	A
A2_TE0148002	1.58195	specific	A
A2_TE0148001	1.58195	specific	A
A2_TE0148000	1.58195	specific	A
A2_TE0147449	2.0763	specific	A
A2_TE0147448	1.48307	specific	A
A2_TE0147417	1.08759	specific	A
A2_TE0147416	2.27405	specific	A
A2_TE0147388	0.197743	specific	A
A2_TE0147347	1.08759	specific	A
A2_TE0147346	0.889845	specific	A
A2_TE0147330	0.59323	specific	A
A2_TE0142585	1.28533	specific	A
A2_TE0142584	3.46051	specific	A
A2_TE0142583	5.9323	specific	A
A2_TE0142581	5.73455	specific	A
A2_TE0142582	5.63568	specific	A
A2_TE0142580	7.21763	specific	A
A2_TE0142579	7.21763	specific	A
A2_TE0142578	6.92101	specific	A
A2_TE0142551	0.197743	specific	A
A2_TE0142550	0.197743	specific	A
A2_TE0142549	0.197743	specific	A
A2_TE0142548	0.197743	specific	A
A2_TE0142547	0.197743	specific	A
A2_TE0142546	0.197743	specific	A
A2_TE0142543	0.197743	specific	A
A2_TE0142545	0.197743	specific	A
A2_TE0142542	0.197743	specific	A
A2_TE0142544	0.197743	specific	A
A2_TE0142525	0.197743	specific	A
A2_TE0142503	64.7609	specific	A
A2_TE0142502	65.0575	specific	A
A2_TE0142504	64.6621	specific	A
A2_TE0142501	64.9587	specific	A
A2_TE0142499	64.9587	specific	A
A2_TE0142500	64.9587	specific	A
A2_TE0142498	64.7609	specific	A
A2_TE0142497	77.2187	specific	A
A2_TE0142487	6.92101	specific	A
A2_TE0142486	0.197743	specific	A
A2_TE0142485	0.197743	specific	A
A2_TE0142484	0.197743	specific	A
A2_TE0142483	0.197743	specific	A
A2_TE0142482	0.197743	specific	A
A2_TE0142480	0.197743	specific	A
A2_TE0142479	0.197743	specific	A
A2_TE0142478	32.5288	specific	A
A2_TE0142477	32.8254	specific	A
A2_TE0142476	32.5288	specific	A
A2_TE0142475	32.0344	specific	A
A2_TE0142474	0.197743	specific	A
A2_TE0142472	0.197743	specific	A
A2_TE0142473	0.197743	specific	A
A2_TE0142471	0.197743	specific	A
A2_TE0142470	0.395487	specific	A
A2_TE0142468	0.692101	specific	A
A2_TE0142469	0.692101	specific	A
A2_TE0142467	0.59323	specific	A
A2_TE0142466	0.59323	specific	A
A2_TE0142465	2.76841	specific	A
A2_TE0142464	0.197743	specific	A
A2_TE0142463	7.51424	specific	A
A2_TE0142462	6.82214	specific	A
A2_TE0142458	65.0575	specific	A
A2_TE0142439	33.913	specific	A
A2_TE0142438	34.0118	specific	A
A2_TE0142437	34.4073	specific	A
A2_TE0142436	33.7152	specific	A
A2_TE0142435	38.2633	specific	A
A2_TE0142434	38.9554	specific	A
A2_TE0142433	38.9554	specific	A
A2_TE0142432	5.2402	specific	A
A2_TE0142427	2.86728	specific	A
A2_TE1403755	0.197743	specific	A
A2_TE1403754	0.197743	specific	A
A2_TE1231995	0.197743	specific	A
A2_TE0951370	0.296615	specific	A
A2_TE0942571	0.692101	specific	A
A2_TE0435638	5.04245	specific	A
A2_TE0435639	4.94358	specific	A
A2_TE0246092	30.057	specific	A
A2_TE0246093	2.27405	specific	A
A2_TE0163899	0.395487	specific	A
A2_TE0747074	0.59323	specific	A
A2_TE0466211	41.0317	specific	A
A2_TE1403749	11.9635	specific	A
A2_TE1403748	12.9522	specific	A
A2_TE0305888	1.68082	specific	A
A2_TE0305890	5.83343	specific	A
A2_TE0306010	12.1612	specific	A
A2_TE0306011	12.2601	specific	A
A2_TE0306012	12.359	specific	A
A2_TE0306013	15.5228	specific	A
A2_TE0306014	15.5228	specific	A
A2_TE0956554	64.9587	specific	A
A2_TE0956553	72.8684	specific	A
A2_TE0956552	72.8684	specific	A
A2_TE0956551	72.8684	specific	A
A2_TE0956550	103.914	specific	A
A2_TE0956549	103.815	specific	A
A2_TE0956548	104.606	specific	A
A2_TE0951371	0.395487	specific	A
A2_TE0951369	0.494358	specific	A
A2_TE0951368	0.197743	specific	A
A2_TE0951367	0.197743	specific	A
A2_TE0948815	7.51424	specific	A
A2_TE0948814	7.81086	specific	A
A2_TE0948813	12.0623	specific	A
A2_TE0948742	18.5879	specific	A
A2_TE0948741	18.1924	specific	A
A2_TE0948740	17.8958	specific	A
A2_TE0948730	0.197743	specific	A
A2_TE0942574	0.296615	specific	A
A2_TE0942573	0.889845	specific	A
A2_TE0942572	0.692101	specific	A
A2_TE0942570	0.692101	specific	A
A2_TE0942569	0.988716	specific	A
A2_TE0942568	0.692101	specific	A
A2_TE0942567	0.692101	specific	A
A2_TE0942566	0.889845	specific	A
A2_TE0942565	0.692101	specific	A
A2_TE0942564	0.692101	specific	A
A2_TE0942563	0.692101	specific	A
A2_TE0942561	0.692101	specific	A
A2_TE0942562	0.692101	specific	A
A2_TE0942560	0.692101	specific	A
A2_TE0942559	0.692101	specific	A
A2_TE0942558	0.692101	specific	A
A2_TE0942556	0.692101	specific	A
A2_TE0942557	0.692101	specific	A
A2_TE0942555	0.692101	specific	A
A2_TE0942554	0.692101	specific	A
A2_TE0942553	0.692101	specific	A
A2_TE0942552	0.692101	specific	A
A2_TE0942551	0.790973	specific	A
A2_TE0942550	0.197743	specific	A
A2_TE0942472	1.77969	specific	A
A2_TE0942471	1.87856	specific	A
A2_TE0510524	13.2488	specific	A
A2_TE0510523	13.2488	specific	A
A2_TE0510522	15.424	specific	A
A2_TE0442260	32.4299	specific	A
A2_TE0442261	32.4299	specific	A
A2_TE0442262	32.4299	specific	A
A2_TE0442263	32.4299	specific	A
A2_TE0442264	32.4299	specific	A
A2_TE0442265	32.4299	specific	A
A2_TE0442266	32.4299	specific	A
A2_TE0442267	35.4949	specific	A
A2_TE0442268	35.2972	specific	A
A2_TE0442269	35.396	specific	A
A2_TE0442270	35.396	specific	A
A2_TE0442271	35.4949	specific	A
A2_TE0442272	35.5938	specific	A
A2_TE0442273	35.5938	specific	A
A2_TE0442274	28.3762	specific	A
A2_TE0442275	28.3762	specific	A
A2_TE0435573	0.296615	specific	A
A2_TE0435574	0.296615	specific	A
A2_TE0435575	2.86728	specific	A
A2_TE0435576	5.14133	specific	A
A2_TE0435577	17.2037	specific	A
A2_TE0435632	5.04245	specific	A
A2_TE0435633	4.84471	specific	A
A2_TE0435634	4.84471	specific	A
A2_TE0435635	4.84471	specific	A
A2_TE0435636	4.84471	specific	A
A2_TE0435637	4.84471	specific	A
A2_TE0435640	4.94358	specific	A
A2_TE0435641	4.94358	specific	A
A2_TE0435642	4.94358	specific	A
A2_TE0435643	4.94358	specific	A
A2_TE0435644	4.84471	specific	A
A2_TE0435645	4.84471	specific	A
A2_TE0435646	4.84471	specific	A
A2_TE0435647	4.84471	specific	A
A2_TE0435648	4.84471	specific	A
A2_TE0435649	4.94358	specific	A
A2_TE0435650	4.84471	specific	A
A2_TE0435651	4.84471	specific	A
A2_TE0435652	5.33907	specific	A
A2_TE0435653	5.63568	specific	A
A2_TE0435654	5.33907	specific	A
A2_TE0435655	5.2402	specific	A
A2_TE0435656	7.21763	specific	A
A2_TE0550563	0.197743	specific	A
A2_TE0550595	18.5879	specific	A
A2_TE0550596	18.5879	specific	A
A2_TE0247062	0.296615	specific	A
A2_TE0246091	1.3842	specific	A
A2_TE0246087	2.86728	specific	A
A2_TE0246090	1.28533	specific	A
A2_TE0246089	1.48307	specific	A
A2_TE0246088	0.197743	specific	A
A2_TE0246086	0.395487	specific	A
A2_TE0246083	0.296615	specific	A
A2_TE0246062	1.08759	specific	A
A2_TE0163913	0.197743	specific	A
A2_TE0164834	0.692101	specific	A
A2_TE0164835	0.395487	specific	A
A2_TE0164836	0.197743	specific	A
A2_TE0164837	0.692101	specific	A
A2_TE0747105	3.95487	specific	A
A2_TE0747106	2.0763	specific	A
A2_TE0747107	0.692101	specific	A
A2_TE0747108	0.988716	specific	A
A2_TE0747109	0.494358	specific	A
A2_TE0747111	0.494358	specific	A
A2_TE0747113	0.494358	specific	A
A2_TE0466192	0.197743	specific	A
A2_TE0466205	1.68082	specific	A
A2_TE0466206	2.86728	specific	A
A2_TE0466207	40.7351	specific	A
A2_TE0466208	9.78829	specific	A
A2_TE0466209	24.3224	specific	A
A2_TE0466210	38.4611	specific	A
