index	type	TE	TEcoverage	genome
LTR-TE18011	specific	Ancient	0	A
LTR-TE18014	specific	Ancient	1	A
LTR-TE18015	specific	Ancient	0	A
LTR-TE18016	specific	Ancient	0	A
LTR-TE18024	specific	Ancient	0	A
LTR-TE18035	specific	Ancient	0	A
LTR-TE18055	specific	Ancient	0	A
LTR-TE18066	specific	Ancient	0	A
LTR-TE18090	specific	Ancient	0	A
LTR-TE18096	specific	Ancient	0	A
LTR-TE18107	specific	Ancient	0	A
LTR-TE18111	specific	Ancient	0	A
LTR-TE18121	specific	Ancient	0	A
LTR-TE18133	specific	Ancient	0	A
LTR-TE18161	specific	Ancient	0	A
LTR-TE18178	specific	Ancient	0	A
LTR-TE18233	specific	Ancient	0	A
LTR-TE18261	specific	Ancient	0	A
LTR-TE18262	specific	Ancient	0	A
LTR-TE18263	specific	Ancient	0	A
LTR-TE18311	specific	Ancient	0	A
LTR-TE18372	specific	Ancient	0	A
LTR-TE18387	specific	Ancient	1	A
LTR-TE18412	specific	Ancient	0	A
LTR-TE18473	specific	Ancient	0	A
LTR-TE18499	specific	Ancient	0	A
LTR-TE18549	specific	Ancient	0	A
LTR-TE18551	specific	Ancient	0	A
LTR-TE18570	specific	Ancient	0	A
LTR-TE18582	specific	Ancient	0	A
LTR-TE18607	specific	Ancient	0	A
LTR-TE18640	specific	Ancient	0	A
LTR-TE18656	specific	Ancient	0	A
LTR-TE18715	specific	Ancient	0	A
LTR-TE18759	specific	Ancient	0	A
LTR-TE18852	specific	Ancient	0	A
LTR-TE18884	specific	Ancient	0	A
LTR-TE18941	specific	Ancient	0	A
LTR-TE18945	specific	Ancient	0	A
LTR-TE18982	specific	Ancient	0	A
LTR-TE18984	specific	Ancient	0	A
LTR-TE19002	specific	Ancient	0	A
LTR-TE19003	specific	Ancient	0	A
LTR-TE19008	specific	Ancient	0	A
LTR-TE19013	specific	Ancient	0	A
LTR-TE19084	specific	Ancient	0	A
LTR-TE19085	specific	Ancient	0	A
LTR-TE19097	specific	Ancient	0	A
LTR-TE19102	specific	Ancient	0	A
LTR-TE19117	specific	Ancient	0	A
LTR-TE19130	specific	Ancient	0	A
LTR-TE19187	specific	Ancient	0	A
LTR-TE19194	specific	Ancient	0	A
LTR-TE19218	specific	Ancient	0	A
LTR-TE19221	specific	Ancient	0	A
LTR-TE19225	specific	Ancient	0	A
LTR-TE19269	specific	Ancient	0	A
LTR-TE19296	specific	Ancient	0	A
LTR-TE19320	specific	Ancient	0	A
LTR-TE19343	specific	Ancient	0	A
LTR-TE19344	specific	Ancient	0	A
LTR-TE19370	specific	Ancient	0	A
LTR-TE19374	specific	Ancient	0	A
LTR-TE19390	specific	Ancient	0	A
LTR-TE19418	specific	Ancient	0	A
LTR-TE17962	specific	Ancient	0	A
LTR-TE17992	specific	Ancient	0	A
LTR-TE18053	specific	Ancient	0	A
LTR-TE18056	specific	Ancient	0	A
LTR-TE18072	specific	Ancient	0	A
LTR-TE18077	specific	Ancient	0	A
LTR-TE18091	specific	Ancient	0	A
LTR-TE18180	specific	Ancient	0	A
LTR-TE18258	specific	Ancient	0	A
LTR-TE18274	specific	Ancient	0	A
LTR-TE18331	specific	Ancient	0	A
LTR-TE18410	specific	Ancient	0	A
LTR-TE18411	specific	Ancient	0	A
LTR-TE18423	specific	Ancient	0	A
LTR-TE18654	specific	Ancient	0	A
LTR-TE18661	specific	Ancient	0	A
LTR-TE18720	specific	Ancient	0	A
LTR-TE18887	specific	Ancient	0	A
LTR-TE18921	specific	Ancient	1	A
LTR-TE18924	specific	Ancient	0	A
LTR-TE18953	specific	Ancient	0	A
LTR-TE19057	specific	Ancient	0	A
LTR-TE19094	specific	Ancient	0	A
LTR-TE19171	specific	Ancient	0	A
LTR-TE19214	specific	Ancient	0	A
LTR-TE19251	specific	Ancient	0	A
LTR-TE19290	specific	Ancient	0	A
LTR-TE19291	specific	Ancient	0	A
LTR-TE19303	specific	Ancient	0	A
LTR-TE19305	specific	Ancient	0	A
LTR-TE19310	specific	Ancient	0	A
LTR-TE19337	specific	Ancient	0	A
LTR-TE19356	specific	Ancient	0	A
LTR-TE19358	specific	Ancient	0	A
LTR-TE19426	specific	Ancient	0	A
LTR-TE19457	specific	Ancient	0	A
LTR-TE19458	specific	Ancient	0	A
LTR-TE19891	specific	Ancient	0	A
LTR-TE20200	specific	Ancient	0	A
LTR-TE20620	specific	Ancient	0	A
LTR-TE20693	specific	Ancient	0	A
LTR-TE20730	specific	Ancient	0	A
LTR-TE20731	specific	Ancient	0	A
LTR-TE20966	specific	Ancient	0	A
LTR-TE21010	specific	Ancient	0	A
LTR-TE21040	specific	Ancient	0	A
LTR-TE21057	specific	Ancient	0	A
LTR-TE21199	specific	Ancient	0	A
LTR-TE19486	specific	Ancient	0	A
LTR-TE19501	specific	Ancient	0	A
LTR-TE19502	specific	Ancient	0	A
LTR-TE19541	specific	Ancient	0	A
LTR-TE19550	specific	Ancient	0	A
LTR-TE19573	specific	Ancient	0	A
LTR-TE19590	specific	Ancient	0	A
LTR-TE19599	specific	Ancient	0	A
LTR-TE19604	specific	Ancient	0	A
LTR-TE19605	specific	Ancient	0	A
LTR-TE19608	specific	Ancient	0	A
LTR-TE19613	specific	Ancient	0	A
LTR-TE19622	specific	Ancient	0	A
LTR-TE19637	specific	Ancient	0	A
LTR-TE19693	specific	Ancient	0	A
LTR-TE19696	specific	Ancient	0	A
LTR-TE19709	specific	Ancient	0	A
LTR-TE19739	specific	Ancient	0	A
LTR-TE19792	specific	Ancient	0	A
LTR-TE19794	specific	Ancient	0	A
LTR-TE19839	specific	Ancient	0	A
LTR-TE19864	specific	Ancient	0	A
LTR-TE19874	specific	Ancient	0	A
LTR-TE19876	specific	Ancient	0	A
LTR-TE19922	specific	Ancient	0	A
LTR-TE19934	specific	Ancient	0	A
LTR-TE19974	specific	Ancient	0	A
LTR-TE20067	specific	Ancient	0	A
LTR-TE20075	specific	Ancient	0	A
LTR-TE20168	specific	Ancient	0	A
LTR-TE20185	specific	Ancient	0	A
LTR-TE20265	specific	Ancient	0.0339155	A
LTR-TE20325	specific	Ancient	0	A
LTR-TE20358	specific	Ancient	0	A
LTR-TE20382	specific	Ancient	0	A
LTR-TE20401	specific	Ancient	0	A
LTR-TE20404	specific	Ancient	0	A
LTR-TE20408	specific	Ancient	0	A
LTR-TE20442	specific	Ancient	0	A
LTR-TE20492	specific	Ancient	0	A
LTR-TE20535	specific	Ancient	0	A
LTR-TE20552	specific	Ancient	0	A
LTR-TE20553	specific	Ancient	0	A
LTR-TE20568	specific	Ancient	0	A
LTR-TE20569	specific	Ancient	0	A
LTR-TE20573	specific	Ancient	0	A
LTR-TE20646	specific	Ancient	0	A
LTR-TE20707	specific	Ancient	0	A
LTR-TE20719	specific	Ancient	0	A
LTR-TE20754	specific	Ancient	0	A
LTR-TE20814	specific	Ancient	0	A
LTR-TE20845	specific	Ancient	0	A
LTR-TE20882	specific	Ancient	1	A
LTR-TE20891	specific	Ancient	0	A
LTR-TE20914	specific	Ancient	0	A
LTR-TE20942	specific	Ancient	0	A
LTR-TE20954	specific	Ancient	0	A
LTR-TE20970	specific	Ancient	0	A
LTR-TE20995	specific	Ancient	0	A
LTR-TE20999	specific	Ancient	0	A
LTR-TE21072	specific	Ancient	0	A
LTR-TE21073	specific	Ancient	0	A
LTR-TE21079	specific	Ancient	0	A
LTR-TE21093	specific	Ancient	0	A
LTR-TE21099	specific	Ancient	0	A
LTR-TE21109	specific	Ancient	0	A
LTR-TE21130	specific	Ancient	0	A
LTR-TE21155	specific	Ancient	0	A
LTR-TE21158	specific	Ancient	0	A
LTR-TE21160	specific	Ancient	0	A
LTR-TE21163	specific	Ancient	0	A
LTR-TE21168	specific	Ancient	0	A
LTR-TE21195	specific	Ancient	0	A
LTR-TE21207	specific	Ancient	0	A
LTR-TE21209	specific	Ancient	0	A
LTR-TE19487	specific	Ancient	0	A
LTR-TE19513	specific	Ancient	0	A
LTR-TE19518	specific	Ancient	0	A
LTR-TE19542	specific	Ancient	0	A
LTR-TE19548	specific	Ancient	0	A
LTR-TE19553	specific	Ancient	0	A
LTR-TE19591	specific	Ancient	0	A
LTR-TE19606	specific	Ancient	0	A
LTR-TE19647	specific	Ancient	0	A
LTR-TE19653	specific	Ancient	0	A
LTR-TE19695	specific	Ancient	0	A
LTR-TE19701	specific	Ancient	0	A
LTR-TE19712	specific	Ancient	0	A
LTR-TE19834	specific	Ancient	0	A
LTR-TE19855	specific	Ancient	0	A
LTR-TE19984	specific	Ancient	1	A
LTR-TE20021	specific	Ancient	0	A
LTR-TE20218	specific	Ancient	0	A
LTR-TE20239	specific	Ancient	0	A
LTR-TE20285	specific	Ancient	0	A
LTR-TE20319	specific	Ancient	0	A
LTR-TE20406	specific	Ancient	0	A
LTR-TE20444	specific	Ancient	0	A
LTR-TE20445	specific	Ancient	0	A
LTR-TE20517	specific	Ancient	0	A
LTR-TE20557	specific	Ancient	0	A
LTR-TE20627	specific	Ancient	0	A
LTR-TE20702	specific	Ancient	0	A
LTR-TE20835	specific	Ancient	0	A
LTR-TE20881	specific	Ancient	1	A
LTR-TE20911	specific	Ancient	0	A
LTR-TE20916	specific	Ancient	0	A
LTR-TE20919	specific	Ancient	0	A
LTR-TE20929	specific	Ancient	0	A
LTR-TE20930	specific	Ancient	0	A
LTR-TE21006	specific	Ancient	0	A
LTR-TE21043	specific	Ancient	0	A
LTR-TE21080	specific	Ancient	0	A
LTR-TE21091	specific	Ancient	0	A
LTR-TE21094	specific	Ancient	0	A
LTR-TE21107	specific	Ancient	0	A
LTR-TE21117	specific	Ancient	0	A
LTR-TE21129	specific	Ancient	0	A
LTR-TE21218	specific	Ancient	0	A
LTR-TE21231	specific	Ancient	0	A
LTR-TE21245	specific	Ancient	0	A
LTR-TE21537	specific	Ancient	0	A
LTR-TE21512	specific	Ancient	0	A
LTR-TE21514	specific	Ancient	0	A
LTR-TE21490	specific	Ancient	0	A
LTR-TE21445	specific	Ancient	0	A
LTR-TE21280	specific	Ancient	0	A
LTR-TE21525	specific	Ancient	0	A
LTR-TE21307	specific	Ancient	0	A
LTR-TE21556	specific	Ancient	0	A
LTR-TE21558	specific	Ancient	0	A
LTR-TE21414	specific	Ancient	0	A
LTR-TE21415	specific	Ancient	0	A
LTR-TE21416	specific	Ancient	0	A
LTR-TE21417	specific	Ancient	0	A
LTR-TE21449	specific	Ancient	0	A
LTR-TE21380	specific	Ancient	0	A
LTR-TE21394	specific	Ancient	0	A
LTR-TE21529	specific	Ancient	0	A
LTR-TE21376	specific	Ancient	0	A
LTR-TE21406	specific	Ancient	0	A
LTR-TE21506	specific	Ancient	0	A
LTR-TE21522	specific	Ancient	0	A
LTR-TE21581	specific	Ancient	0	A
LTR-TE21407	specific	Ancient	0	A
LTR-TE367	specific	Ancient	1	K
LTR-TE427	specific	Ancient	0	K
LTR-TE641	specific	Ancient	0	K
LTR-TE877	specific	Ancient	0	K
LTR-TE2327	specific	Ancient	1	K
LTR-TE2339	specific	Ancient	0	K
LTR-TE12	specific	Ancient	0	K
LTR-TE37	specific	Ancient	0	K
LTR-TE68	specific	Ancient	0	K
LTR-TE77	specific	Ancient	0	K
LTR-TE123	specific	Ancient	0	K
LTR-TE126	specific	Ancient	0	K
LTR-TE172	specific	Ancient	0	K
LTR-TE374	specific	Ancient	0	K
LTR-TE391	specific	Ancient	0	K
LTR-TE497	specific	Ancient	0	K
LTR-TE556	specific	Ancient	0	K
LTR-TE737	specific	Ancient	0	K
LTR-TE989	specific	Ancient	0	K
LTR-TE1205	specific	Ancient	0	K
LTR-TE1338	specific	Ancient	0	K
LTR-TE1367	specific	Ancient	0	K
LTR-TE1372	specific	Ancient	0	K
LTR-TE1620	specific	Ancient	0	K
LTR-TE1623	specific	Ancient	0	K
LTR-TE1645	specific	Ancient	0	K
LTR-TE1727	specific	Ancient	0	K
LTR-TE1766	specific	Ancient	0	K
LTR-TE1874	specific	Ancient	0	K
LTR-TE1939	specific	Ancient	0	K
LTR-TE1946	specific	Ancient	0	K
LTR-TE1947	specific	Ancient	0	K
LTR-TE2054	specific	Ancient	0	K
LTR-TE2193	specific	Ancient	0	K
LTR-TE2285	specific	Ancient	0	K
LTR-TE2350	specific	Ancient	0	K
LTR-TE2380	specific	Ancient	0	K
LTR-TE2408	specific	Ancient	0	K
LTR-TE1	specific	Ancient	0	K
LTR-TE14	specific	Ancient	0	K
LTR-TE15	specific	Ancient	0	K
LTR-TE23	specific	Ancient	0	K
LTR-TE28	specific	Ancient	0	K
LTR-TE42	specific	Ancient	0	K
LTR-TE63	specific	Ancient	0	K
LTR-TE71	specific	Ancient	0	K
LTR-TE81	specific	Ancient	0	K
LTR-TE106	specific	Ancient	0.3851909	K
LTR-TE110	specific	Ancient	0	K
LTR-TE115	specific	Ancient	0	K
LTR-TE127	specific	Ancient	0	K
LTR-TE134	specific	Ancient	1	K
LTR-TE156	specific	Ancient	0	K
LTR-TE162	specific	Ancient	0	K
LTR-TE187	specific	Ancient	0	K
LTR-TE195	specific	Ancient	0	K
LTR-TE196	specific	Ancient	1	K
LTR-TE212	specific	Ancient	0	K
LTR-TE218	specific	Ancient	0	K
LTR-TE236	specific	Ancient	0	K
LTR-TE240	specific	Ancient	0	K
LTR-TE261	specific	Ancient	0	K
LTR-TE265	specific	Ancient	0	K
LTR-TE274	specific	Ancient	0	K
LTR-TE289	specific	Ancient	0	K
LTR-TE296	specific	Ancient	0	K
LTR-TE321	specific	Ancient	0	K
LTR-TE327	specific	Ancient	0	K
LTR-TE339	specific	Ancient	0	K
LTR-TE349	specific	Ancient	0	K
LTR-TE370	specific	Ancient	0	K
LTR-TE380	specific	Ancient	0	K
LTR-TE398	specific	Ancient	0	K
LTR-TE407	specific	Ancient	0	K
LTR-TE419	specific	Ancient	0	K
LTR-TE424	specific	Ancient	0	K
LTR-TE426	specific	Ancient	0	K
LTR-TE432	specific	Ancient	0	K
LTR-TE438	specific	Ancient	0	K
LTR-TE441	specific	Ancient	0	K
LTR-TE443	specific	Ancient	0	K
LTR-TE454	specific	Ancient	0	K
LTR-TE455	specific	Ancient	0	K
LTR-TE492	specific	Ancient	0	K
LTR-TE495	specific	Ancient	0	K
LTR-TE505	specific	Ancient	0	K
LTR-TE510	specific	Ancient	0	K
LTR-TE514	specific	Ancient	0	K
LTR-TE515	specific	Ancient	0	K
LTR-TE520	specific	Ancient	0	K
LTR-TE525	specific	Ancient	0	K
LTR-TE551	specific	Ancient	0	K
LTR-TE558	specific	Ancient	0	K
LTR-TE569	specific	Ancient	0	K
LTR-TE584	specific	Ancient	0	K
LTR-TE592	specific	Ancient	1	K
LTR-TE593	specific	Ancient	1	K
LTR-TE611	specific	Ancient	0	K
LTR-TE630	specific	Ancient	0	K
LTR-TE661	specific	Ancient	0	K
LTR-TE681	specific	Ancient	0	K
LTR-TE709	specific	Ancient	0	K
LTR-TE712	specific	Ancient	0	K
LTR-TE719	specific	Ancient	0	K
LTR-TE730	specific	Ancient	0	K
LTR-TE735	specific	Ancient	0	K
LTR-TE739	specific	Ancient	0	K
LTR-TE741	specific	Ancient	0	K
LTR-TE771	specific	Ancient	0	K
LTR-TE788	specific	Ancient	0	K
LTR-TE796	specific	Ancient	0	K
LTR-TE806	specific	Ancient	0	K
LTR-TE822	specific	Ancient	0	K
LTR-TE823	specific	Ancient	0	K
LTR-TE867	specific	Ancient	0	K
LTR-TE880	specific	Ancient	0	K
LTR-TE882	specific	Ancient	0	K
LTR-TE886	specific	Ancient	0	K
LTR-TE887	specific	Ancient	0	K
LTR-TE897	specific	Ancient	0	K
LTR-TE910	specific	Ancient	0	K
LTR-TE918	specific	Ancient	0	K
LTR-TE949	specific	Ancient	0	K
LTR-TE952	specific	Ancient	0	K
LTR-TE986	specific	Ancient	0	K
LTR-TE996	specific	Ancient	0	K
LTR-TE1014	specific	Ancient	0	K
LTR-TE1023	specific	Ancient	0	K
LTR-TE1027	specific	Ancient	0	K
LTR-TE1028	specific	Ancient	1	K
LTR-TE1033	specific	Ancient	0	K
LTR-TE1042	specific	Ancient	0	K
LTR-TE1061	specific	Ancient	0	K
LTR-TE1107	specific	Ancient	0	K
LTR-TE1109	specific	Ancient	0	K
LTR-TE1118	specific	Ancient	0	K
LTR-TE1124	specific	Ancient	0	K
LTR-TE1127	specific	Ancient	0	K
LTR-TE1151	specific	Ancient	0	K
LTR-TE1158	specific	Ancient	0	K
LTR-TE1163	specific	Ancient	0	K
LTR-TE1169	specific	Ancient	0	K
LTR-TE1177	specific	Ancient	0	K
LTR-TE1210	specific	Ancient	0	K
LTR-TE1217	specific	Ancient	0	K
LTR-TE1220	specific	Ancient	0	K
LTR-TE1230	specific	Ancient	0	K
LTR-TE1234	specific	Ancient	0	K
LTR-TE1236	specific	Ancient	1	K
LTR-TE1257	specific	Ancient	0	K
LTR-TE1270	specific	Ancient	0	K
LTR-TE1278	specific	Ancient	0	K
LTR-TE1308	specific	Ancient	0	K
LTR-TE1312	specific	Ancient	0	K
LTR-TE1318	specific	Ancient	0	K
LTR-TE1336	specific	Ancient	0	K
LTR-TE1342	specific	Ancient	0	K
LTR-TE1348	specific	Ancient	1	K
LTR-TE1359	specific	Ancient	0	K
LTR-TE1361	specific	Ancient	0	K
LTR-TE1366	specific	Ancient	0	K
LTR-TE1373	specific	Ancient	0	K
LTR-TE1374	specific	Ancient	0	K
LTR-TE1385	specific	Ancient	0	K
LTR-TE1395	specific	Ancient	0	K
LTR-TE1397	specific	Ancient	0	K
LTR-TE1399	specific	Ancient	0	K
LTR-TE1412	specific	Ancient	0	K
LTR-TE1426	specific	Ancient	0	K
LTR-TE1433	specific	Ancient	0	K
LTR-TE1464	specific	Ancient	0	K
LTR-TE1493	specific	Ancient	0	K
LTR-TE1502	specific	Ancient	0	K
LTR-TE1507	specific	Ancient	0	K
LTR-TE1509	specific	Ancient	0	K
LTR-TE1510	specific	Ancient	0	K
LTR-TE1524	specific	Ancient	0	K
LTR-TE1538	specific	Ancient	0	K
LTR-TE1541	specific	Ancient	0	K
LTR-TE1552	specific	Ancient	0	K
LTR-TE1553	specific	Ancient	0	K
LTR-TE1558	specific	Ancient	0	K
LTR-TE1561	specific	Ancient	0	K
LTR-TE1570	specific	Ancient	0	K
LTR-TE1573	specific	Ancient	0	K
LTR-TE1658	specific	Ancient	0	K
LTR-TE1666	specific	Ancient	0	K
LTR-TE1681	specific	Ancient	0	K
LTR-TE1715	specific	Ancient	0	K
LTR-TE1743	specific	Ancient	0	K
LTR-TE1749	specific	Ancient	0	K
LTR-TE1750	specific	Ancient	0	K
LTR-TE1752	specific	Ancient	0	K
LTR-TE1753	specific	Ancient	0	K
LTR-TE1754	specific	Ancient	0	K
LTR-TE1759	specific	Ancient	0	K
LTR-TE1772	specific	Ancient	0	K
LTR-TE1774	specific	Ancient	0	K
LTR-TE1775	specific	Ancient	0	K
LTR-TE1783	specific	Ancient	0	K
LTR-TE1788	specific	Ancient	0	K
LTR-TE1799	specific	Ancient	0	K
LTR-TE1807	specific	Ancient	0	K
LTR-TE1812	specific	Ancient	0	K
LTR-TE1816	specific	Ancient	0	K
LTR-TE1835	specific	Ancient	0	K
LTR-TE1836	specific	Ancient	0	K
LTR-TE1838	specific	Ancient	0	K
LTR-TE1842	specific	Ancient	0	K
LTR-TE1847	specific	Ancient	0	K
LTR-TE1848	specific	Ancient	0	K
LTR-TE1859	specific	Ancient	0	K
LTR-TE1866	specific	Ancient	0	K
LTR-TE1879	specific	Ancient	1	K
LTR-TE1903	specific	Ancient	0	K
LTR-TE1918	specific	Ancient	0	K
LTR-TE1919	specific	Ancient	0	K
LTR-TE1932	specific	Ancient	1	K
LTR-TE1934	specific	Ancient	0	K
LTR-TE1967	specific	Ancient	0	K
LTR-TE1971	specific	Ancient	0	K
LTR-TE1972	specific	Ancient	0	K
LTR-TE1973	specific	Ancient	0	K
LTR-TE1989	specific	Ancient	0	K
LTR-TE1998	specific	Ancient	0	K
LTR-TE1999	specific	Ancient	0	K
LTR-TE2013	specific	Ancient	1	K
LTR-TE2014	specific	Ancient	0	K
LTR-TE2023	specific	Ancient	0	K
LTR-TE2039	specific	Ancient	0	K
LTR-TE2042	specific	Ancient	0	K
LTR-TE2050	specific	Ancient	0	K
LTR-TE2055	specific	Ancient	0	K
LTR-TE2065	specific	Ancient	0	K
LTR-TE2073	specific	Ancient	0	K
LTR-TE2080	specific	Ancient	1	K
LTR-TE2102	specific	Ancient	0	K
LTR-TE2105	specific	Ancient	0	K
LTR-TE2115	specific	Ancient	0	K
LTR-TE2125	specific	Ancient	0	K
LTR-TE2147	specific	Ancient	0	K
LTR-TE2148	specific	Ancient	0	K
LTR-TE2151	specific	Ancient	0	K
LTR-TE2154	specific	Ancient	0	K
LTR-TE2155	specific	Ancient	0	K
LTR-TE2167	specific	Ancient	1	K
LTR-TE2168	specific	Ancient	1	K
LTR-TE2169	specific	Ancient	1	K
LTR-TE2170	specific	Ancient	1	K
LTR-TE2181	specific	Ancient	0	K
LTR-TE2183	specific	Ancient	0	K
LTR-TE2198	specific	Ancient	0	K
LTR-TE2199	specific	Ancient	0	K
LTR-TE2216	specific	Ancient	0	K
LTR-TE2218	specific	Ancient	0	K
LTR-TE2228	specific	Ancient	0	K
LTR-TE2233	specific	Ancient	0	K
LTR-TE2245	specific	Ancient	0	K
LTR-TE2272	specific	Ancient	0	K
LTR-TE2289	specific	Ancient	0	K
LTR-TE2302	specific	Ancient	0	K
LTR-TE2333	specific	Ancient	0	K
LTR-TE2343	specific	Ancient	0	K
LTR-TE2345	specific	Ancient	0	K
LTR-TE2351	specific	Ancient	0	K
LTR-TE2354	specific	Ancient	0	K
LTR-TE2367	specific	Ancient	0	K
LTR-TE2378	specific	Ancient	0	K
LTR-TE2397	specific	Ancient	0	K
LTR-TE2412	specific	Ancient	0	K
LTR-TE2418	specific	Ancient	0	K
LTR-TE2424	specific	Ancient	0	K
LTR-TE2429	specific	Ancient	0	K
LTR-TE2432	specific	Ancient	0	K
LTR-TE2433	specific	Ancient	0	K
LTR-TE18	specific	Ancient	0	K
LTR-TE20	specific	Ancient	0	K
LTR-TE45	specific	Ancient	0	K
LTR-TE54	specific	Ancient	0	K
LTR-TE61	specific	Ancient	0	K
LTR-TE66	specific	Ancient	0	K
LTR-TE82	specific	Ancient	0	K
LTR-TE85	specific	Ancient	0	K
LTR-TE86	specific	Ancient	0	K
LTR-TE118	specific	Ancient	0	K
LTR-TE119	specific	Ancient	0	K
LTR-TE130	specific	Ancient	0	K
LTR-TE165	specific	Ancient	1	K
LTR-TE174	specific	Ancient	0	K
LTR-TE190	specific	Ancient	0	K
LTR-TE198	specific	Ancient	0	K
LTR-TE225	specific	Ancient	0	K
LTR-TE241	specific	Ancient	0	K
LTR-TE242	specific	Ancient	0	K
LTR-TE250	specific	Ancient	0	K
LTR-TE251	specific	Ancient	0	K
LTR-TE253	specific	Ancient	0	K
LTR-TE277	specific	Ancient	0	K
LTR-TE278	specific	Ancient	0	K
LTR-TE282	specific	Ancient	0	K
LTR-TE285	specific	Ancient	0	K
LTR-TE288	specific	Ancient	0	K
LTR-TE361	specific	Ancient	0	K
LTR-TE372	specific	Ancient	0	K
LTR-TE384	specific	Ancient	0	K
LTR-TE395	specific	Ancient	0	K
LTR-TE409	specific	Ancient	0	K
LTR-TE416	specific	Ancient	0	K
LTR-TE433	specific	Ancient	0	K
LTR-TE444	specific	Ancient	0	K
LTR-TE456	specific	Ancient	0	K
LTR-TE466	specific	Ancient	1	K
LTR-TE474	specific	Ancient	1	K
LTR-TE483	specific	Ancient	0	K
LTR-TE489	specific	Ancient	0	K
LTR-TE524	specific	Ancient	0	K
LTR-TE530	specific	Ancient	0	K
LTR-TE555	specific	Ancient	0	K
LTR-TE562	specific	Ancient	0	K
LTR-TE583	specific	Ancient	0	K
LTR-TE619	specific	Ancient	0	K
LTR-TE622	specific	Ancient	0	K
LTR-TE634	specific	Ancient	0.2489748	K
LTR-TE662	specific	Ancient	0	K
LTR-TE665	specific	Ancient	0	K
LTR-TE672	specific	Ancient	0	K
LTR-TE673	specific	Ancient	0	K
LTR-TE677	specific	Ancient	0	K
LTR-TE680	specific	Ancient	0	K
LTR-TE696	specific	Ancient	0	K
LTR-TE702	specific	Ancient	0	K
LTR-TE721	specific	Ancient	0	K
LTR-TE731	specific	Ancient	0	K
LTR-TE732	specific	Ancient	0	K
LTR-TE734	specific	Ancient	0	K
LTR-TE742	specific	Ancient	0	K
LTR-TE750	specific	Ancient	0	K
LTR-TE760	specific	Ancient	0	K
LTR-TE770	specific	Ancient	0	K
LTR-TE801	specific	Ancient	0	K
LTR-TE814	specific	Ancient	0	K
LTR-TE824	specific	Ancient	0	K
LTR-TE826	specific	Ancient	0	K
LTR-TE832	specific	Ancient	0	K
LTR-TE855	specific	Ancient	0	K
LTR-TE888	specific	Ancient	0	K
LTR-TE916	specific	Ancient	0	K
LTR-TE919	specific	Ancient	0	K
LTR-TE928	specific	Ancient	0	K
LTR-TE930	specific	Ancient	0	K
LTR-TE931	specific	Ancient	0	K
LTR-TE939	specific	Ancient	0	K
LTR-TE945	specific	Ancient	0	K
LTR-TE957	specific	Ancient	0	K
LTR-TE961	specific	Ancient	0	K
LTR-TE983	specific	Ancient	0	K
LTR-TE995	specific	Ancient	0	K
LTR-TE1056	specific	Ancient	1	K
LTR-TE1080	specific	Ancient	0	K
LTR-TE1088	specific	Ancient	0	K
LTR-TE1110	specific	Ancient	0	K
LTR-TE1131	specific	Ancient	0	K
LTR-TE1159	specific	Ancient	0	K
LTR-TE1184	specific	Ancient	0	K
LTR-TE1219	specific	Ancient	0	K
LTR-TE1237	specific	Ancient	1	K
LTR-TE1243	specific	Ancient	0	K
LTR-TE1260	specific	Ancient	0	K
LTR-TE1266	specific	Ancient	0	K
LTR-TE1280	specific	Ancient	0	K
LTR-TE1293	specific	Ancient	0	K
LTR-TE1297	specific	Ancient	0	K
LTR-TE1298	specific	Ancient	0	K
LTR-TE1299	specific	Ancient	0	K
LTR-TE1311	specific	Ancient	0	K
LTR-TE1326	specific	Ancient	0	K
LTR-TE1327	specific	Ancient	0	K
LTR-TE1343	specific	Ancient	0	K
LTR-TE1357	specific	Ancient	1	K
LTR-TE1362	specific	Ancient	0	K
LTR-TE1375	specific	Ancient	0	K
LTR-TE1379	specific	Ancient	0	K
LTR-TE1380	specific	Ancient	0	K
LTR-TE1386	specific	Ancient	1	K
LTR-TE1391	specific	Ancient	0	K
LTR-TE1392	specific	Ancient	0	K
LTR-TE1405	specific	Ancient	0	K
LTR-TE1408	specific	Ancient	0	K
LTR-TE1436	specific	Ancient	0	K
LTR-TE1453	specific	Ancient	0	K
LTR-TE1474	specific	Ancient	0	K
LTR-TE1521	specific	Ancient	0	K
LTR-TE1537	specific	Ancient	0	K
LTR-TE1572	specific	Ancient	0	K
LTR-TE1606	specific	Ancient	0	K
LTR-TE1660	specific	Ancient	0	K
LTR-TE1667	specific	Ancient	0	K
LTR-TE1674	specific	Ancient	0	K
LTR-TE1679	specific	Ancient	0	K
LTR-TE1680	specific	Ancient	0	K
LTR-TE1710	specific	Ancient	0	K
LTR-TE1720	specific	Ancient	0	K
LTR-TE1723	specific	Ancient	0	K
LTR-TE1744	specific	Ancient	0	K
LTR-TE1755	specific	Ancient	0	K
LTR-TE1777	specific	Ancient	0	K
LTR-TE1784	specific	Ancient	0	K
LTR-TE1792	specific	Ancient	0	K
LTR-TE1801	specific	Ancient	0	K
LTR-TE1806	specific	Ancient	0	K
LTR-TE1811	specific	Ancient	0	K
LTR-TE1850	specific	Ancient	0	K
LTR-TE1863	specific	Ancient	0	K
LTR-TE1871	specific	Ancient	0	K
LTR-TE1886	specific	Ancient	0	K
LTR-TE1890	specific	Ancient	0	K
