index	type	TE	TEcoverage	genome
LTR-TE3645	conserved	Young	0	K
LTR-TE3658	conserved	Young	0	K
LTR-TE3671	conserved	Young	0	K
LTR-TE3676	conserved	Young	0	K
LTR-TE3681	conserved	Young	0	K
LTR-TE3682	conserved	Young	0	K
LTR-TE3687	conserved	Young	0	K
LTR-TE3690	conserved	Young	0	K
LTR-TE3691	conserved	Young	0	K
LTR-TE3693	conserved	Young	0	K
LTR-TE3698	conserved	Young	0	K
LTR-TE3708	conserved	Young	0	K
LTR-TE3715	conserved	Young	0	K
LTR-TE3730	conserved	Young	0	K
LTR-TE3731	conserved	Young	0	K
LTR-TE3732	conserved	Young	0	K
LTR-TE3738	conserved	Young	0	K
LTR-TE3743	conserved	Young	0	K
LTR-TE3756	conserved	Young	0	K
LTR-TE3761	conserved	Young	0	K
LTR-TE3771	conserved	Young	0	K
LTR-TE3772	conserved	Young	0	K
LTR-TE3778	conserved	Young	0	K
LTR-TE3784	conserved	Young	0	K
LTR-TE3786	conserved	Young	0	K
LTR-TE3789	conserved	Young	0	K
LTR-TE3794	conserved	Young	0	K
LTR-TE3797	conserved	Young	0	K
LTR-TE3803	conserved	Young	0	K
LTR-TE3808	conserved	Young	0	K
LTR-TE3809	conserved	Young	0	K
LTR-TE3816	conserved	Young	0	K
LTR-TE3817	conserved	Young	0	K
LTR-TE3818	conserved	Young	0	K
LTR-TE3819	conserved	Young	0	K
LTR-TE3839	conserved	Young	0	K
LTR-TE3841	conserved	Young	0	K
LTR-TE3842	conserved	Young	0	K
LTR-TE3845	conserved	Young	0	K
LTR-TE3847	conserved	Young	0	K
LTR-TE3850	conserved	Young	0	K
LTR-TE3852	conserved	Young	0	K
LTR-TE3856	conserved	Young	0	K
LTR-TE3863	conserved	Young	0	K
LTR-TE3865	conserved	Young	0.8723243	K
LTR-TE3866	conserved	Young	1	K
LTR-TE3868	conserved	Young	1	K
LTR-TE3894	conserved	Young	0	K
LTR-TE2439	conserved	Young	0	K
LTR-TE2440	conserved	Young	0	K
LTR-TE2444	conserved	Young	0	K
LTR-TE2449	conserved	Young	0	K
LTR-TE2450	conserved	Young	0	K
LTR-TE2453	conserved	Young	0	K
LTR-TE2454	conserved	Young	0	K
LTR-TE2455	conserved	Young	0	K
LTR-TE2465	conserved	Young	0	K
LTR-TE2473	conserved	Young	0	K
LTR-TE2474	conserved	Young	0	K
LTR-TE2477	conserved	Young	0	K
LTR-TE2478	conserved	Young	0	K
LTR-TE2479	conserved	Young	0	K
LTR-TE2482	conserved	Young	0	K
LTR-TE2495	conserved	Young	0	K
LTR-TE2499	conserved	Young	0	K
LTR-TE2501	conserved	Young	0	K
LTR-TE2515	conserved	Young	0	K
LTR-TE2526	conserved	Young	0	K
LTR-TE2547	conserved	Young	0	K
LTR-TE2557	conserved	Young	0	K
LTR-TE2568	conserved	Young	0	K
LTR-TE2570	conserved	Young	0	K
LTR-TE2588	conserved	Young	0	K
LTR-TE2591	conserved	Young	0	K
LTR-TE2592	conserved	Young	0	K
LTR-TE2593	conserved	Young	0	K
LTR-TE2601	conserved	Young	0	K
LTR-TE2610	conserved	Young	0	K
LTR-TE2612	conserved	Young	0	K
LTR-TE2618	conserved	Young	0	K
LTR-TE2642	conserved	Young	0	K
LTR-TE2643	conserved	Young	0	K
LTR-TE2644	conserved	Young	0	K
LTR-TE2648	conserved	Young	0	K
LTR-TE2660	conserved	Young	0	K
LTR-TE2664	conserved	Young	0	K
LTR-TE2666	conserved	Young	0	K
LTR-TE2668	conserved	Young	0	K
LTR-TE2673	conserved	Young	0	K
LTR-TE2684	conserved	Young	0	K
LTR-TE2702	conserved	Young	0	K
LTR-TE2703	conserved	Young	0	K
LTR-TE2704	conserved	Young	0	K
LTR-TE2705	conserved	Young	0	K
LTR-TE2708	conserved	Young	0	K
LTR-TE2723	conserved	Young	0	K
LTR-TE2725	conserved	Young	0	K
LTR-TE2730	conserved	Young	0	K
LTR-TE2741	conserved	Young	0	K
LTR-TE2750	conserved	Young	0	K
LTR-TE2753	conserved	Young	0	K
LTR-TE2755	conserved	Young	0	K
LTR-TE2765	conserved	Young	0	K
LTR-TE2766	conserved	Young	0	K
LTR-TE2767	conserved	Young	0	K
LTR-TE2781	conserved	Young	0	K
LTR-TE2783	conserved	Young	0	K
LTR-TE2785	conserved	Young	0	K
LTR-TE2787	conserved	Young	0	K
LTR-TE2798	conserved	Young	0	K
LTR-TE2801	conserved	Young	0	K
LTR-TE2810	conserved	Young	0	K
LTR-TE2818	conserved	Young	0	K
LTR-TE2829	conserved	Young	0	K
LTR-TE2844	conserved	Young	0	K
LTR-TE2864	conserved	Young	0	K
LTR-TE2872	conserved	Young	0	K
LTR-TE2878	conserved	Young	0	K
LTR-TE2879	conserved	Young	0	K
LTR-TE2880	conserved	Young	0	K
LTR-TE2883	conserved	Young	0	K
LTR-TE2887	conserved	Young	0	K
LTR-TE2895	conserved	Young	0	K
LTR-TE2898	conserved	Young	0	K
LTR-TE2905	conserved	Young	0	K
LTR-TE2909	conserved	Young	0	K
LTR-TE2923	conserved	Young	0	K
LTR-TE2924	conserved	Young	0	K
LTR-TE2931	conserved	Young	0	K
LTR-TE2935	conserved	Young	0	K
LTR-TE2940	conserved	Young	0	K
LTR-TE2950	conserved	Young	0	K
LTR-TE2963	conserved	Young	0	K
LTR-TE2965	conserved	Young	0	K
LTR-TE2976	conserved	Young	0	K
LTR-TE2977	conserved	Young	0	K
LTR-TE3008	conserved	Young	0	K
LTR-TE3011	conserved	Young	0	K
LTR-TE3014	conserved	Young	0	K
LTR-TE3022	conserved	Young	0	K
LTR-TE3024	conserved	Young	0	K
LTR-TE3028	conserved	Young	0	K
LTR-TE3032	conserved	Young	0	K
LTR-TE3044	conserved	Young	0	K
LTR-TE3060	conserved	Young	0	K
LTR-TE3073	conserved	Young	0	K
LTR-TE3076	conserved	Young	0	K
LTR-TE3079	conserved	Young	0	K
LTR-TE3099	conserved	Young	0	K
LTR-TE3101	conserved	Young	0	K
LTR-TE3102	conserved	Young	0	K
LTR-TE3117	conserved	Young	0	K
LTR-TE3122	conserved	Young	0	K
LTR-TE3124	conserved	Young	0	K
LTR-TE3136	conserved	Young	0	K
LTR-TE3141	conserved	Young	0	K
LTR-TE3142	conserved	Young	0	K
LTR-TE3151	conserved	Young	0	K
LTR-TE3153	conserved	Young	0	K
LTR-TE3154	conserved	Young	0	K
LTR-TE3157	conserved	Young	0	K
LTR-TE3163	conserved	Young	0	K
LTR-TE3164	conserved	Young	0	K
LTR-TE3166	conserved	Young	0	K
LTR-TE3171	conserved	Young	0	K
LTR-TE3178	conserved	Young	0	K
LTR-TE3209	conserved	Young	0	K
LTR-TE3214	conserved	Young	0	K
LTR-TE3219	conserved	Young	0	K
LTR-TE3223	conserved	Young	0	K
LTR-TE3234	conserved	Young	0	K
LTR-TE3246	conserved	Young	0	K
LTR-TE3259	conserved	Young	0	K
LTR-TE3265	conserved	Young	0	K
LTR-TE3266	conserved	Young	0	K
LTR-TE3267	conserved	Young	0	K
LTR-TE3269	conserved	Young	0	K
LTR-TE3274	conserved	Young	0	K
LTR-TE3279	conserved	Young	0	K
LTR-TE3282	conserved	Young	0	K
LTR-TE3296	conserved	Young	0	K
LTR-TE3307	conserved	Young	0	K
LTR-TE3311	conserved	Young	0	K
LTR-TE3318	conserved	Young	0	K
LTR-TE3326	conserved	Young	0	K
LTR-TE3327	conserved	Young	0	K
LTR-TE3333	conserved	Young	0	K
LTR-TE3337	conserved	Young	0	K
LTR-TE3345	conserved	Young	0	K
LTR-TE3349	conserved	Young	0	K
LTR-TE3382	conserved	Young	0	K
LTR-TE3407	conserved	Young	0	K
LTR-TE3409	conserved	Young	0	K
LTR-TE3417	conserved	Young	0	K
LTR-TE3424	conserved	Young	0	K
LTR-TE3426	conserved	Young	0	K
LTR-TE3430	conserved	Young	0	K
LTR-TE3442	conserved	Young	0	K
LTR-TE3444	conserved	Young	0	K
LTR-TE3449	conserved	Young	1	K
LTR-TE3473	conserved	Young	0	K
LTR-TE3475	conserved	Young	0	K
LTR-TE3486	conserved	Young	0	K
LTR-TE3492	conserved	Young	0	K
LTR-TE3497	conserved	Young	0	K
LTR-TE3510	conserved	Young	0	K
LTR-TE3515	conserved	Young	0	K
LTR-TE3521	conserved	Young	0	K
LTR-TE3531	conserved	Young	0	K
LTR-TE3557	conserved	Young	0	K
LTR-TE3559	conserved	Young	0	K
LTR-TE3569	conserved	Young	0	K
LTR-TE3589	conserved	Young	0	K
LTR-TE3595	conserved	Young	0	K
LTR-TE3605	conserved	Young	0	K
LTR-TE3610	conserved	Young	0	K
LTR-TE3620	conserved	Young	0	K
LTR-TE3621	conserved	Young	0	K
LTR-TE3625	conserved	Young	0	K
LTR-TE3639	conserved	Young	0	K
LTR-TE3640	conserved	Young	0	K
LTR-TE3646	conserved	Young	0	K
LTR-TE3647	conserved	Young	0	K
LTR-TE3651	conserved	Young	0	K
LTR-TE3656	conserved	Young	0	K
LTR-TE3661	conserved	Young	0	K
LTR-TE3662	conserved	Young	0	K
LTR-TE3672	conserved	Young	0	K
LTR-TE3675	conserved	Young	0	K
LTR-TE3694	conserved	Young	0	K
LTR-TE3695	conserved	Young	0	K
LTR-TE3713	conserved	Young	0	K
LTR-TE3717	conserved	Young	0	K
LTR-TE3719	conserved	Young	0	K
LTR-TE3727	conserved	Young	0	K
LTR-TE3744	conserved	Young	0	K
LTR-TE3757	conserved	Young	0	K
LTR-TE3765	conserved	Young	0	K
LTR-TE3766	conserved	Young	0	K
LTR-TE3779	conserved	Young	0	K
LTR-TE3780	conserved	Young	0	K
LTR-TE3791	conserved	Young	0	K
LTR-TE3795	conserved	Young	0	K
LTR-TE3810	conserved	Young	0	K
LTR-TE3813	conserved	Young	0	K
LTR-TE3820	conserved	Young	0	K
LTR-TE3821	conserved	Young	0	K
LTR-TE3851	conserved	Young	0	K
LTR-TE3854	conserved	Young	0	K
LTR-TE3858	conserved	Young	0	K
LTR-TE3884	conserved	Young	0	K
LTR-TE3888	conserved	Young	0	K
LTR-TE3893	conserved	Young	0	K
LTR-TE3897	conserved	Young	0	K
LTR-TE4377	conserved	Young	0	K
LTR-TE5278	conserved	Young	0	K
LTR-TE5279	conserved	Young	0	K
LTR-TE5393	conserved	Young	0	K
LTR-TE4143	conserved	Young	0	K
LTR-TE4185	conserved	Young	0	K
LTR-TE4241	conserved	Young	0	K
LTR-TE4399	conserved	Young	0	K
LTR-TE4400	conserved	Young	0	K
LTR-TE4423	conserved	Young	0	K
LTR-TE4446	conserved	Young	0	K
LTR-TE3906	conserved	Young	0	K
LTR-TE3941	conserved	Young	0	K
LTR-TE3944	conserved	Young	0	K
LTR-TE3951	conserved	Young	0	K
LTR-TE3959	conserved	Young	0	K
LTR-TE4066	conserved	Young	0	K
LTR-TE4102	conserved	Young	0	K
LTR-TE4151	conserved	Young	0	K
LTR-TE4173	conserved	Young	0	K
LTR-TE4187	conserved	Young	0	K
LTR-TE4235	conserved	Young	0	K
LTR-TE4255	conserved	Young	0	K
LTR-TE4302	conserved	Young	0	K
LTR-TE4340	conserved	Young	0	K
LTR-TE4433	conserved	Young	0	K
LTR-TE4436	conserved	Young	0	K
LTR-TE4457	conserved	Young	0	K
LTR-TE4484	conserved	Young	0	K
LTR-TE4518	conserved	Young	0	K
LTR-TE4520	conserved	Young	0	K
LTR-TE4617	conserved	Young	0	K
LTR-TE4661	conserved	Young	0	K
LTR-TE4697	conserved	Young	0	K
LTR-TE4718	conserved	Young	0	K
LTR-TE4802	conserved	Young	0	K
LTR-TE4810	conserved	Young	0	K
LTR-TE4820	conserved	Young	0	K
LTR-TE4840	conserved	Young	0	K
LTR-TE4854	conserved	Young	0	K
LTR-TE4886	conserved	Young	0	K
LTR-TE4937	conserved	Young	0	K
LTR-TE4977	conserved	Young	0	K
LTR-TE5043	conserved	Young	0	K
LTR-TE5049	conserved	Young	0	K
LTR-TE5056	conserved	Young	0	K
LTR-TE5060	conserved	Young	0	K
LTR-TE5088	conserved	Young	0	K
LTR-TE5099	conserved	Young	0	K
LTR-TE5149	conserved	Young	0	K
LTR-TE5163	conserved	Young	0	K
LTR-TE5227	conserved	Young	0	K
LTR-TE5308	conserved	Young	0	K
LTR-TE5317	conserved	Young	1	K
LTR-TE5330	conserved	Young	0	K
LTR-TE5347	conserved	Young	0	K
LTR-TE5385	conserved	Young	0	K
LTR-TE5396	conserved	Young	1	K
LTR-TE5405	conserved	Young	0	K
LTR-TE5423	conserved	Young	0	K
LTR-TE5462	conserved	Young	0	K
LTR-TE5463	conserved	Young	0	K
LTR-TE5537	conserved	Young	0	K
LTR-TE5574	conserved	Young	0	K
LTR-TE5773	conserved	Young	0	K
LTR-TE5784	conserved	Young	0	K
LTR-TE5823	conserved	Young	0	K
LTR-TE5842	conserved	Young	0	K
LTR-TE5850	conserved	Young	0	K
LTR-TE5851	conserved	Young	0	K
LTR-TE5856	conserved	Young	0	K
LTR-TE5869	conserved	Young	0	K
LTR-TE5893	conserved	Young	0	K
LTR-TE5902	conserved	Young	0	K
LTR-TE5942	conserved	Young	0	K
LTR-TE5963	conserved	Young	0	K
LTR-TE6007	conserved	Young	0	K
LTR-TE6009	conserved	Young	0	K
LTR-TE6022	conserved	Young	0	K
LTR-TE6050	conserved	Young	0	K
LTR-TE6197	conserved	Young	0	K
LTR-TE6207	conserved	Young	0	K
LTR-TE6236	conserved	Young	0	K
LTR-TE6268	conserved	Young	0	K
LTR-TE6278	conserved	Young	0	K
LTR-TE6342	conserved	Young	0	K
LTR-TE6366	conserved	Young	0	K
LTR-TE3901	conserved	Young	0	K
LTR-TE3902	conserved	Young	0	K
LTR-TE3903	conserved	Young	0	K
LTR-TE3909	conserved	Young	0	K
LTR-TE3913	conserved	Young	0	K
LTR-TE3918	conserved	Young	0	K
LTR-TE3920	conserved	Young	0	K
LTR-TE3921	conserved	Young	0	K
LTR-TE3927	conserved	Young	0	K
LTR-TE3930	conserved	Young	1	K
LTR-TE3931	conserved	Young	0	K
LTR-TE3946	conserved	Young	0	K
LTR-TE3957	conserved	Young	0	K
LTR-TE3961	conserved	Young	0	K
LTR-TE3966	conserved	Young	0	K
LTR-TE3970	conserved	Young	0	K
LTR-TE3995	conserved	Young	0	K
LTR-TE3996	conserved	Young	0	K
LTR-TE4003	conserved	Young	1	K
LTR-TE4008	conserved	Young	0	K
LTR-TE4009	conserved	Young	0	K
LTR-TE4010	conserved	Young	0	K
LTR-TE4019	conserved	Young	0	K
LTR-TE4021	conserved	Young	0	K
LTR-TE4026	conserved	Young	0	K
LTR-TE4031	conserved	Young	0	K
LTR-TE4034	conserved	Young	0	K
LTR-TE4039	conserved	Young	0	K
LTR-TE4042	conserved	Young	0	K
LTR-TE4049	conserved	Young	0	K
LTR-TE4055	conserved	Young	0	K
LTR-TE4057	conserved	Young	0	K
LTR-TE4065	conserved	Young	0	K
LTR-TE4067	conserved	Young	0	K
LTR-TE4068	conserved	Young	0	K
LTR-TE4069	conserved	Young	0	K
LTR-TE4071	conserved	Young	0	K
LTR-TE4072	conserved	Young	0	K
LTR-TE4073	conserved	Young	0	K
LTR-TE4074	conserved	Young	0	K
LTR-TE4075	conserved	Young	0	K
LTR-TE4080	conserved	Young	0	K
LTR-TE4085	conserved	Young	0	K
LTR-TE4086	conserved	Young	0	K
LTR-TE4090	conserved	Young	0	K
LTR-TE4091	conserved	Young	0	K
LTR-TE4098	conserved	Young	0	K
LTR-TE4100	conserved	Young	0	K
LTR-TE4101	conserved	Young	0	K
LTR-TE4107	conserved	Young	0	K
LTR-TE4136	conserved	Young	0	K
LTR-TE4137	conserved	Young	0	K
LTR-TE4138	conserved	Young	0	K
LTR-TE4141	conserved	Young	0	K
LTR-TE4149	conserved	Young	1	K
LTR-TE4155	conserved	Young	0	K
LTR-TE4157	conserved	Young	0	K
LTR-TE4164	conserved	Young	0	K
LTR-TE4176	conserved	Young	1	K
LTR-TE4183	conserved	Young	0	K
LTR-TE4188	conserved	Young	0	K
LTR-TE4189	conserved	Young	0	K
LTR-TE4191	conserved	Young	0	K
LTR-TE4193	conserved	Young	0	K
LTR-TE4195	conserved	Young	0	K
LTR-TE4196	conserved	Young	0	K
LTR-TE4197	conserved	Young	1	K
LTR-TE4204	conserved	Young	0	K
LTR-TE4205	conserved	Young	0	K
LTR-TE4212	conserved	Young	0	K
LTR-TE4217	conserved	Young	0	K
LTR-TE4221	conserved	Young	0	K
LTR-TE4229	conserved	Young	0.8008748	K
LTR-TE4230	conserved	Young	0	K
LTR-TE4233	conserved	Young	0	K
LTR-TE4236	conserved	Young	0	K
LTR-TE4242	conserved	Young	0	K
LTR-TE4243	conserved	Young	0	K
LTR-TE4245	conserved	Young	0	K
LTR-TE4254	conserved	Young	0	K
LTR-TE4259	conserved	Young	0	K
LTR-TE4260	conserved	Young	0	K
LTR-TE4265	conserved	Young	0	K
LTR-TE4270	conserved	Young	0	K
LTR-TE4277	conserved	Young	0	K
LTR-TE4284	conserved	Young	0	K
LTR-TE4286	conserved	Young	0	K
LTR-TE4289	conserved	Young	1	K
LTR-TE4290	conserved	Young	1	K
LTR-TE4292	conserved	Young	0	K
LTR-TE4304	conserved	Young	0	K
LTR-TE4310	conserved	Young	0	K
LTR-TE4315	conserved	Young	0	K
LTR-TE4319	conserved	Young	0	K
LTR-TE4320	conserved	Young	0	K
LTR-TE4323	conserved	Young	0	K
LTR-TE4329	conserved	Young	0	K
LTR-TE4331	conserved	Young	0	K
LTR-TE4332	conserved	Young	0	K
LTR-TE4341	conserved	Young	0	K
LTR-TE4342	conserved	Young	0	K
LTR-TE4356	conserved	Young	0	K
LTR-TE4357	conserved	Young	0	K
LTR-TE4367	conserved	Young	0	K
LTR-TE4369	conserved	Young	0	K
LTR-TE4370	conserved	Young	0	K
LTR-TE4376	conserved	Young	0	K
LTR-TE4379	conserved	Young	0	K
LTR-TE4381	conserved	Young	0	K
LTR-TE4393	conserved	Young	0	K
LTR-TE4403	conserved	Young	0	K
LTR-TE4404	conserved	Young	0	K
LTR-TE4407	conserved	Young	0	K
LTR-TE4408	conserved	Young	0	K
LTR-TE4428	conserved	Young	0	K
LTR-TE4434	conserved	Young	0	K
LTR-TE4440	conserved	Young	0	K
LTR-TE4441	conserved	Young	0	K
LTR-TE4447	conserved	Young	0	K
LTR-TE4449	conserved	Young	0	K
LTR-TE4459	conserved	Young	0	K
LTR-TE4464	conserved	Young	0	K
LTR-TE4465	conserved	Young	0	K
LTR-TE4470	conserved	Young	0	K
LTR-TE4479	conserved	Young	0	K
LTR-TE4495	conserved	Young	0	K
LTR-TE4498	conserved	Young	0	K
LTR-TE4500	conserved	Young	0	K
LTR-TE4506	conserved	Young	0	K
LTR-TE4509	conserved	Young	0	K
LTR-TE4510	conserved	Young	0	K
LTR-TE4511	conserved	Young	0	K
LTR-TE4512	conserved	Young	0	K
LTR-TE4521	conserved	Young	0	K
LTR-TE4523	conserved	Young	0	K
LTR-TE4528	conserved	Young	0	K
LTR-TE4533	conserved	Young	0	K
LTR-TE4536	conserved	Young	0	K
LTR-TE4538	conserved	Young	0	K
LTR-TE4540	conserved	Young	0	K
LTR-TE4544	conserved	Young	0	K
LTR-TE4553	conserved	Young	0	K
LTR-TE4558	conserved	Young	0	K
LTR-TE4562	conserved	Young	0	K
LTR-TE4564	conserved	Young	0	K
LTR-TE4568	conserved	Young	0	K
LTR-TE4575	conserved	Young	1	K
LTR-TE4580	conserved	Young	0	K
LTR-TE4583	conserved	Young	0	K
LTR-TE4591	conserved	Young	0	K
LTR-TE4592	conserved	Young	0	K
LTR-TE4593	conserved	Young	0	K
LTR-TE4594	conserved	Young	0	K
LTR-TE4597	conserved	Young	0	K
LTR-TE4613	conserved	Young	0	K
LTR-TE4619	conserved	Young	0	K
LTR-TE4620	conserved	Young	0	K
LTR-TE4622	conserved	Young	0	K
LTR-TE4623	conserved	Young	0	K
LTR-TE4625	conserved	Young	0	K
LTR-TE4628	conserved	Young	0	K
LTR-TE4629	conserved	Young	0	K
LTR-TE4634	conserved	Young	0	K
LTR-TE4635	conserved	Young	0	K
LTR-TE4643	conserved	Young	0	K
LTR-TE4646	conserved	Young	0	K
LTR-TE4649	conserved	Young	0	K
LTR-TE4650	conserved	Young	0	K
LTR-TE4657	conserved	Young	0	K
LTR-TE4659	conserved	Young	0	K
LTR-TE4662	conserved	Young	0	K
LTR-TE4663	conserved	Young	0	K
LTR-TE4678	conserved	Young	0	K
LTR-TE4679	conserved	Young	0	K
LTR-TE4681	conserved	Young	0	K
LTR-TE4686	conserved	Young	0	K
LTR-TE4689	conserved	Young	0	K
LTR-TE4690	conserved	Young	0	K
LTR-TE4691	conserved	Young	0	K
LTR-TE4704	conserved	Young	0	K
LTR-TE4707	conserved	Young	0	K
LTR-TE4708	conserved	Young	0	K
LTR-TE4714	conserved	Young	0	K
LTR-TE4715	conserved	Young	0	K
LTR-TE4722	conserved	Young	0	K
LTR-TE4725	conserved	Young	0	K
LTR-TE4727	conserved	Young	0	K
LTR-TE4728	conserved	Young	0	K
LTR-TE4729	conserved	Young	0	K
LTR-TE4733	conserved	Young	0	K
LTR-TE4734	conserved	Young	0	K
LTR-TE4739	conserved	Young	0	K
LTR-TE4745	conserved	Young	0	K
LTR-TE4747	conserved	Young	0	K
LTR-TE4760	conserved	Young	0	K
LTR-TE4764	conserved	Young	0	K
LTR-TE4765	conserved	Young	0	K
LTR-TE4766	conserved	Young	0	K
LTR-TE4771	conserved	Young	0	K
LTR-TE4772	conserved	Young	0	K
LTR-TE4776	conserved	Young	0	K
LTR-TE4777	conserved	Young	0	K
LTR-TE4778	conserved	Young	0	K
LTR-TE4784	conserved	Young	0	K
LTR-TE4795	conserved	Young	0	K
LTR-TE4803	conserved	Young	0	K
LTR-TE4805	conserved	Young	0	K
LTR-TE4809	conserved	Young	0	K
LTR-TE4814	conserved	Young	0	K
LTR-TE4827	conserved	Young	0	K
LTR-TE4829	conserved	Young	0	K
LTR-TE4835	conserved	Young	0	K
LTR-TE4839	conserved	Young	0	K
LTR-TE4841	conserved	Young	0	K
LTR-TE4844	conserved	Young	0	K
LTR-TE4846	conserved	Young	0	K
LTR-TE4847	conserved	Young	0	K
LTR-TE4849	conserved	Young	0	K
LTR-TE4852	conserved	Young	0	K
LTR-TE4863	conserved	Young	0	K
LTR-TE4867	conserved	Young	0	K
LTR-TE4869	conserved	Young	0	K
LTR-TE4871	conserved	Young	0	K
LTR-TE4878	conserved	Young	0	K
LTR-TE4879	conserved	Young	0	K
LTR-TE4884	conserved	Young	0	K
LTR-TE4885	conserved	Young	0	K
LTR-TE4888	conserved	Young	0	K
LTR-TE4890	conserved	Young	0	K
LTR-TE4891	conserved	Young	0	K
LTR-TE4893	conserved	Young	0	K
LTR-TE4895	conserved	Young	0	K
LTR-TE4896	conserved	Young	0	K
LTR-TE4899	conserved	Young	0	K
LTR-TE4902	conserved	Young	0	K
LTR-TE4910	conserved	Young	0	K
LTR-TE4918	conserved	Young	0	K
LTR-TE4940	conserved	Young	0	K
LTR-TE4941	conserved	Young	0	K
LTR-TE4942	conserved	Young	0	K
LTR-TE4943	conserved	Young	0	K
LTR-TE4946	conserved	Young	0	K
LTR-TE4947	conserved	Young	0	K
LTR-TE4963	conserved	Young	0	K
LTR-TE4966	conserved	Young	0	K
LTR-TE4979	conserved	Young	0	K
LTR-TE4993	conserved	Young	0	K
LTR-TE4994	conserved	Young	0	K
LTR-TE4997	conserved	Young	0	K
LTR-TE5000	conserved	Young	0	K
LTR-TE5002	conserved	Young	0	K
LTR-TE5006	conserved	Young	0	K
LTR-TE5012	conserved	Young	0	K
LTR-TE5013	conserved	Young	0	K
LTR-TE5024	conserved	Young	0	K
LTR-TE5026	conserved	Young	0	K
LTR-TE5040	conserved	Young	0	K
LTR-TE5045	conserved	Young	0	K
LTR-TE5047	conserved	Young	0	K
LTR-TE5051	conserved	Young	0	K
LTR-TE5057	conserved	Young	0	K
LTR-TE5058	conserved	Young	0	K
LTR-TE5061	conserved	Young	0	K
LTR-TE5064	conserved	Young	0	K
LTR-TE5071	conserved	Young	0	K
LTR-TE5072	conserved	Young	0	K
LTR-TE5077	conserved	Young	0	K
LTR-TE5083	conserved	Young	0	K
LTR-TE5085	conserved	Young	0	K
LTR-TE5087	conserved	Young	0	K
LTR-TE5092	conserved	Young	0	K
LTR-TE5096	conserved	Young	0	K
LTR-TE5097	conserved	Young	0	K
LTR-TE5108	conserved	Young	0	K
LTR-TE5109	conserved	Young	0	K
LTR-TE5114	conserved	Young	0	K
LTR-TE5115	conserved	Young	0	K
LTR-TE5117	conserved	Young	0	K
LTR-TE5119	conserved	Young	0	K
LTR-TE5120	conserved	Young	0	K
LTR-TE5121	conserved	Young	0	K
LTR-TE5122	conserved	Young	0	K
LTR-TE5123	conserved	Young	0	K
LTR-TE5139	conserved	Young	0	K
LTR-TE5141	conserved	Young	0	K
LTR-TE5145	conserved	Young	0	K
LTR-TE5152	conserved	Young	0	K
LTR-TE5157	conserved	Young	0	K
LTR-TE5165	conserved	Young	0.5100725	K
LTR-TE5166	conserved	Young	0	K
LTR-TE5170	conserved	Young	0	K
LTR-TE5172	conserved	Young	0	K
LTR-TE5182	conserved	Young	0	K
LTR-TE5187	conserved	Young	0	K
LTR-TE5197	conserved	Young	0	K
LTR-TE5201	conserved	Young	0	K
LTR-TE5205	conserved	Young	0	K
LTR-TE5217	conserved	Young	0	K
LTR-TE5249	conserved	Young	1	K
LTR-TE5252	conserved	Young	0	K
LTR-TE5256	conserved	Young	0	K
LTR-TE5270	conserved	Young	0	K
LTR-TE5274	conserved	Young	0	K
LTR-TE5287	conserved	Young	0	K
LTR-TE5300	conserved	Young	0	K
LTR-TE5306	conserved	Young	0	K
LTR-TE5315	conserved	Young	0	K
LTR-TE5316	conserved	Young	1	K
LTR-TE5322	conserved	Young	0	K
LTR-TE5324	conserved	Young	0	K
LTR-TE5325	conserved	Young	0	K
LTR-TE5326	conserved	Young	0	K
LTR-TE5337	conserved	Young	0	K
LTR-TE5344	conserved	Young	0	K
LTR-TE5345	conserved	Young	0	K
LTR-TE5350	conserved	Young	0	K
LTR-TE5368	conserved	Young	0	K
LTR-TE5372	conserved	Young	0	K
LTR-TE5373	conserved	Young	0	K
LTR-TE5375	conserved	Young	0	K
LTR-TE5378	conserved	Young	0	K
LTR-TE5397	conserved	Young	0	K
LTR-TE5399	conserved	Young	0	K
LTR-TE5401	conserved	Young	0	K
LTR-TE5435	conserved	Young	0	K
LTR-TE5452	conserved	Young	0	K
LTR-TE5455	conserved	Young	0	K
LTR-TE5464	conserved	Young	0	K
LTR-TE5473	conserved	Young	0	K
LTR-TE5474	conserved	Young	0	K
LTR-TE5482	conserved	Young	0	K
LTR-TE5496	conserved	Young	0	K
LTR-TE5497	conserved	Young	0	K
LTR-TE5504	conserved	Young	0	K
LTR-TE5507	conserved	Young	0	K
LTR-TE5515	conserved	Young	0	K
LTR-TE5520	conserved	Young	0	K
LTR-TE5526	conserved	Young	0	K
LTR-TE5527	conserved	Young	0	K
LTR-TE5529	conserved	Young	0	K
LTR-TE5541	conserved	Young	0	K
LTR-TE5547	conserved	Young	0	K
LTR-TE5552	conserved	Young	0	K
LTR-TE5553	conserved	Young	0	K
LTR-TE5570	conserved	Young	0	K
LTR-TE5577	conserved	Young	0	K
LTR-TE5580	conserved	Young	0	K
LTR-TE5589	conserved	Young	1	K
LTR-TE5590	conserved	Young	1	K
LTR-TE5592	conserved	Young	0	K
LTR-TE5596	conserved	Young	0	K
LTR-TE5601	conserved	Young	0	K
LTR-TE5605	conserved	Young	0	K
LTR-TE5616	conserved	Young	0	K
LTR-TE5619	conserved	Young	0	K
LTR-TE5620	conserved	Young	0	K
LTR-TE5665	conserved	Young	0	K
