index	FPKM	status	genome
Grot_11G019440	13.872108	AAB	K
Grot_11G019450	0.016803	AAB	K
Grot_11G019480	4.161483	AAB	K
Grot_11G019490	16.189375	AAB	K
Grot_11G019500	21.800554	AAB	K
Grot_11G019510	1.353419	AAB	K
Grot_11G019660	121.733437	AAB	K
Grot_11G019670	3.084682	AAB	K
Grot_11G019730	24.015915	AAB	K
Grot_11G019740	19.089861	AAB	K
Grot_11G019750	36.641968	AAB	K
Grot_11G019760	3.245311	AAB	K
Grot_11G019780	2.620419	AAB	K
Grot_11G019800	13.485485	AAB	K
Grot_11G019810	0	AAB	K
Grot_11G019820	28.190182	AAB	K
Grot_11G021450	17.364388	AAB	K
Grot_11G022180	0.615772	AAB	K
Grot_11G022200	0	AAB	K
Grot_11G022220	6.378455	AAB	K
Grot_11G022250	9.770127	AAB	K
Grot_11G022260	11.987207	AAB	K
Grot_11G022270	0	AAB	K
Grot_11G022280	13.504691	AAB	K
Grot_11G023920	0	AAB	K
Grot_11G023940	0.763082	AAB	K
Grot_11G023950	93.512444	AAB	K
Grot_12G021720	23.447163	AAB	K
Grot_12G021710	7.267857	AAB	K
Grot_12G021670	23.335712	AAB	K
Grot_12G021630	49.032772	AAB	K
Grot_12G021580	0	AAB	K
Grot_12G021480	1.807365	AAB	K
Grot_12G021470	14.852773	AAB	K
Grot_12G021440	0	AAB	K
Grot_12G021430	8.642497	AAB	K
Grot_12G021420	23.933226	AAB	K
Grot_12G021410	18.084986	AAB	K
Grot_12G021400	34.711689	AAB	K
Grot_12G021390	8.197934	AAB	K
Grot_12G021380	1.279873	AAB	K
Grot_12G021210	21.070726	AAB	K
Grot_12G021200	9.641527	AAB	K
Grot_12G021190	12.98186	AAB	K
Grot_12G021180	31.09877	AAB	K
Grot_12G021170	0.045315	AAB	K
Grot_12G021160	18.203247	AAB	K
Grot_12G021150	3.015961	AAB	K
Grot_12G021140	52.91391	AAB	K
Grot_12G021130	0	AAB	K
Grot_12G021120	1.846505	AAB	K
Grot_12G021090	8.836902	AAB	K
Grot_12G021080	7.638274	AAB	K
Grot_12G021070	4.086109	AAB	K
Grot_12G021060	2.661708	AAB	K
Grot_12G021050	28.970709	AAB	K
Grot_12G021040	16.762861	AAB	K
Grot_12G021030	0.442039	AAB	K
Grot_12G021020	0	AAB	K
Grot_12G021000	24.273603	AAB	K
Grot_12G020990	7.371091	AAB	K
Grot_12G020980	4.508175	AAB	K
Grot_12G020970	34.107437	AAB	K
Grot_12G020960	41.310005	AAB	K
Grot_12G020950	55.239525	AAB	K
Grot_12G020940	24.705954	AAB	K
Grot_12G019860	0.706078	AAB	K
Grot_12G019830	0	AAB	K
Grot_12G019820	0	AAB	K
Grot_12G019810	13.295275	AAB	K
Grot_12G019790	7.364767	AAB	K
Grot_12G019780	18.37821	AAB	K
Grot_12G019770	23.292118	AAB	K
Grot_12G019760	8.259672	AAB	K
Grot_12G019750	0	AAB	K
Grot_12G019740	45.79052	AAB	K
Grot_12G019730	4.570807	AAB	K
Grot_12G019710	0	AAB	K
Grot_12G019700	4.679071	AAB	K
Grot_12G019680	7.970447	AAB	K
Grot_12G019670	33.117538	AAB	K
Grot_12G019660	15.910344	AAB	K
Grot_12G019650	9.947066	AAB	K
Grot_12G019640	10.498299	AAB	K
Grot_12G019630	107.092316	AAB	K
Grot_12G019620	22.188616	AAB	K
Grot_12G019610	1.172559	AAB	K
Grot_12G019600	11.615732	AAB	K
Grot_12G019590	23.311834	AAB	K
Grot_12G019580	4.254127	AAB	K
Grot_12G019570	13.816644	AAB	K
Grot_12G019560	7.811251	AAB	K
Grot_12G019550	9.866359	AAB	K
Grot_12G019540	19.949272	AAB	K
Grot_12G019530	1.044286	AAB	K
Grot_12G019500	0	AAB	K
Grot_12G019490	0	AAB	K
Grot_12G019450	0.932044	AAB	K
Grot_12G019440	0	AAB	K
Grot_12G019420	0	AAB	K
Grot_12G019380	2.900201	AAB	K
Grot_12G019360	0	AAB	K
Grot_12G019330	0.356575	AAB	K
Grot_12G019320	185.237503	AAB	K
Grot_12G019290	0.033162	AAB	K
Grot_12G019280	0	AAB	K
Grot_12G019230	39.921745	AAB	K
Grot_12G019220	47.851341	AAB	K
Grot_12G018530	16.023689	AAB	K
Grot_12G018520	1.613038	AAB	K
Grot_12G018510	13.518962	AAB	K
Grot_12G018500	28.314394	AAB	K
Grot_12G018150	31.697897	AAB	K
Grot_12G018130	8.761737	AAB	K
Grot_12G018120	8.210918	AAB	K
Grot_12G018090	137.332367	AAB	K
Grot_12G018080	0	AAB	K
Grot_12G018070	1.822074	AAB	K
Grot_12G018060	0	AAB	K
Grot_12G018050	0	AAB	K
Grot_12G018040	14.353706	AAB	K
Grot_12G018030	56.208675	AAB	K
Grot_12G018010	14.251103	AAB	K
Grot_12G017990	26.903959	AAB	K
Grot_12G017880	0	AAB	K
Grot_12G017860	0.203273	AAB	K
Grot_12G017850	25.82461	AAB	K
Grot_12G017840	8.18131	AAB	K
Grot_12G017820	0.305803	AAB	K
Grot_12G017810	0	AAB	K
Grot_12G017800	45.342583	AAB	K
Grot_12G017790	0	AAB	K
Grot_12G017780	0.366539	AAB	K
Grot_12G017770	2.596553	AAB	K
Grot_12G017760	41.459759	AAB	K
Grot_12G017720	0.852624	AAB	K
Grot_12G017700	7.896579	AAB	K
Grot_12G017680	0	AAB	K
Grot_12G017590	2.85534	AAB	K
Grot_12G017560	0.286473	AAB	K
Grot_12G017540	20.226736	AAB	K
Grot_12G017530	1.315301	AAB	K
Grot_12G017520	3.88475	AAB	K
Grot_12G017510	15.609013	AAB	K
Grot_12G017490	9.754146	AAB	K
Grot_12G017480	6.149795	AAB	K
Grot_12G017470	0.051833	AAB	K
Grot_12G016710	7.215186	AAB	K
Grot_12G016730	0	AAB	K
Grot_12G016770	28.784906	AAB	K
Grot_12G016780	0.752041	AAB	K
Grot_12G016800	1.025407	AAB	K
Grot_12G016850	9.880907	AAB	K
Grot_12G016870	2.072887	AAB	K
Grot_12G016880	6.94623	AAB	K
Grot_12G016910	6.157582	AAB	K
Grot_12G016960	6.390114	AAB	K
Grot_12G016970	16.028706	AAB	K
Grot_12G016980	29.082928	AAB	K
Grot_12G017020	0.431716	AAB	K
Grot_12G017030	0.496855	AAB	K
Grot_12G017040	14.595857	AAB	K
Grot_12G017060	1.240926	AAB	K
Grot_12G017070	0	AAB	K
Grot_12G017080	8.40841	AAB	K
Grot_12G017090	19.511555	AAB	K
Grot_12G017100	4.510262	AAB	K
Grot_12G017110	41.083469	AAB	K
Grot_12G017160	11.780524	AAB	K
Grot_12G017310	0.14019	AAB	K
Grot_12G017320	4.61271	AAB	K
Grot_12G013790	64.046593	AAB	K
Grot_12G013780	5.086642	AAB	K
Grot_12G013770	5.021171	AAB	K
Grot_12G013750	27.237335	AAB	K
Grot_12G013740	2.23569	AAB	K
Grot_12G013730	21.844864	AAB	K
Grot_12G013720	121.055344	AAB	K
Grot_12G013690	0.12921	AAB	K
Grot_12G013680	3.551099	AAB	K
Grot_12G013650	14.44216	AAB	K
Grot_12G013420	0.38063	AAB	K
Grot_12G013300	9.020019	AAB	K
Grot_12G013240	0.091409	AAB	K
Grot_12G013230	38.391014	AAB	K
Grot_12G013220	9.900769	AAB	K
Grot_12G013210	14.527738	AAB	K
Grot_12G012870	17.27442	AAB	K
Grot_12G012840	5.68783	AAB	K
Grot_12G012820	0	AAB	K
Grot_12G012810	8.337788	AAB	K
Grot_12G012790	0.085316	AAB	K
Grot_12G012780	0	AAB	K
Grot_12G012740	0.072296	AAB	K
Grot_12G012730	0.382812	AAB	K
Grot_12G012710	7.997779	AAB	K
Grot_12G012680	4.536411	AAB	K
Grot_12G016120	0.756119	AAB	K
Grot_12G016020	1.249227	AAB	K
Grot_12G016010	6.975274	AAB	K
Grot_12G015770	13.172791	AAB	K
Grot_12G015780	2.679487	AAB	K
Grot_12G015800	2.563877	AAB	K
Grot_12G015820	6.531696	AAB	K
Grot_12G015830	36.874786	AAB	K
Grot_12G015840	1.462438	AAB	K
Grot_12G015590	10.001196	AAB	K
Grot_12G015540	18.30711	AAB	K
Grot_12G015500	11.144488	AAB	K
Grot_12G015460	22.595894	AAB	K
Grot_12G015450	24.198233	AAB	K
Grot_12G015440	22.031874	AAB	K
Grot_12G015030	10.288167	AAB	K
Grot_12G015060	0	AAB	K
Grot_12G015100	0	AAB	K
Grot_12G015130	0.033093	AAB	K
Grot_12G015150	25.795561	AAB	K
Grot_12G012650	0	AAB	K
Grot_12G012640	0	AAB	K
Grot_12G012630	9.474537	AAB	K
Grot_12G012610	21.258171	AAB	K
Grot_12G012140	0.735524	AAB	K
Grot_12G012130	0	AAB	K
Grot_12G012110	24.088034	AAB	K
Grot_12G012100	28.241125	AAB	K
Grot_12G012070	17.934072	AAB	K
Grot_12G012030	0.387793	AAB	K
Grot_12G012020	0	AAB	K
Grot_12G012010	0.20288	AAB	K
Grot_12G012000	0.346312	AAB	K
Grot_12G011980	61.60693	AAB	K
Grot_12G011970	4.734924	AAB	K
Grot_12G011960	19.408855	AAB	K
Grot_12G010970	0	AAB	K
Grot_12G010900	0.223262	AAB	K
Grot_12G010890	3.576787	AAB	K
Grot_12G010870	23.064001	AAB	K
Grot_12G010740	0.035962	AAB	K
Grot_12G010720	0	AAB	K
Grot_12G010440	8.460597	AAB	K
Grot_12G010430	19.388685	AAB	K
Grot_12G009520	8.712241	AAB	K
Grot_12G009470	3.231463	AAB	K
Grot_12G008010	0	AAB	K
Grot_12G007990	0.056264	AAB	K
Grot_12G007980	0	AAB	K
Grot_12G007960	0	AAB	K
Grot_12G006870	31.74247	AAB	K
Grot_12G006860	2.177879	AAB	K
Grot_12G006850	26.674187	AAB	K
Grot_12G006830	0	AAB	K
Grot_12G006760	0.123418	AAB	K
Grot_12G006750	18.641401	AAB	K
Grot_12G005910	56.098618	AAB	K
Grot_12G005880	0.014017	AAB	K
Grot_03G004450	14.523818	AAB	K
Grot_03G004540	43.135761	AAB	K
Grot_03G004600	27.490913	AAB	K
Grot_03G004670	270.112854	AAB	K
Grot_13G022530	0	AAB	K
Grot_13G022500	21.170494	AAB	K
Grot_13G022080	0.147147	AAB	K
Grot_13G022060	0	AAB	K
Grot_13G022050	2.516286	AAB	K
Grot_13G021770	15.124021	AAB	K
Grot_13G021760	10.698182	AAB	K
Grot_13G021750	0.847633	AAB	K
Grot_13G021740	5.236356	AAB	K
Grot_13G021730	5.755663	AAB	K
Grot_13G021720	17.024717	AAB	K
Grot_13G021710	0	AAB	K
Grot_13G021690	0.427459	AAB	K
Grot_13G020650	2.691277	AAB	K
Grot_13G020740	4.085424	AAB	K
Grot_13G020780	22.047379	AAB	K
Grot_13G020840	123.434265	AAB	K
Grot_13G020850	51.567398	AAB	K
Grot_13G020990	78.193588	AAB	K
Grot_13G021000	20.802893	AAB	K
Grot_13G021590	0.901942	AAB	K
Grot_13G021610	26.187115	AAB	K
Grot_13G020600	19.903278	AAB	K
Grot_13G020590	33.802406	AAB	K
Grot_13G020570	13.880353	AAB	K
Grot_13G020530	0.579326	AAB	K
Grot_13G020400	1.257702	AAB	K
Grot_13G020380	11.459116	AAB	K
Grot_13G020370	11.116065	AAB	K
Grot_13G020310	5.346144	AAB	K
Grot_13G020300	17.424681	AAB	K
Grot_13G020280	15.570795	AAB	K
Grot_13G020270	34.496353	AAB	K
Grot_13G020200	8.479774	AAB	K
Grot_13G020170	0.104114	AAB	K
Grot_13G020130	1.392943	AAB	K
Grot_13G019940	0.018037	AAB	K
Grot_13G019930	0.487224	AAB	K
Grot_13G019910	43.411697	AAB	K
Grot_13G019900	15.25901	AAB	K
Grot_13G019890	2.428639	AAB	K
Grot_13G019860	0.167476	AAB	K
Grot_13G019840	1.628061	AAB	K
Grot_13G019820	3.800234	AAB	K
Grot_13G019810	20.966206	AAB	K
Grot_13G019370	56.806644	AAB	K
Grot_13G019350	0.045059	AAB	K
Grot_13G019280	1.504845	AAB	K
Grot_13G019130	20.680195	AAB	K
Grot_13G019120	12.036197	AAB	K
Grot_13G019110	0	AAB	K
Grot_13G019100	0.144189	AAB	K
Grot_13G019080	5.022949	AAB	K
Grot_13G019060	1.218526	AAB	K
Grot_13G019040	2.201085	AAB	K
Grot_13G019010	0	AAB	K
Grot_13G018990	9.078806	AAB	K
Grot_13G018710	0.063803	AAB	K
Grot_13G018690	0	AAB	K
Grot_13G018590	0.64049	AAB	K
Grot_13G018580	6.657975	AAB	K
Grot_13G018480	10.928064	AAB	K
Grot_13G018470	0	AAB	K
Grot_13G018360	0	AAB	K
Grot_13G018330	12.383209	AAB	K
Grot_13G018320	0.027644	AAB	K
Grot_13G018160	12.706713	AAB	K
Grot_13G018150	2.180525	AAB	K
Grot_13G017990	0	AAB	K
Grot_13G017520	8.128346	AAB	K
Grot_13G017650	42.704391	AAB	K
Grot_13G017630	39.349422	AAB	K
Grot_13G017600	96.095589	AAB	K
Grot_13G017590	39.181591	AAB	K
Grot_13G017580	14.143495	AAB	K
Grot_13G016830	4.368454	AAB	K
Grot_13G016820	2.120859	AAB	K
Grot_13G016780	0	AAB	K
Grot_13G016110	0.049963	AAB	K
Grot_13G016000	12.125245	AAB	K
Grot_13G015990	19.987358	AAB	K
Grot_13G015970	13.601471	AAB	K
Grot_13G015950	4.37008	AAB	K
Grot_13G015940	0.025644	AAB	K
Grot_13G015920	8.379528	AAB	K
Grot_13G015150	0	AAB	K
Grot_13G015140	32.46019	AAB	K
Grot_13G015100	0	AAB	K
Grot_13G015060	0.341331	AAB	K
Grot_13G015030	1.597818	AAB	K
Grot_13G014970	0	AAB	K
Grot_13G014950	13.08484	AAB	K
Grot_13G014890	0	AAB	K
Grot_13G014880	4.604116	AAB	K
Grot_13G014860	6.321444	AAB	K
Grot_13G014840	9.370631	AAB	K
Grot_13G014830	1.730434	AAB	K
Grot_13G014820	1.453422	AAB	K
Grot_13G014810	1.917017	AAB	K
Grot_13G014740	42.540398	AAB	K
Grot_13G014720	11.979	AAB	K
Grot_13G014600	0.452607	AAB	K
Grot_13G014590	4.437445	AAB	K
Grot_13G014580	0	AAB	K
Grot_13G014510	29.196327	AAB	K
Grot_13G014340	4.374381	AAB	K
Grot_13G014200	10.589795	AAB	K
Grot_13G014190	18.939142	AAB	K
Grot_13G014150	0	AAB	K
Grot_13G014140	2.924421	AAB	K
Grot_13G014000	8.536036	AAB	K
Grot_13G013990	40.781605	AAB	K
Grot_13G013970	9.92526	AAB	K
Grot_13G013960	3.096473	AAB	K
Grot_13G013870	1.305736	AAB	K
Grot_13G013830	5.097075	AAB	K
Grot_13G013810	42.791119	AAB	K
Grot_13G013800	21.554335	AAB	K
Grot_13G013500	15.958036	AAB	K
Grot_13G013480	0.064709	AAB	K
Grot_13G013470	45.198753	AAB	K
Grot_13G013460	0.170901	AAB	K
Grot_13G013430	69.114906	AAB	K
Grot_13G013420	6.185203	AAB	K
Grot_13G013360	3.551134	AAB	K
Grot_13G013330	16.941643	AAB	K
Grot_13G013310	11.48949	AAB	K
Grot_13G013290	7.007284	AAB	K
Grot_13G013270	0.076598	AAB	K
Grot_13G013240	0	AAB	K
Grot_13G013230	6.941361	AAB	K
Grot_13G013110	11.881833	AAB	K
Grot_13G013080	14.543462	AAB	K
Grot_13G013070	5.313756	AAB	K
Grot_13G012940	50.571239	AAB	K
Grot_13G012870	0.796295	AAB	K
Grot_13G012860	1.510792	AAB	K
Grot_13G012800	0	AAB	K
Grot_13G012780	12.499158	AAB	K
Grot_13G012730	0.314677	AAB	K
Grot_13G012620	1.25864	AAB	K
Grot_13G012610	19.490301	AAB	K
Grot_13G012600	1.958183	AAB	K
Grot_13G012590	0	AAB	K
Grot_13G012580	4.263552	AAB	K
Grot_13G012550	2.755282	AAB	K
Grot_13G012520	12.114736	AAB	K
Grot_13G012480	0	AAB	K
Grot_13G012470	4.16644	AAB	K
Grot_13G012460	24.589626	AAB	K
Grot_13G012430	0.083841	AAB	K
Grot_13G012420	34.684925	AAB	K
Grot_13G012410	14.04907	AAB	K
Grot_13G012400	1.789981	AAB	K
Grot_13G012390	22.024727	AAB	K
Grot_13G012290	0	AAB	K
Grot_13G012260	1.678387	AAB	K
Grot_13G012240	5.445152	AAB	K
Grot_13G012190	1.002222	AAB	K
Grot_13G012120	19.344936	AAB	K
Grot_13G011270	0.948914	AAB	K
Grot_13G011260	0	AAB	K
Grot_13G011130	49.081928	AAB	K
Grot_13G011020	74.096436	AAB	K
Grot_13G010970	65.581787	AAB	K
Grot_13G010920	1.178223	AAB	K
Grot_13G010910	14.717937	AAB	K
Grot_13G010820	1.574699	AAB	K
Grot_13G010810	0.027314	AAB	K
Grot_13G010800	4.292073	AAB	K
Grot_13G010790	2.229003	AAB	K
Grot_13G010760	15.132749	AAB	K
Grot_13G010750	6.332543	AAB	K
Grot_13G010740	19.223978	AAB	K
Grot_13G010730	8.423941	AAB	K
Grot_13G010700	0.208215	AAB	K
Grot_13G010050	0	AAB	K
Grot_13G010000	0	AAB	K
Grot_13G009990	0.283254	AAB	K
Grot_13G009970	3.441415	AAB	K
Grot_13G007670	0.088669	AAB	K
Grot_13G007690	6.060953	AAB	K
Grot_13G007750	57.975697	AAB	K
Garb_01G022340	14.703341	AAB	A
Garb_01G022330	2.162863	AAB	A
Garb_01G022320	4.345031	AAB	A
Garb_01G022280	7.736665	AAB	A
Garb_01G022230	0.163193	AAB	A
Garb_01G022160	89.056534	AAB	A
Garb_01G019710	0.061089	AAB	A
Garb_01G019650	1.385157	AAB	A
Garb_01G019620	96.046906	AAB	A
Garb_01G019610	4.796734	AAB	A
Garb_01G019570	0	AAB	A
Garb_01G019560	0.291415	AAB	A
Garb_01G019550	6.898891	AAB	A
Garb_01G019500	0	AAB	A
Garb_01G019480	12.184258	AAB	A
Garb_01G019460	2.336236	AAB	A
Garb_01G019450	0.164287	AAB	A
Garb_01G018010	4.485358	AAB	A
Garb_01G017890	55.121838	AAB	A
Garb_01G017870	10.824143	AAB	A
Garb_01G017830	4.036962	AAB	A
Garb_01G017740	5.632699	AAB	A
Garb_01G017730	18.123459	AAB	A
Garb_01G017340	9.65099	AAB	A
Garb_01G017310	26.036518	AAB	A
Garb_01G017300	24.09532	AAB	A
Garb_01G017290	96.158348	AAB	A
Garb_01G017280	5.026059	AAB	A
Garb_01G017270	3.891258	AAB	A
Garb_01G017210	7.079979	AAB	A
Garb_01G017200	5.41373	AAB	A
Garb_01G017190	0	AAB	A
Garb_01G017170	1.542774	AAB	A
Garb_01G017160	15.72436	AAB	A
Garb_01G017150	8.46171	AAB	A
Garb_01G017130	6.808742	AAB	A
Garb_01G017120	4.944811	AAB	A
Garb_01G017100	16.787426	AAB	A
Garb_01G017080	0	AAB	A
Garb_01G017070	6.769432	AAB	A
Garb_01G017000	3.797391	AAB	A
Garb_01G016940	5.553787	AAB	A
Garb_01G016920	7.955669	AAB	A
Garb_01G016890	0.105428	AAB	A
Garb_01G016870	9.57771	AAB	A
Garb_01G016810	87.497841	AAB	A
Garb_01G016780	68.124428	AAB	A
Garb_01G014490	0.508261	AAB	A
Garb_01G014470	19.949799	AAB	A
Garb_01G014440	35.205944	AAB	A
Garb_01G014410	26.015059	AAB	A
Garb_01G014400	6.169564	AAB	A
Garb_01G014390	0.985286	AAB	A
Garb_01G014350	8.114429	AAB	A
Garb_01G014130	36.947121	AAB	A
Garb_01G014120	0	AAB	A
Garb_01G014090	4.32489	AAB	A
Garb_01G014080	1.446116	AAB	A
Garb_01G014040	0	AAB	A
Garb_01G014000	0	AAB	A
Garb_01G013160	19.976419	AAB	A
Garb_01G013140	5.737768	AAB	A
Garb_01G013130	31.780214	AAB	A
Garb_01G013120	17.240309	AAB	A
Garb_01G013080	14.709883	AAB	A
Garb_01G013020	23.057165	AAB	A
Garb_01G013000	6.738055	AAB	A
Garb_01G012020	4.234572	AAB	A
Garb_01G012050	10.612677	AAB	A
Garb_01G012090	0.295417	AAB	A
Garb_01G012100	22.710255	AAB	A
Garb_01G012110	60.32391	AAB	A
Garb_01G012120	7.230513	AAB	A
Garb_01G012330	9.434557	AAB	A
Garb_01G012340	17.858377	AAB	A
Garb_01G012370	3.259526	AAB	A
Garb_01G012460	4.308325	AAB	A
Garb_02G012180	4.906709	AAB	A
Garb_02G012160	29.884323	AAB	A
Garb_02G012150	6.766449	AAB	A
Garb_02G012140	20.807344	AAB	A
Garb_02G012120	39.914906	AAB	A
Garb_02G012030	3.160611	AAB	A
Garb_02G011900	79.634354	AAB	A
Garb_02G011880	3.509109	AAB	A
Garb_02G011820	8.347653	AAB	A
Garb_02G011760	20.098995	AAB	A
Garb_02G011750	11.362742	AAB	A
Garb_02G011730	18.725332	AAB	A
Garb_02G011550	5.097075	AAB	A
Garb_02G011540	10.415047	AAB	A
Garb_02G011530	0.990103	AAB	A
Garb_02G011520	1.583032	AAB	A
Garb_02G011470	42.119518	AAB	A
Garb_02G011430	2.182382	AAB	A
Garb_02G011310	1.826345	AAB	A
Garb_02G011080	2.085111	AAB	A
Garb_02G011060	24.125597	AAB	A
Garb_02G010970	6.717598	AAB	A
Garb_02G013110	8.642581	AAB	A
Garb_02G013060	0.017431	AAB	A
Garb_02G013050	7.774693	AAB	A
Garb_02G013040	1.169052	AAB	A
Garb_02G013030	0.03419	AAB	A
Garb_02G013020	0.453392	AAB	A
Garb_02G012990	1.209712	AAB	A
Garb_02G012970	0	AAB	A
Garb_02G012950	13.899127	AAB	A
Garb_02G012940	63.812477	AAB	A
Garb_02G012930	5.050045	AAB	A
Garb_02G012920	2.296357	AAB	A
Garb_02G012910	3.231839	AAB	A
Garb_02G012900	17.328518	AAB	A
Garb_02G012870	60.150143	AAB	A
Garb_02G012860	5.178245	AAB	A
Garb_02G012840	10.148049	AAB	A
Garb_02G012830	14.741508	AAB	A
Garb_02G012820	16.95422	AAB	A
Garb_02G012810	0.791679	AAB	A
Garb_02G012800	21.185526	AAB	A
Garb_02G012790	42.63435	AAB	A
Garb_02G012780	152.137466	AAB	A
Garb_02G012770	8.987296	AAB	A
Garb_02G012750	0.405587	AAB	A
Garb_02G012730	0.53499	AAB	A
Garb_02G010390	4.410794	AAB	A
Garb_02G010440	7.1198	AAB	A
Garb_02G010450	5.557549	AAB	A
Garb_02G010490	0	AAB	A
Garb_02G010500	7.590568	AAB	A
Garb_02G010520	0.768601	AAB	A
Garb_02G010530	0	AAB	A
Garb_02G010600	0.415527	AAB	A
Garb_02G010620	0.983822	AAB	A
Garb_02G010660	59.45475	AAB	A
Garb_02G010690	1060.004028	AAB	A
Garb_02G010720	0	AAB	A
Garb_02G010750	3.531174	AAB	A
Garb_02G010760	3.202429	AAB	A
Garb_02G010770	14.136252	AAB	A
Garb_02G010800	2.068052	AAB	A
Garb_02G010810	0	AAB	A
Garb_02G010830	1.129633	AAB	A
Garb_02G010840	4.736463	AAB	A
Garb_02G010850	2.267464	AAB	A
Garb_02G010860	25.701296	AAB	A
Garb_02G010870	136.854965	AAB	A
Garb_02G010880	19.340231	AAB	A
Garb_02G010910	38.115128	AAB	A
Garb_02G010920	18.80669	AAB	A
Garb_02G010940	3.530006	AAB	A
Garb_02G013130	60.852966	AAB	A
Garb_02G013280	28.725431	AAB	A
Garb_02G013290	2.493186	AAB	A
Garb_02G013300	0.297956	AAB	A
Garb_02G013310	77.443169	AAB	A
Garb_02G013320	11.422049	AAB	A
Garb_02G013330	0.084272	AAB	A
Garb_02G013400	587.408081	AAB	A
Garb_02G013430	4.765974	AAB	A
Garb_02G013440	1.509615	AAB	A
Garb_02G013570	18.33988	AAB	A
Garb_02G013620	10.91804	AAB	A
Garb_02G013630	1.594623	AAB	A
Garb_02G013640	1.863914	AAB	A
Garb_02G013650	5.956363	AAB	A
Garb_02G013660	8.427892	AAB	A
Garb_02G013670	3.63728	AAB	A
Garb_02G013690	32.337955	AAB	A
Garb_02G013710	2.984878	AAB	A
Garb_02G013740	0	AAB	A
Garb_02G013770	22.716387	AAB	A
Garb_02G013780	4.201672	AAB	A
Garb_02G013810	25.26367	AAB	A
Garb_02G013830	0.307368	AAB	A
Garb_02G013850	5.117749	AAB	A
Garb_02G013860	61.952145	AAB	A
Garb_02G013870	0.053506	AAB	A
Garb_02G013920	68.716766	AAB	A
Garb_02G013950	9.524648	AAB	A
Garb_02G014040	0.321847	AAB	A
Garb_02G014230	0.424301	AAB	A
Garb_02G014240	17.259905	AAB	A
Garb_02G014320	0.901748	AAB	A
Garb_02G014390	4.280237	AAB	A
Garb_02G014400	3.799645	AAB	A
Garb_02G014470	4.325083	AAB	A
Garb_02G014480	1.956644	AAB	A
Garb_02G014500	4.262293	AAB	A
Garb_02G014520	0	AAB	A
Garb_02G014590	14.125633	AAB	A
Garb_02G014600	15.704765	AAB	A
Garb_02G014610	0.571545	AAB	A
Garb_02G014640	18.866688	AAB	A
Garb_02G014650	0	AAB	A
Garb_02G014680	1.874905	AAB	A
Garb_02G014700	1.747719	AAB	A
Garb_02G014710	7.67853	AAB	A
Garb_02G015470	0	AAB	A
Garb_02G016010	1.874011	AAB	A
Garb_02G016040	0	AAB	A
Garb_02G016060	1.786721	AAB	A
Garb_02G016240	0	AAB	A
Garb_02G017190	0.09406	AAB	A
Garb_02G002070	0	AAB	A
Garb_02G002370	11.637794	AAB	A
Garb_02G004490	11.335516	AAB	A
Garb_02G004540	0	AAB	A
Garb_02G004550	15.781474	AAB	A
Garb_02G004600	5.443023	AAB	A
Garb_02G004620	0	AAB	A
Garb_02G004630	0.779951	AAB	A
Garb_02G005530	0.034184	AAB	A
Garb_02G005540	0	AAB	A
Garb_02G005550	5.536768	AAB	A
Garb_02G005560	18.241457	AAB	A
Garb_02G005580	17.581739	AAB	A
Garb_02G005590	11.252458	AAB	A
Garb_02G005650	8.120436	AAB	A
Garb_02G005660	9.127783	AAB	A
Garb_02G005700	79.490005	AAB	A
Garb_02G005720	246.44458	AAB	A
Garb_02G005730	6.318478	AAB	A
Garb_02G005740	9.72039	AAB	A
Garb_02G005750	18.454454	AAB	A
Garb_02G005760	0	AAB	A
Garb_02G005780	52.112041	AAB	A
Garb_02G005790	19.243071	AAB	A
Garb_02G005810	17.015003	AAB	A
Garb_02G005940	0	AAB	A
Garb_02G005970	0	AAB	A
Garb_02G005980	16.187632	AAB	A
Garb_02G005990	0.268106	AAB	A
Garb_02G006020	0	AAB	A
Garb_02G006040	8.987505	AAB	A
Garb_02G006080	0	AAB	A
Garb_02G006300	0.038493	AAB	A
Garb_02G006380	8.933533	AAB	A
Garb_02G006420	31.171745	AAB	A
Garb_02G006540	12.427054	AAB	A
Garb_02G006550	3.43031	AAB	A
Garb_02G008400	25.224279	AAB	A
Garb_02G008190	10.662098	AAB	A
Garb_02G008180	0.264976	AAB	A
Garb_02G008150	8.211713	AAB	A
Garb_02G008120	13.80103	AAB	A
Garb_02G007990	5.010359	AAB	A
Garb_02G007910	1.539686	AAB	A
Garb_02G007870	0.308116	AAB	A
Garb_02G007820	1.151222	AAB	A
Garb_02G007800	10.172424	AAB	A
Garb_02G007720	32.861782	AAB	A
Garb_02G007710	0.53593	AAB	A
Garb_02G007700	2.586638	AAB	A
Garb_02G007690	16.197216	AAB	A
Garb_02G007650	235.681595	AAB	A
Garb_02G007640	9.835647	AAB	A
Garb_02G007600	0.799146	AAB	A
Garb_02G007530	0.845114	AAB	A
Garb_02G007320	0.138867	AAB	A
Garb_02G007310	0.046792	AAB	A
Garb_02G007160	6.373783	AAB	A
Garb_02G009530	41.502338	AAB	A
Garb_02G009570	5.597577	AAB	A
Garb_02G009590	12.378466	AAB	A
Garb_02G009610	18.29039	AAB	A
Garb_02G009620	125.403931	AAB	A
Garb_02G009690	124.159645	AAB	A
Garb_02G009770	1.599822	AAB	A
Garb_02G009780	16.004683	AAB	A
Garb_02G009790	38.821541	AAB	A
