line	year	genome
45653	1.72143	K
45654	4.57143	K
45655	5.07857	K
45656	4.27857	K
45657	5.95	K
45658	1.9	K
45659	3.95	K
45660	3.36429	K
45661	1.86429	K
45662	3.02143	K
45663	1.92857	K
45664	4.37143	K
45665	1.97143	K
45666	3.91429	K
45667	4.72857	K
45668	1.84286	K
45669	2.92143	K
45670	1.88571	K
45671	2.9	K
45672	2.43571	K
45673	1.10714	K
45674	0.335714	K
45675	1.25714	K
45676	1.94286	K
45677	0.95	K
45678	2.24286	K
45679	2.47857	K
45680	3.07857	K
45681	3.79286	K
45682	1.40714	K
45683	1.36429	K
45684	3.35714	K
45685	3.28571	K
45686	1.30714	K
45687	3.37857	K
45688	1.62143	K
45689	1.94286	K
45690	2.30714	K
45691	2.10714	K
45692	2.6	K
45693	2.95714	K
45694	2.00714	K
45695	3.26429	K
45696	1.97143	K
45697	3.22857	K
45698	0.728571	K
45699	2.44286	K
45700	3.55	K
45701	0.614286	K
45702	0.721429	K
45703	3.73571	K
45704	3.42857	K
45705	3.36429	K
45706	2.76429	K
45707	1.04286	K
45708	6	K
45709	3.37857	K
45710	3.90714	K
45711	1.15714	K
45712	2.67143	K
45713	2.77857	K
45714	3.48571	K
45715	2.61429	K
45716	2.07857	K
45717	2.84286	K
45718	3.1	K
45719	0.907143	K
45720	3.72857	K
45721	4.85714	K
45722	2.63571	K
45723	3.56429	K
45724	4.84286	K
45725	1.85	K
45726	2.04286	K
45727	4	K
45728	3.47143	K
45729	3.12143	K
45730	2.07143	K
45731	2.79286	K
45732	3.40714	K
45733	2.50714	K
45734	2.38571	K
45735	2.9	K
45736	4.93571	K
45737	2.98571	K
45738	2.40714	K
45739	6.60714	K
45740	0.785714	K
45741	4.47857	K
45742	4.40714	K
45743	4.27143	K
45744	1.66429	K
45745	2.5	K
45746	2.85	K
45747	2.38571	K
45748	3.25714	K
45749	2.78571	K
45750	2.86429	K
45751	4.70714	K
45752	4.71429	K
45753	2.12857	K
45754	4.16429	K
45755	2.37857	K
45756	4.07143	K
45757	0.9	K
45758	2.81429	K
45759	2.57143	K
45760	1.70714	K
45761	2.62857	K
45762	3.46429	K
45763	3.61429	K
45764	1.16429	K
45765	5.10714	K
45766	2.11429	K
45767	1.71429	K
45768	4.21429	K
45769	2.02857	K
45770	3.8	K
45771	2.6	K
45772	5.22857	K
45773	2.67143	K
45774	5.12143	K
45775	2.53571	K
45776	2.16429	K
45777	2.22857	K
45778	1.4	K
45779	2	K
45780	4.22143	K
45781	3.45	K
45782	4.49286	K
45783	5.10714	K
45784	2.12857	K
45785	4.64286	K
45786	5.05714	K
45787	3.13571	K
45788	4.22857	K
45789	5.63571	K
45790	4.40714	K
45791	5.47857	K
45792	2.27857	K
45793	3.15	K
45794	4.61429	K
45795	1.85	K
45796	1.55	K
45797	2.04286	K
45798	2.09286	K
45799	2.12857	K
45800	2.13571	K
45801	3.52857	K
45802	2.59286	K
45803	2.15714	K
45804	1.43571	K
45805	1.17143	K
45806	1.20714	K
45807	3.47857	K
45808	3.60714	K
45809	2.2	K
45810	4.97857	K
45811	0.678571	K
45812	3.75714	K
45813	6.25714	K
45814	8.42857	K
45815	4.4	K
45816	1.15	K
45817	1.77143	K
45818	4.71429	K
45819	3.51429	K
45820	1.76429	K
45821	0.821429	K
45822	1.55	K
45823	3.60714	K
45824	2.3	K
45825	2.2	K
45826	1.48571	K
45827	3.37857	K
45828	5.81429	K
45829	2.63571	K
45830	2.52143	K
45831	2.32143	K
45832	2.95714	K
45833	1.27143	K
45834	2.53571	K
45835	1.77143	K
45836	4.84286	K
45837	4.23571	K
45838	5.25714	K
45839	2.50714	K
45840	3.65714	K
45841	3.65	K
45842	4.47857	K
45843	2.13571	K
45844	3.26429	K
45845	2.42143	K
45846	1.55	K
45847	3.2	K
45848	2.55	K
45849	2.02857	K
45850	3.76429	K
45851	4.05	K
45852	6.12143	K
45853	2.48571	K
45854	5.13571	K
45855	2.99286	K
45856	3.09286	K
45857	1.8	K
45858	2.02857	K
45859	2.11429	K
45860	3.4	K
45861	3.23571	K
45862	4.4	K
45863	6.20714	K
45864	1.63571	K
45865	2.80714	K
45866	3.60714	K
45867	3.90714	K
45868	2.04286	K
45869	2.33571	K
45870	1.72857	K
45871	1.40714	K
45872	0.735714	K
45873	1.04286	K
45874	7.60714	K
45875	2.21429	K
45876	2.87143	K
45877	2.73571	K
45878	2.82857	K
45879	4.65714	K
45880	0.685714	K
45881	2.02857	K
45882	4.72857	K
45883	2.15714	K
45884	2.94286	K
45885	5.12857	K
45886	3.22857	K
45887	4.07143	K
45888	2.09286	K
45889	3.59286	K
45890	2.56429	K
45891	3.07857	K
45892	2.35	K
45893	2.05714	K
45894	3.20714	K
45895	5.05	K
45896	4.23571	K
45897	1.6	K
45898	3.03571	K
45899	2.37143	K
45900	4.07857	K
45901	3.53571	K
45902	4.41429	K
45903	1.40714	K
45904	5.13571	K
45905	2.46429	K
45906	2.74286	K
45907	1.32857	K
45908	2.17857	K
45909	4.01429	K
45910	2.85714	K
45911	3.10714	K
45912	1.75714	K
45913	1.34286	K
45914	2.9	K
45915	2.3	K
45916	3.36429	K
45917	2	K
45918	0.492857	K
45919	3.29286	K
45920	4.24286	K
45921	4.81429	K
45922	2.87143	K
45923	4.83571	K
45924	2.57857	K
45925	3.64286	K
45926	3.05	K
45927	3.74286	K
45928	1.94286	K
45929	2.15	K
45930	5.12143	K
45931	1.62143	K
45932	1.55714	K
45933	5.55714	K
45934	4.25	K
45935	2.63571	K
45936	3.09286	K
45937	2.89286	K
45938	4.53571	K
45939	1.94286	K
45940	2.66429	K
45941	3.57857	K
45942	2.14286	K
45943	1.86429	K
45944	4.88571	K
45945	2.9	K
45946	5.66429	K
45947	5.05714	K
45948	3.82857	K
45949	3.4	K
45950	0.65	K
45951	1.60714	K
45952	5.21429	K
45953	2.25714	K
45954	3.29286	K
45955	2.72143	K
45956	1.43571	K
45957	5.40714	K
45958	1.8	K
45959	1.02143	K
45960	2.52857	K
45961	0.864286	K
45962	2.57857	K
45963	2.68571	K
45964	5.14286	K
45965	1.90714	K
45966	4.15	K
45967	4.50714	K
45968	5.45714	K
45969	5.15714	K
45970	2.18571	K
45971	3.46429	K
45972	2.43571	K
45973	4.24286	K
45974	3.37857	K
45975	4.54286	K
45976	2.35	K
45977	1.37143	K
45978	5.54286	K
45979	3.11429	K
45980	1.64286	K
45981	1.12857	K
45982	2.28571	K
45983	2.1	K
45984	4.73571	K
45985	2.67857	K
45986	13.6286	K
45987	4.3	K
45988	5.32143	K
45989	4.7	K
45990	4.36429	K
45991	2.45714	K
45992	3.22857	K
45993	1.66429	K
45994	1.39286	K
45995	1.75714	K
45996	3.89286	K
45997	3.55	K
45998	2.50714	K
45999	0.5	K
46000	2.28571	K
46001	3.97857	K
46002	3.15	K
46003	2.47857	K
46004	1.79286	K
46005	3.59286	K
46006	4.97143	K
46007	3.27857	K
46008	2.16429	K
46009	3.52143	K
46010	0.978571	K
46011	4.35	K
46012	3.10714	K
46013	1.28571	K
46014	2.15	K
46015	0.642857	K
46016	3.6	K
46017	3.85	K
46018	4.26429	K
46019	2.92143	K
46020	5.62857	K
46021	1.71429	K
46022	2.28571	K
46023	2.35714	K
46024	1.52857	K
46025	5.34286	K
46026	3.01429	K
46027	4.71429	K
46028	0.585714	K
46029	1.68571	K
46030	1.65	K
46031	1.72857	K
46032	2.49286	K
46033	2.28571	K
46034	1.77143	K
46035	3.28571	K
46036	3.97857	K
46037	4.26429	K
46038	1.90714	K
46039	1.51429	K
46040	0.964286	K
46041	3.43571	K
46042	3.08571	K
46043	4.30714	K
46044	6.57143	K
46045	6.32857	K
46046	4.97143	K
46047	3.20714	K
46048	1.16429	K
46049	3.76429	K
46050	3.21429	K
46051	3.73571	K
46052	1.25714	K
46053	0.921429	K
46054	2.94286	K
46055	1.01429	K
46056	2.84286	K
46057	0.578571	K
46058	5.22143	K
46059	1.96429	K
46060	2.65	K
46061	2.7	K
46062	3.44286	K
46063	3.22143	K
46064	2.29286	K
46065	5.02143	K
46066	3.15714	K
46067	4.08571	K
46068	5.08571	K
46069	3.3	K
46070	2.55714	K
46071	2.52857	K
46072	7.59286	K
46073	2.55714	K
46074	2.03571	K
46075	1.02143	K
46076	0.5	K
46077	1.78571	K
46078	1.80714	K
46079	1.72857	K
46080	5.62143	K
46081	5.52857	K
46082	1.80714	K
46083	2.14286	K
46084	0.921429	K
46085	0.514286	K
46086	1.64286	K
46087	1.01429	K
46088	1.32143	K
46089	0.3	K
46090	0.442857	K
46091	1.99286	K
46092	1.75	K
46093	4.47143	K
46094	2.88571	K
46095	3.54286	K
46096	6.4	K
46097	3.74286	K
46098	7.21429	K
46099	4.47143	K
46100	1.36429	K
46101	5.26429	K
46102	1.44286	K
46103	2.59286	K
46104	2.57857	K
46105	1.16429	K
46106	0.914286	K
46107	0.985714	K
46108	0.914286	K
46109	1.09286	K
46110	1.02857	K
46111	2.82857	K
46112	6.09286	K
46113	3.54286	K
46114	5.05	K
46115	3.42143	K
46116	4.82857	K
46117	2.49286	K
46118	1	K
46119	2.49286	K
46120	2.67857	K
46121	2.32143	K
46122	2.27857	K
46123	2.02143	K
46124	2.57857	K
46125	1.05714	K
46126	3.93571	K
46127	3.18571	K
46128	2.14286	K
46129	1.17143	K
46130	2.9	K
46131	5.35714	K
46132	0.778571	K
46133	1.96429	K
46134	2.62857	K
46135	4.02857	K
46136	2.2	K
46137	1.71429	K
46138	5.79286	K
46139	1.95714	K
46140	2.4	K
46141	2.27143	K
46142	1.49286	K
46143	1.54286	K
46144	1.17857	K
46145	5.26429	K
46146	1.20714	K
46147	4.06429	K
46148	1.52143	K
46149	5.67857	K
46150	3.82143	K
46151	1.31429	K
46152	1.59286	K
46153	2.65	K
46154	2.55714	K
46155	1.72857	K
46156	2.33571	K
46157	1.45714	K
46158	6.95	K
46159	4.95	K
46160	1.55	K
46161	5.43571	K
46162	4.35714	K
46163	0.721429	K
46164	5	K
46165	4.52857	K
46166	2.18571	K
46167	4.42143	K
46168	1.66429	K
46169	6.59286	K
46170	4.67857	K
46171	4.42143	K
46172	5.39286	K
46173	5.24286	K
46174	2.11429	K
46175	4.52143	K
46176	6.17857	K
46177	2.52143	K
46178	1.12857	K
46179	1.87857	K
46180	2.39286	K
46181	0.792857	K
46182	1.67143	K
46183	1.54286	K
46184	5.06429	K
46185	3.88571	K
46186	3.35714	K
46187	3.17857	K
46188	2.95714	K
46189	1.87143	K
46190	2.83571	K
46191	3.31429	K
46192	0.885714	K
46193	0.842857	K
46194	2.25714	K
46195	3.77143	K
46196	2.23571	K
46197	2.95	K
46198	0.892857	K
46199	4.91429	K
46200	3.25	K
46201	4.46429	K
46202	4.11429	K
46203	4.27857	K
46204	3.86429	K
46205	5.19286	K
46206	3.54286	K
46207	3.76429	K
46208	3.95714	K
46209	2.4	K
46210	4.72857	K
46211	1.67143	K
46212	3.11429	K
46213	3.62857	K
46214	1.45714	K
46215	5.9	K
46216	3.13571	K
46217	3.94286	K
46218	3.5	K
46219	1.72143	K
46220	4.29286	K
46221	1.87857	K
46222	0.964286	K
46223	4.48571	K
46224	4.22143	K
46225	4.62857	K
46226	3.75	K
46227	4.26429	K
46228	2.94286	K
46229	0.435714	K
46230	0.814286	K
46231	0.642857	K
46232	1.17143	K
46233	2.17143	K
46234	2.43571	K
46235	1.87857	K
46236	2.69286	K
46237	4.00714	K
46238	1.21429	K
46239	2.48571	K
46240	2.17143	K
46241	2.39286	K
46242	2.90714	K
46243	2.40714	K
46244	1.23571	K
46245	1.35714	K
46246	3.34286	K
46247	2.84286	K
46248	3.94286	K
46249	4.25	K
46250	5.66429	K
46251	2.2	K
46252	0.864286	K
46253	0.864286	K
46254	2.8	K
46255	2.10714	K
46256	2.87143	K
46257	3.82143	K
46258	4.47857	K
46259	4.06429	K
46260	2.34286	K
46261	7.54286	K
46262	6.54286	K
46263	3.20714	K
46264	5.11429	K
46265	3.91429	K
46266	2.53571	K
46267	1.93571	K
46268	2.22143	K
46269	2.09286	K
46270	4.30714	K
46271	3.65714	K
46272	6.49286	K
46273	4.11429	K
46274	3.91429	K
46275	3.90714	K
46276	2.58571	K
46277	3.08571	K
46278	1.70714	K
46279	2.11429	K
46280	9.10714	K
46281	2.3	K
46282	2.97857	K
46283	1.39286	K
46284	4.83571	K
46285	4.09286	K
46286	4.43571	K
46287	1.5	K
46288	0.971429	K
46289	5.60714	K
46290	0.657143	K
46291	1.85	K
46292	3.05714	K
46293	4.93571	K
46294	2.92857	K
46295	11.8929	K
46296	3.16429	K
46297	2.08571	K
46298	2.46429	K
46299	3.22143	K
46300	1.53571	K
46301	4.50714	K
46302	2.54286	K
46303	5.45	K
46304	6.11429	K
46305	2.52857	K
46306	2.91429	K
46307	5.97143	K
46308	2.26429	K
46309	5.7	K
46310	2.36429	K
46311	1.39286	K
46312	4.75714	K
46313	2.75	K
46314	3.45714	K
46315	4.72857	K
46316	4.72857	K
46317	4	K
46318	5.3	K
46319	1.95714	K
46320	1.65	K
46321	1.26429	K
46322	4.65	K
46323	4.87143	K
46324	2.32857	K
46325	2.23571	K
46326	3.42857	K
46327	1.52143	K
46328	0.985714	K
46329	3.05714	K
46330	3.40714	K
46331	0.742857	K
46332	3.22143	K
46333	3.25	K
46334	3.12857	K
46335	3.03571	K
46336	1.99286	K
46337	4.08571	K
46338	1.1	K
46339	3.09286	K
46340	2.46429	K
46341	5.90714	K
46342	8.6	K
46343	0.864286	K
46344	2.00714	K
46345	3.30714	K
46346	1.77143	K
46347	1.07143	K
46348	2.74286	K
46349	2.06429	K
46350	2.09286	K
46351	1.87143	K
46352	1.97143	K
46353	2.25714	K
46354	1.02857	K
46355	1.6	K
46356	1.57857	K
46357	4.30714	K
46358	3.50714	K
46359	1.85714	K
46360	2.09286	K
46361	1.45714	K
46362	2.07143	K
46363	2.49286	K
46364	5.82143	K
46365	2.87143	K
46366	3.45	K
46367	3.89286	K
46368	3.85714	K
46369	0.542857	K
46370	2.73571	K
46371	1.62143	K
46372	1.81429	K
46373	1.6	K
46374	1.74286	K
46375	1.78571	K
46376	3.35714	K
46377	3.78571	K
46378	5.72143	K
46379	4.45	K
46380	1.77857	K
46381	0.771429	K
46382	2.98571	K
46383	2.17143	K
46384	4.32857	K
46385	1.42143	K
46386	3.37857	K
46387	2.71429	K
46388	4.06429	K
46389	2.56429	K
46390	2.40714	K
46391	6.85714	K
46392	7.39286	K
46393	7.65714	K
46394	5.12143	K
46395	2.41429	K
46396	1.55714	K
46397	2.26429	K
46398	1.26429	K
46399	2.20714	K
46400	1.07857	K
46401	1.47857	K
46402	4.32143	K
46403	4.04286	K
46404	3.06429	K
46405	3.53571	K
46406	1.27857	K
46407	5.92143	K
46408	3.49286	K
46409	3.01429	K
46410	3.02857	K
46411	0.321429	K
46412	0.278571	K
46413	2.97143	K
46414	2.02143	K
46415	2.90714	K
46416	3.85	K
46417	1.98571	K
46418	3.28571	K
46419	5.77857	K
46420	4.15	K
46421	1.71429	K
46422	2.24286	K
46423	1.38571	K
46424	1.37857	K
46425	5.97857	K
46426	2.92143	K
46427	2.12857	K
46428	4.02857	K
46429	3.85714	K
46430	1.65	K
46431	3.07857	K
46432	6.94286	K
46433	3.02857	K
46434	4.40714	K
46435	1.31429	K
46436	2.67143	K
46437	3.04286	K
46438	3.15	K
46439	3.5	K
46440	4.35714	K
46441	2.93571	K
46442	3.21429	K
46443	1.88571	K
46444	1.26429	K
46445	6.15714	K
46446	6.76429	K
46447	1.70714	K
46448	4.90714	K
46449	4.07143	K
46450	1.57143	K
46451	2.06429	K
46452	2.64286	K
46453	3.11429	K
46454	1.40714	K
46455	3.14286	K
46456	10.3643	K
46457	1.72857	K
46458	5.57143	K
46459	2.71429	K
46460	2.60714	K
46461	1.51429	K
46462	3.30714	K
46463	1.24286	K
46464	1.85714	K
46465	1.61429	K
46466	3.31429	K
46467	3.12857	K
46468	3.25714	K
46469	1.61429	K
46470	1.27143	K
46471	1.22143	K
46472	2.07143	K
46473	1.54286	K
46474	3.65714	K
46475	1.53571	K
46476	1.68571	K
46477	1.50714	K
46478	0.814286	K
46479	2.07857	K
46480	1.25714	K
46481	1.17143	K
46482	0.4	K
46483	3.41429	K
46484	2.35714	K
46485	3.72857	K
46486	1.82143	K
46487	6.34286	K
46488	1.86429	K
46489	1.52143	K
46490	1.95	K
46491	5.12143	K
46492	2.02143	K
46493	1.48571	K
46494	2.80714	K
46495	3.46429	K
46496	2.20714	K
46497	5.18571	K
46498	4.41429	K
46499	4.39286	K
46500	2.38571	K
46501	2.27143	K
46502	4.82857	K
46503	6.37143	K
46504	0.55	K
46505	1.58571	K
46506	5.47857	K
46507	1.81429	K
46508	2.85	K
46509	1.25714	K
46510	7.26429	K
46511	1.79286	K
46512	2.54286	K
46513	3.99286	K
46514	3.47143	K
46515	5.25714	K
46516	3.94286	K
46517	2.98571	K
46518	2.31429	K
46519	2.65714	K
46520	5.12857	K
46521	1.62143	K
46522	1.8	K
46523	2.4	K
46524	2.32143	K
46525	1.15714	K
46526	4.08571	K
46527	2.64286	K
46528	3.29286	K
46529	2.46429	K
46530	6.05	K
46531	3.37143	K
46532	1.54286	K
46533	4.62143	K
46534	7.63571	K
46535	3.20714	K
46536	2.64286	K
46537	6.82857	K
46538	2.92143	K
46539	3.12143	K
46540	2.59286	K
46541	2.05714	K
46542	4.34286	K
46543	6.68571	K
46544	1.77857	K
46545	2.92857	K
46546	2.89286	K
46547	1.96429	K
46548	5.22857	K
46549	2.62857	K
46550	1.29286	K
46551	0.842857	K
46552	2.25714	K
46553	4.42143	K
46554	1.4	K
46555	2.08571	K
46556	1.80714	K
46557	1.97857	K
46558	2.17857	K
46559	6.46429	K
46560	0.478571	K
46561	0.771429	K
46562	4.78571	K
46563	4.12143	K
46564	1.98571	K
46565	6.55714	K
46566	3.95	K
46567	1.62857	K
46568	1.57857	K
46569	1.10714	K
46570	3.42143	K
46571	1.12857	K
46572	2.45714	K
46573	2.10714	K
46574	1.17857	K
46575	2.14286	K
46576	2.52857	K
46577	6.53571	K
46578	2.21429	K
46579	0.385714	K
46580	2.15	K
46581	4.08571	K
46582	3.75714	K
46583	3.89286	K
46584	4.53571	K
46585	1.35714	K
46586	2.98571	K
46587	2.32857	K
46588	2.14286	K
46589	5.16429	K
46590	3.92143	K
46591	2.04286	K
46592	2.57857	K
46593	2.66429	K
46594	4.5	K
46595	1.94286	K
46596	1.56429	K
46597	2.72857	K
46598	2.82857	K
46599	2.28571	K
46600	0.942857	K
46601	0.507143	K
46602	3.48571	K
46603	1.46429	K
46604	2.08571	K
46605	3.13571	K
46606	2.88571	K
46607	3.77143	K
46608	5.12143	K
46609	4.99286	K
46610	4.86429	K
46611	1.92143	K
46612	2.72143	K
46613	3.17857	K
46614	1.82143	K
46615	2.18571	K
46616	1.22857	K
46617	2.91429	K
46618	1.45714	K
46619	1.9	K
46620	1.97857	K
46621	4.37857	K
46622	2.32857	K
46623	1.64286	K
46624	1.17857	K
46625	2.40714	K
46626	6.88571	K
46627	8.08571	K
46628	2.20714	K
46629	3.39286	K
46630	6.84286	K
46631	0.614286	K
46632	2.57143	K
46633	5.73571	K
46634	1.45714	K
46635	2.26429	K
46636	4.55714	K
46637	3.02143	K
46638	3.61429	K
46639	1.52857	K
46640	4.80714	K
46641	5.50714	K
46642	4.2	K
46643	2.43571	K
46644	3.09286	K
46645	2.46429	K
46646	3.78571	K
46647	2.09286	K
46648	4.40714	K
46649	1.92143	K
46650	1.63571	K
46651	1.04286	K
46652	3.5	K
46653	1.29286	K
46654	1.70714	K
46655	5.57857	K
46656	3.17143	K
46657	0.942857	K
46658	1.71429	K
46659	0.907143	K
46660	3.16429	K
46661	1.30714	K
46662	2.14286	K
46663	1.55	K
46664	1.5	K
46665	3.27143	K
46666	3.08571	K
46667	2.07857	K
46668	1.8	K
46669	2.71429	K
46670	3.45	K
46671	1.65	K
46672	1.48571	K
46673	3.27857	K
46674	1.64286	K
46675	3.69286	K
46676	4.90714	K
46677	3.55714	K
46678	1.8	K
46679	1.28571	K
46680	1.4	K
46681	1.78571	K
46682	4.02143	K
46683	1.51429	K
46684	2.21429	K
46685	2.89286	K
46686	2.15	K
46687	1.5	K
46688	3.80714	K
46689	0.892857	K
46690	2.32857	K
46691	2.73571	K
46692	1.92857	K
46693	2.09286	K
46694	1.97143	K
46695	3.62857	K
46696	2.4	K
46697	2.17857	K
46698	3.15714	K
46699	2.47143	K
46700	1.14286	K
46701	8.12143	K
46702	1.52143	K
46703	2.20714	K
46704	3.86429	K
46705	3.66429	K
46706	3.6	K
46707	5.44286	K
46708	2.9	K
46709	1.65	K
46710	1.13571	K
46711	1.92143	K
46712	1.14286	K
46713	2.11429	K
46714	1.17143	K
46715	3.65714	K
46716	3.70714	K
46717	4.07857	K
46718	1.27143	K
46719	4.32143	K
46720	3.85	K
46721	1.64286	K
46722	3.3	K
46723	2.57143	K
46724	6.19286	K
46725	2.42143	K
46726	5.00714	K
46727	0.4	K
46728	0.907143	K
46729	3.2	K
46730	5.60714	K
46731	5.49286	K
46732	2.13571	K
46733	3.77857	K
46734	2.55714	K
46735	5.09286	K
46736	1.22857	K
46737	1.48571	K
46738	2.93571	K
46739	6.5	K
46740	0.878571	K
46741	1.93571	K
46742	3.1	K
46743	5.54286	K
46744	5.37143	K
46745	5.31429	K
46746	4.15714	K
46747	2.85	K
46748	3.27857	K
46749	3.55	K
46750	4.65	K
46751	2.72143	K
46752	2.35714	K
46753	1.02143	K
46754	2.56429	K
46755	2.84286	K
46756	2.89286	K
46757	2.73571	K
46758	1.41429	K
46759	2.25	K
46760	5.10714	K
46761	1.19286	K
46762	2.6	K
46763	3.85	K
46764	2.35714	K
46765	4.78571	K
46766	4.00714	K
46767	1.09286	K
46768	2.34286	K
46769	2.07143	K
46770	1.95714	K
46771	1.55714	K
46772	4.03571	K
46773	4.84286	K
46774	2.1	K
46775	2.27857	K
46776	1.88571	K
46777	2.13571	K
46778	1.51429	K
46779	1.48571	K
46780	0.792857	K
46781	2	K
46782	0.635714	K
46783	0.492857	K
46784	1.08571	K
46785	1.02857	K
46786	2.42143	K
46787	0.878571	K
46788	2.25	K
46789	2.32857	K
46790	1.23571	K
46791	1.67857	K
46792	1.62143	K
46793	1.9	K
46794	3.81429	K
46795	5.17857	K
46796	2.32857	K
46797	1.34286	K
46798	4.06429	K
46799	2.22143	K
46800	2.23571	K
46801	5.24286	K
46802	2.78571	K
46803	1.61429	K
46804	4.48571	K
46805	3.08571	K
46806	3.5	K
46807	5.95	K
46808	6.50714	K
46809	2.13571	K
46810	2.97143	K
46811	2.75714	K
46812	0.907143	K
46813	1.35714	K
46814	2.75	K
46815	3.11429	K
46816	2.44286	K
46817	4.37857	K
46818	3.30714	K
46819	2.37143	K
46820	1.96429	K
46821	2.32143	K
46822	1.96429	K
46823	1.56429	K
46824	1.21429	K
46825	0.428571	K
46826	0.457143	K
46827	0.885714	K
46828	3.13571	K
46829	2.38571	K
46830	1.83571	K
46831	1.78571	K
46832	0.635714	K
46833	4.78571	K
46834	1.79286	K
46835	5.79286	K
46836	2.22143	K
46837	2.30714	K
46838	1.8	K
46839	0.621429	K
46840	0.878571	K
46841	1.17857	K
46842	2.35	K
46843	1.35	K
46844	1.68571	K
46845	1.26429	K
46846	2.94286	K
46847	1.49286	K
46848	1.24286	K
46849	2.24286	K
46850	2.64286	K
46851	2.32857	K
46852	1.95714	K
46853	0.364286	K
46854	2.69286	K
46855	1.60714	K
46856	1.42857	K
46857	3.79286	K
46858	2.35	K
46859	2.03571	K
46860	1.67857	K
46861	1.27143	K
46862	4.02857	K
46863	2.57143	K
46864	3.02143	K
46865	1.48571	K
46866	1.94286	K
46867	2.08571	K
46868	2.97857	K
46869	3.56429	K
46870	1.54286	K
46871	2.92143	K
46872	1.90714	K
46873	3.21429	K
46874	6.43571	K
46875	5.75714	K
46876	5.1	K
46877	1.95	K
46878	2.91429	K
46879	2.30714	K
46880	5.01429	K
46881	1.53571	K
46882	4.8	K
46883	1.1	K
46884	5.78571	K
46885	2.87857	K
46886	4.07857	K
46887	2.55714	K
46888	1.92857	K
46889	2.27143	K
46890	1.82143	K
46891	0.907143	K
46892	2.37143	K
46893	2.32143	K
46894	1.50714	K
46895	1.52143	K
46896	3.71429	K
46897	4.54286	K
46898	1.17857	K
46899	5.85714	K
46900	2.77143	K
46901	2.63571	K
46902	10.8714	K
46903	1.05	K
46904	1.27143	K
46905	1.05	K
46906	3.28571	K
46907	4.98571	K
46908	2.96429	K
46909	3.64286	K
46910	2.71429	K
46911	2.62143	K
46912	2.05	K
46913	3.87857	K
46914	3.75714	K
46915	2.72857	K
46916	3.56429	K
46917	2.74286	K
46918	3.18571	K
46919	3.05714	K
46920	1.65	K
46921	2.68571	K
46922	1.05714	K
46923	1.47857	K
46924	0.385714	K
46925	2.82143	K
46926	2.83571	K
46927	4.23571	K
46928	3.21429	K
46929	1.92143	K
46930	6.05714	K
46931	3.85714	K
46932	1.96429	K
46933	2.27143	K
46934	2.72857	K
46935	1.44286	K
46936	1.32143	K
46937	2.91429	K
46938	4.81429	K
46939	1.89286	K
46940	4.27143	K
46941	4.10714	K
46942	4.93571	K
46943	3.14286	K
46944	1.25714	K
46945	4.69286	K
46946	1.72143	K
46947	1.50714	K
46948	1.34286	K
46949	2.7	K
46950	4.25714	K
46951	5.9	K
46952	4.7	K
46953	1.67143	K
46954	1.55714	K
46955	1.27857	K
46956	0.971429	K
46957	2.26429	K
46958	2.42857	K
46959	3.08571	K
46960	3.27143	K
46961	3.14286	K
46962	6.27143	K
46963	1.5	K
46964	1.1	K
46965	2.92857	K
46966	2.88571	K
46967	1.78571	K
46968	3.67143	K
46969	3.3	K
46970	3.15	K
46971	8.8	K
46972	3.93571	K
46973	1.16429	K
46974	1.74286	K
46975	2.3	K
46976	2.1	K
46977	3.74286	K
46978	1.2	K
46979	2.92857	K
46980	1.37857	K
46981	2.87143	K
46982	3.15	K
46983	1.82857	K
46984	4.95	K
46985	1.92857	K
46986	2.01429	K
46987	3.17857	K
46988	4.13571	K
46989	4.55	K
46990	3.60714	K
46991	2.01429	K
46992	2	K
46993	3	K
46994	2.32143	K
46995	2.45714	K
46996	5.25714	K
46997	4.81429	K
46998	3.12143	K
46999	1.53571	K
47000	5.92143	K
47001	3.68571	K
47002	2.92857	K
47003	4.57143	K
47004	2.14286	K
47005	2.32143	K
47006	5.10714	K
47007	3.05	K
47008	4.15714	K
47009	4.33571	K
47010	1.10714	K
47011	2.15714	K
47012	4.00714	K
47013	3.54286	K
47014	0.614286	K
47015	1.84286	K
47016	1.28571	K
47017	1.61429	K
47018	3.49286	K
47019	1.39286	K
47020	2.7	K
47021	2.59286	K
47022	2.04286	K
47023	4.00714	K
47024	3.72143	K
47025	3.89286	K
47026	2.77857	K
47027	2.14286	K
47028	2.76429	K
47029	2.94286	K
47030	1.12143	K
47031	1.75714	K
47032	2.99286	K
47033	6.24286	K
47034	1.67143	K
47035	4.14286	K
47036	2.28571	K
47037	1.65	K
47038	2.31429	K
47039	2.15	K
47040	3.02143	K
47041	2.75714	K
47042	4.31429	K
47043	1.07857	K
47044	2.39286	K
47045	0.492857	K
47046	3.37143	K
47047	3.69286	K
47048	2.86429	K
47049	2.32857	K
47050	2.85	K
47051	4.14286	K
47052	2.70714	K
47053	5.14286	K
47054	5.08571	K
47055	2.77857	K
47056	2.86429	K
47057	4.2	K
47058	2.94286	K
47059	5.74286	K
47060	2.19286	K
47061	2.54286	K
47062	0.928571	K
47063	2.57857	K
47064	3.42857	K
47065	0.935714	K
47066	2.30714	K
47067	3.25714	K
47068	2.17857	K
47069	1.79286	K
47070	3.81429	K
47071	2.85714	K
47072	6.64286	K
